acqsysID:ID,name,component_name,title,description,:LABEL
acqsys001278,FBS,FBS,FUTURE BUSINESS SYSTEM,FBS will implement an enterprise business systems using electronic information technologies to collaborate acquisition business related information by electronic means.,AcquisitionSystem
acqsys002019,FCA,FCA,FREQUENCY CONTROL AND ANALYSIS,Frequency control and analysis of critical data.,AcquisitionSystem
acqsys001383,FCS UA ACE,FCS UA ACE,FUTURE COMBAT SYSTEMS UNIT OF ACTION ADVANCED COLLABERATIVE ENVIRONMENT,"Steve Bristow: 586-925-1921 james.bristow@us.army.mil The FCS ACE is a web-centric environment for sharing, collaborating, integrating, accessing, and controlling management and product information, and technical data defining the FCS Unit of Action. It",AcquisitionSystem
acqsys001212,FCS-ACE,FCS-ACE,FUTURE COMBAT SYSTEMS ADVANCED COLLABORATIVE ENVIRONMENT,"The FCS ACE is a web-centric environment for sharing, collaborating, integrating, accessing, and controlling management and product information, and technical data defining the FCS Unit of Action. It is based on commercial products and commercial standards. Authentication and access are tightly controlled. The major components of the FCS ACE are the Distributed Product Description, Program Management, Project Collaboration, Workflow, and Visualization. The FCS ACE is the single authoritative location for all FCS Program data and is a prototype architecture for the Army ACE.",AcquisitionSystem
acqsys001270,FCS-ACE,FCS-ACE,FUTURE COMBAT SYSTEMS ADVANCED COLLABORATIVE ENVIRONMENT,"The FCS ACE is a web-centric environment for sharing, collaborating, integrating, accessing, and controlling management and product information, and technical data defining the FCS Unit of Action. It is based on commercial products and commercial standards. Authentication and access are tightly controlled. The major components of the FCS ACE are the Distributed Product Description, Program Management, Project Collaboration, Workflow, and Visualization. The FCS ACE is the single authoritative location for all FCS Program data and is a prototype architecture for the Army ACE.",AcquisitionSystem
acqsys009813,FD2060,FD2060,FD2060LOGBOOK,The systems is currently used to build a Requisition Control Number Log Book based on a date of data entry and a sequence number.,AcquisitionSystem
acqsys007515,FEDERAL IAE,FEDERAL IAE,FEDERAL INTEGRATED ACQUISITION ENVIRONMENT,"GSA manages and provides FISMA reporting for this systems with partial funding for systems provided by DoD. The Federal eGov Integrated Acquisition Environment (IAE), managed by GSA, provides a secure business environment that facilitates and supports cost-effective acquisition of goods and services in support of agency mission performance. The IAE portfolio includes CCR, EPLS, eSRS, FBO, FedReg, FedTeDS, FPDS-NG, ORCA, PPIRS, & WDOL. IAE is funded by annual contributions, established by OMB and allocated by GSA, from the 24 CFO agencies. IAE's goals: (1) creating a simpler, common, integrated business process for buyers and sellers that promotes competition, transparency and integrity; (2) increasing data sharing to enable better business decisions in procurement, logistic, payment and performance assessment; and (3) taking a unified approach to obtaining modern tools to leverage investment costs for business related processes.",AcquisitionSystem
acqsys017713,FEDMALL,FEDMALL,FEDERAL MALL,"FEDMALL is an internet ordering systems which provides a single entry point for DOD, Federal, Industry (as agents for government) and Allied Nation purchasers to research, compare, and acquire off-the-shelf, finished goods and services from the commercial marketplace and government sources. FEDMALL provides an advanced, web-based application of choice for global sourcing contingency operations, and rapid response to warfighter demands where buyers use purchase/government credit cards or MILSTRIP for payment.",AcquisitionSystem
acqsys001638,FEDREG,FEDREG,FEDERAL AGENCY REGISTRATION,"FedReg is a registration database for federal buyers and sellers who engage in intragovernmental transactions. It has two main purposes: 1) to support reconciliation of intragovernmental transactions by providing better (and standardized) information on trading partners, 2) to serve as a ""Yellow Pages"" of government sources of supply as a supplement to CCR.",AcquisitionSystem
acqsys010886,FHOL,FHOL,FLYING HOURS ONLINE,"Flying Hours Online is the management information systems for Air Combat Command's (ACC) Flying Hour Program. The FHOL database will maintain the current year's programmed and executed flying hours data, as well as historical data.",AcquisitionSystem
acqsys002027,FILENET,FILENET,SCC FILENET,Provides electronic storage of software engineering documentation relating to various weapon systemss managed at Tinker AFB,AcquisitionSystem
acqsys002028,FILENET,FILENET,FILENET,"FILENET systems is primarily for the storage, retrieval and distribution of weapon systems software documentation that is managed at OO-ALC. Current systems houses over 17,000 documents (each document averaging 300+ pages). Capabilities include:- Scanning hardcopy documents- Importing electronic documents- Store documents and meta data on Optical Storage Library using WORM technology- Query, Retrieve and View documents- Print documents- Download documents in multiple file formats and onto various types of electronic mediaTarget Customers: systems Program Office (SPOs), End-users, Software Control Center (SCC) personnelAccountability and Capitalization (A&C) Suspense: systems IS Internal Use Software (IUS) Is not tracked in EITDR due to not meeting the following for Accountability and Capitalization criteria: NOT meeting functionality NOT meeting the monetary threshold of $100,000.00",AcquisitionSystem
acqsys015451,FLARE,FLARE,FINANCIAL LOGGING AND REPORTING ENVIRONMENT,"Each Program Office in the ASD (R&E) Research Directorate (and other Directorates) has been tasked with managing and maintaining their own financial portfolio for each of their Program Elements (PE). We currently have an Oracle database repository for this information as well as a tool to allow us to report on the data, but there is currently no method to enter new data into the repository. This application will provide a means to enter this data.",AcquisitionSystem
acqsys006343,FLIGHT SIM,FLIGHT SIM,HIND/MI-17 FLIGHT SIMULATOR,"A (3) Degree Of Freedom (DOF), man-in-the-loop Hind/MI-17 Flight Simulator which is DIS IEEE 1278.1a compliant. Motion systems - 3 axis (Pitch, Roll, @ Heave) electric motion platform with a 500 lbs. payload. Unit runs on 110 volts at 20 amps. Payload consists of a pilot seat, flight controls, and heads-down displays. An electronics unit powers and directs the motion of the motors. Flight Controls - consist of pedals, cyclic and collective/throttle. A feedback systems keyed to engine RPM is incorporated into the cyclic. Visual Displays - consist of (3) 50 inch Plasma units, each driven by a visual computer. Control Unit - A computer rack is provided to house the computers, power distribution, networking, and interface units.",AcquisitionSystem
acqsys017162,FMF/IMET,FMF/IMET,FOREIGN MILITARY FINANCING/INTERNATIONAL MILITARY EDUCATION AND TRAINING BUDGET TOOL,facilitates the formulation.,AcquisitionSystem
acqsys001123,FMIC,FMIC,FLYOUT MODEL INFORMATION CENTER,The FMIC provides a repository containing high fidelity digital flyout models of selected surface-to-air missile and anti-aircraft artillery threat systemss. This application is used at tri-service open air ranges and hardware-in-the loop facilities to support Electronic Warfare Test and Evaluation and training. Selected models are incorporated into the Enhanced Surface-to-Air Missile Simulations (ESAMS) and Suppressor in support of the Acquisition Community. This ensures that common models are used at diverse geographical locations.This systems meets the criteria for Internal Use Software (IUS) reporting and data has been entered into the AFEMS/AIM systems.,AcquisitionSystem
acqsys003005,FMS,FMS,FINANCIAL MANAGEMENT SYSTEM,"FMS encompasses all the information necessary for PM TRCS to plan and execute their budget. In order to provide necessary reports to various organizational levels, the systems includes extensive data regarding requirements, forecast and available funds, commitments and obligations, and acquisitions. Accredited with the PEO C3T network.",AcquisitionSystem
acqsys003279,FMS,FMS,DSCA 1200 SYSTEM,Contains an aggregation of country oriented FMS case level and item detail data on the status of sales negotiations and execution of accepted sales cases. Used as a management information and reporting systems.,AcquisitionSystem
acqsys003280,FMSCS,FMSCS,FOREIGN MILITARY SALES CREDIT SYSTEM,Tracks loans and grants made by the U.S. Government to foreign governments. Provides the ability to make disbursements collections produce bills for repayments and reschedule repayments. Provides management reports to country financial managers.,AcquisitionSystem
acqsys006727,FMT,FMT,FOREIGN MILITARY TRAINING DISCLOSURE SYSTEM,The Foreign Military Training (FMT) Website provides a list of all the FMT courses associated with the Command. IPO uses the FMT database for tracking the request and as the basis for making of foreign disclosue determinations and for decision making. FMT is ColdFusion based and it's architecture is maintained by contractor support personnel. It does not contain classified information.,AcquisitionSystem
acqsys060027,FPD,FPD,Financial and Procurement Desktop (FPD),"CIMS is a contract writing management system that provides full procurement lifecycle support including all phases from advanced acquisition planning through contract closeout. CIMS provides procurement and acquisition support at the desktop through a secure browser only, giving global access to procurement personnel and their customers.",AcquisitionSystem
acqsys001649,FPDS-NG,FPDS-NG,FEDERAL PROCUREMENT DATA SYSTEM-NEXT GENERATION,"GSA manages and provides FISMA reporting for this systems with partial funding for systems provided by DoD. FPDS-NG is an e-Gov initiative within the Integrated Acquisition Environment (IAE). The primary purpose of FPDS-NG is to provide Congress with data on all federal contracts. It is a web-based systems that offers both the public and Federal Government with a self-service, near real-time, searchable repository for information about unclassified government contracts with third party vendors.",AcquisitionSystem
acqsys006039,FPRA,FPRA,FORWARD PRICING RATE AGREEMENTS,FPRA provides customers with direct access to forward pricing rate agreement data negotiated with contractors.,AcquisitionSystem
acqsys005980,FPRS,FPRS,FACILITY PROGRAM REQUIREMENTS SYSTEM,"FPRS is a systems used for DoD Installations Requirements and Management (IRM). It allows internal and external OSD analysts to access various models, databases and annual reports.",AcquisitionSystem
acqsys060039,FSS19,FSS19,FSS Online (FSS19),"EASi is a procurement tool that allows federal procurement staff to choose from standardized solicitation and awards packages, receive assistance with funding certifications, execute, and close out federal contracting processes.",AcquisitionSystem
acqsys002047,G050 DRAIR,G050 DRAIR,DEFICIENCY REPORT ANALYSIS INFORMATION REPORT (DRAIR) ADVISOR SYSTEM (G050),"The G050 systems is a single interface for government and contractors to access required legacy data and generate decision support reports. The systems is a collection of reports that can be used to obtain information about a weapon systems or part performance using embedded artificial intelligence, forecasting and ranking tools such as simple (regression analysis) to complicated (time-series) models. The systems provides several pre-designed analysis reports of different types based on maintenance and supply data. The types of reports include advice (based on a knowledge base); cost performance analysis, failure ranking, corrosion ranking, health of weapon systemss, sustainability, retest-ok, time-series based forecasting, and principal component analysis based ranking of bad actors. GO50 DRAIR does not meet the criteria for Internal Use Software (IUS) reporting.",AcquisitionSystem
acqsys006253,G5 - NSEC FFRDC,G5 - NSEC FFRDC,G5 - NSEC FFRDC PROGRAM MANAGEMENT APPLICATION,"Name Changed from G5 CMD Information Exchange to G5 - NSEC FFRDC to align with naming convention requested by systems owner. PAH 10/29/2018A web-based application supported by Oracle for the program and contract management of the National Security Engineering Center (NSEC) Federally Funded Research and Development Center (FFRDC) Program. The application supports the program office executing the NSEC FFRDC Program/contract for all Department of Defense (DOD) (less the Air Force) and other Federal agencies like the Federal Bureau of Investigation, Department of Homeland Security and Department of Energy. Program execution/contract management includes the tracking of congressionally authorized FFRDC work years, DOD funding limitations, customer funding status, FFRDC deliveries, and providing program information to all project leaders, business/program managers and the MITRE Corporation. Application support is paid for by the customers through reimbursement. Inputs into the Oracle applications are mostly done by the program office and include authorized work year allocations and dollar limitations from Deputy Assistant Secretary of Defense (DASD) for systemss Engineering (SE). Customer agencies provide project allocations (about 150 projects each year) to be input into Oracle. All financial data from customer funding documents (about 1200-1500 per year) are input by the program office. There are no direct systems-to-systems feeds into Oracle. Government Project Leaders input requirements and performance evaluation data via the web into Oracle each year. systems outputs are essentially program status reports available for the different program management levels; Government Project Leaders, financial Point of Contacts (POCs), agency sponsors, DASD (SE), Under Secretary of Defense for Acquisition, Technology and Logistics (USD(AT&L)), MITRE Corporation and , of course, the program office. There are between 500-1000 active systems users worldwide among these program management levels.Migrate the application as is to the cloud infrastructure to improve the stability of the systems and reduce sustainment cost.",AcquisitionSystem
acqsys014177,GEM,GEM,GUARD EQUIPPING MODULE,"Guard Equipping Module (GEM) is an unclassified, web-based systems (Microsoft Internet Information Services with Structured Query Language (SQL) server backend database) that enables the headquarters National Guard Bureau to plan the distributions of allocated equipment to National Guard units in each state based on Guard specific priorities. GEM provides unique capability to provide bulk distribution planning by State/Territory as well as offering to build plans to the derivative Unit level. GEM uses the Material Support Plan (MSP), New Material In Brief (NMIB), Funding Source, occurrence of New Equipment Training/Displaced Equipment Training (NET/DET), and whether the fielding has been executed for a given Line Item Number/Unit Identification Code (LIN/UIC) combination to develop the plan, execute and status equipment deliveries. GEM produces Guard specific reporting capability to track equipment distributions and various adhoc reports. Additionally, GEM uniquely tracks equipment requirements, appropriated and programmed funding, procurement, distribution and delivery of equipment to support the Chief, National Guard Bureau annual equipment inventory report in accordance with United States Code (USC) 10541.",AcquisitionSystem
acqsys060040,GLAAS,GLAAS,Global Acquisition & Assistance System (GLAAS),"GLAAS is a contract writing management system that provides full procurement lifecycle support including all phases from advanced acquisition planning through contract closeout. GLAAS provides procurement and acquisition support at the desktop through a secure browser only, giving global access to procurement personnel and their customers.",AcquisitionSystem
acqsys015154,GSTW/TOL,GSTW/TOL,GLOBAL SCIENCE AND TECHNOLOGY WATCH/TIPS ONLINE,"The Global Science and Technology Watch/TIPs Online (GSTW/TOL) site is the basic mechanism for gathering knowledge about global capabilities and trends of interest to the US Army from various Continental United States (CONUS) and Outside the Continental United States (OCONUS) army agencies.The site supports the creation and submission of Technology Information Papers (TIPs). TIPs are the core information used to provide Army Advanced Technology Objectives (ATO) and research program proponents the information they need on foreign technology developments. Users are S&T subject matter experts and others in the field who see the ""technology"" and reviewers who assess the technology to determine if it is worthy of further investigation. Users, reviewers, and others involved in search for technology and program/portfolio management of the technology, can search the submissions for topics of interest, and results can be generated in a number of analytic formats.The site incorporates a number of real-time, interactive reports covering evaluations of country capabilities in Research and Technology (R&T) subject areas to include their relative maturity levels. The current Annex B of the Army Science and Technology Master Plan (International Science and Technology: Global Science & Technology Watch) is included.",AcquisitionSystem
acqsys009146,HALON,HALON,HALON,Halon tracks the use of halon recoverd and Halon issued then reported monthly to DLA,AcquisitionSystem
acqsys060041,HCAS,HCAS,HHS Consolidated Acquisition System (HCAS),"CAMS is a contract writing management system that provides full procurement lifecycle support including all phases from advanced acquisition planning through contract closeout. CAMS provides procurement and acquisition support at the desktop through a secure browser only, giving global access to procurement personnel and their customers.",AcquisitionSystem
acqsys016840,HIS,HIS,HISTORICAL INTERVIEW SYSTEM,"The Air Force Operational Test and Evaluation History Office utilizes and maintains the Historical Interview systems. This systems consists of a digital voice recorder to conduct the oral interviews, then transfers the data files to a stand-alone laptop through a USB-connection, and uses software to convert the files to a usable universal format in order to add the interview to the historical archives for long-term storage and future use. As required under AFI 84-101, the History Office conducts oral interviews with a variety of people (program managers, engineers, department heads, etc.) in order to adequately create the unit's ""annual history,? an extensive yearly description of the organization's capabilities, issues, and accomplishments. Oral history interviews provide ""primary? source documentation for historians by having participants use their own words and descriptions of the programs and events in question (as opposed to ""secondary? sources, or works written after the fact by non-observers). The annual history and its source documents, including these interviews, are utilized by current and future leaders and researchers, and are maintained both at the organization level and Air Force level at the Historical Research Agency.",AcquisitionSystem
acqsys003053,HMMWVDB,HMMWVDB,HIGH MOBILITY MULTI-PURPOSE WHEELED VEHICLE BUSINESS MANAGEMENT OFFICE TRACKING DATABASE,"Web-based application used to track HMMWV purchases by Fiscal Year (FY), contract and customer.",AcquisitionSystem
acqsys001124,HOTS,HOTS,HOME OFFICE TRAINING SYSTEMS,"Supplements ETMS by automating planning & tracking functions required by the Home Office functions. Contains course catalog, core training plans, individualized training plans, and progress of accomplishing training requirements. Also creates classes, class rosters and scheduling tools. Surveys students upon completion.",AcquisitionSystem
acqsys003287,HQCLAN,HQCLAN,CLASSIFIED LOCAL AREA NETWORK,A General systems providing classified office automation tools to agency administrative investigative analytical financial policy legal and technical support personnel in carrying out their mission related functions.,AcquisitionSystem
acqsys017970,HRSSWP,HRSSWP,HUMAN RESOURCE SOLUTIONS SECURE WEB PORTAL,"The Human Resource Solutions Secure Web Portal (HRSSWP) facilitates the management and administration of service task orders issued under the Human Resource Solutions suite of Indefinite Delivery Indefinite Quantity (IDIQ) contracts. It provides a Web enabled interface that servicing contractors, requiring activity representatives and Contract Officer Representatives (COR) use to submit and review contract required documents. The portal tracks activities associated with task order management including: requiring activity and contractor contact information, task order award and modification notifications, deliverable submissions, and quality assurance and surveillance. HRSSWP is used for managing contact information and tracking deliverables from contractors. Users of the portal include: Program Director Human Resource Solutions (PD HRS) staff, Mission Installation Contracting Command (MICC) staff assigned to support PD HRS, requiring activity representatives performing assistant CORs and quality assurance evaluator (QAE) functions, and contractor personnel with companies that have been awarded IDIQ contracts.Lifecycle of portal use is as follows: 1. Requiring Activities (RA)s contact PD HRS through ""Contact Us? page, phone or email and customer contact information is entered into the database. 2. The RA's service requirements are defined and documented in a performance work statement.3. Task orders are awarded and supporting documentation is uploaded to the portal file repository. 4. Award Notifications are distributed to all contractors and the RA.5. Contractors upload monthly deliverables such as the Monthly Status Reports (MSR) to the portal and notices are sent to the assistant COR and COR.6. The RA's assistant COR reviews and accept or reject contractor MSR through the automated tools in the portal and notifications are sent to the COR. Comments from MSR acceptance/rejection provide a record of performance to assist with Contract Performance Assessment Reporting systems (CPARS) input. 7. Contract modifications are uploaded and details entered into the portal to maintain accurate contract values and periods of performance in the database. 8. The portal will notify contractors, staff and RAs as appropriate to alert them of actions on a task order. 9. The portal serves as file repository documenting all changed in a history file, for all contract related documents and allowing controlled access from the contractor, RA, contractin",AcquisitionSystem
acqsys002085,HWIS,HWIS,HUMAN EFFECTIVENESS WORK UNIT INFORMATION SYSTEM,HWIS provides the capability for collecting extensive technical and budgetary data regarding AFRL/HE research efforts. The systems also supports AFRL/HE business processes for data quality control and automated DTIC reporting.,AcquisitionSystem
acqsys006726,IADB,IADB,INTERNATIONAL ACTIVITY DATABASE,The Navy International Activity Database is a website whereby DoN offices post their international activities and initiatives for specific countries. This is a resource for DON principals and enables a coordinated DON international focus. IADB is written in PLONE and it's architecture maintained by support contractors. It contains classified information.,AcquisitionSystem
acqsys012509,IAPID,IAPID,INTERNATIONAL AFFAIRS PERSONNEL INITIATIVE DATABASE,A single central facility database that maintains and verifies information provided by individuals seeking International Affairs certification base on their current experience and training within the security cooperation community.,AcquisitionSystem
acqsys060042,IAS,IAS,Integrated Acquisition System (IAS),"IAS is a contract writing management system that provides full procurement lifecycle support including all phases from advanced acquisition planning through contract closeout. IAS provides procurement and acquisition support at the desktop through a secure browser only, giving global access to procurement personnel and their customers.",AcquisitionSystem
acqsys006513,IBOP,AC - IBOP,INTERACTIVE BUSINESS OPPORTUNITIES PAGE,"1. PURPOSEWhat the systems does/accomplishes? What are the primary systems functions? The Interactive Business Opportunities Page (IBOP) is a secure web application developed by the Acquisition Center that notifies industry of business opportunities. The application interacts with the Army Single Face to Industry Page and the Federal Business Opportunities Page. The IBOP allows for the posting of multiple attachments such as solicitations, requirements documents, drawings and proposals. Industry also has the ability to subscribe to automatic email notifications for business opportunities posted within a particular industry classification code. The IBOP interacts works in conjunction and interacts with the Acquisition Source Selection Interactive Support Tool (ASSIST) providing secure transmission of all items for negotiations and responses during the source selection process.2. USERSWho are the users of this systems? All members of the CECOM Acquisition Center and vendors that do business with the acquisition center.Who does it support? All members of the CECOM Acquisition Center.Describe the user community in terms of job roles/functions, organizations, and physical locations.Primary user community for the IBOP consists of Contract specialists, Contracting officers, and industry.3. INPUTSWhat are the inputs to the systems? Describe the data in general terms (e.g. training data, contract execution data). Contract Data to include Soliciations, Market Research, Drawings, communications with offerors, Question and answers pertaining to a particular Acquisition.What other systemss feed into the systems? ASSISTWhat are the user inputs? i.e. training data, contract info., etc. Contract Information4. OUTPUTSWhat does the systems produce? The systems produces a secure, controlled environment for proposal and solicitation submission and posting.What other systemss does it feed into? Describe the data sent in general terms. The IBOP pushes information to FEDBIZops, and Army Single Face to Industry (ASFI) and ASSIST.5. BUSINESS PROCESS SUPPORTEDWhich Acquisition process/sub-process does the systems supports? i.e. Program management, Contract execution, etc. The systems supports Contract Execution.How does the systems support the user organizations' mission and activities? The IBOP provides a secure means for accepting proposals and communicating with offerors. Without this application, Acquisition Sensitive data would have to be transmitted through email. This would",AcquisitionSystem
acqsys003078,ICAPP,ICAPP,INTEGRATED CONVENTIONAL AMMUNITION PROCUREMENT PLAN,"Description: systems. Benefits are: 1.The Integrated Conventional Ammunition Procurement Plan provides the current status of funded and planned conventional ammunition requirements for the prior year, current year, the biennial budget years and the defense program. 2. The ICAPP is a management tool used to develop a viable acquisition strategy for the procurement of conventional ammunition. 3. The ICAPP integrates the Military Services ammunition procurement plans and is published 3 times a year after each budget cycle. It contains detailed plans projected over the budget year 1, budget year 2 and succeeding POM years. 4. The ICAPP represents the projection of DoD ammunition procurement plans at a point in time just prior to its publication. It is, therefore, a 'snapshot of the fluid planning and programming process as it exists at a given point in time. 5. The ICAPP groups ammunition items by type or family based on technical similarities. The ICAPP contains each Services plans for ammunition procurement and is tied to the programming and budgeting phase of the Services PPBES. It serves as a vehicle for evaluation of service combined programs; stimulates increased inter-service cooperation and coordination; and helps to achieve economic production runs and balanced workload of the base. Relevant Product Pricing Process Interfaces. 6. ICAPP provides the budget reports necessary to convey product prices to the HQ, JMC Services' customers. The Execution Price List, an extract from the ICAPP database, serves as a pricing catalogue for customers via the Internet. 7. An ICAPP, based on the President's Budget, is published in February/March via the NIPRNET at the following encrypted and password protected address: https://www3.osc.army.mil/sm/icapp. it is used to begin the next planning cycle, which reflects the President's Budget. 8. The ICAPP is published three (3) times a year via CDROM to coincide with each of the budget cycles. Prices for the execution year are also available through the ICAPP NIPRNET as a price list. No additional functionality for this investment. No additional capabilities for this investment.",AcquisitionSystem
acqsys006353,ICATS,ICATS,INFORMATION TECHNOLOGY CONTRACT ADMINISTRATION TRACKING SYSTEM,"The Information Technology Contract Administration Tracking systems (ICATS) provides the ability to track contract funds, technical directives, contract line item numbers, and sub-contract line item numbers, as well as providing the capability for Redstone technical monitors and the contracting officer representative to enhance the performance of contract administration. The ICATS application assists the contract administration office of the CIO/G6 with administering the local information technology, cyber security and information management contracts. Without ICATS, the contract office would be forced to manually process and track thousands of contractual transactions resulting in greater labor costs, increased processing times, and reduced funding visibility with greater potential for errors and inefficient use of funds. This application provides real-time processing. ICATS pulls data from AMCs Procurement Data and Document systems (PADDS). is hosted in the AMCOM Production Environment (PE) and does not require a separate accreditation. Accreditation is inherited from the AMCOM PE and is entered as a child under the AMCOM PE record. Reference APMS record AMCOM PE DA305128. ICATS will be migrating to DISA milCloud 2.0.",AcquisitionSystem
acqsys019973,ICBM IDR,ICBM IDR,INTERCONTINENTAL BALLISTIC MISSILE INTERIM DATA REPOSITORY,"Intercontinental Ballistic Missile Interim Data Repository (ICBM {IDR}) is the interim, transitional (gap) solution for sustainment of IT capabilities that were previously provided to the government by Northrup Grumman via the SIINet systems. ICBM IDR was an existing systems that was transferred to government control. In order to properly transition this functionality to a Government owned information systems, an interim solution had to be provided meeting all IT Governance, NDAA, and Cybersecurity requirements. IDR consists of Commercial off the Shelf (COTS) products that facilitate Risk Management, Document Management, Collaboration and Task Management. IDR supports the life cycle management, engineering analysis, continuous monitoring, program execution, and informational needs at all levels to include acquisition, maintainability, availability, supportability and sustainability of the current Minuteman III Weapon systems. IDR provides the temporary data management and transition capabilities to reach the AF Enterprise solution for a Government owned and managed sustaining engineering construct for the future Ground Based Strategic Deterrent (GBSD) systems. Currently IDR supports engineers and stakeholders within the ICBM systemss Directorate, 20th Air Force, and the Air Force Nuclear Weapons Center (AFNWC). IDR capabilities are to be subsumed by the ICBM IDE systems that is expected to have Initial Operational Capability (IOC) by late FY2018. GAO reports are not applicable.",AcquisitionSystem
acqsys060043,ICE,ICE,Integrated Contracts Expert (ICE),"HCAS is a contract writing management system that provides full procurement lifecycle support including all phases from advanced acquisition planning through contract closeout. HCAS provides procurement and acquisition support at the desktop through a secure browser only, giving global access to procurement personnel and their customers.",AcquisitionSystem
acqsys006725,ICP,ICP,INTERNATIONAL COOPERATIVE PROGRAMS,"The International Cooperative Programs web site is a site that displays listing of Data Exchange Annexes and International Agreements by Country, type and other criteria. Actual text of the agreements can also be accessed. ICP is ColdFusion based and it's architecture maintained by IT support contractors. Content is maintained by NIPO personnel. It does not contain classified information.",AcquisitionSystem
acqsys000480,IDEAS,IDEAS,INTEGRATED DEFENSE ENTERPRISE ACQUISITION SYSTEM,"IDEAS is a contract writing systems used by DISA to support its unique telecom contracting mission and provides a single integrated acquisition solution that is uniformly implemented and readily accessible worldwide. IDEAS has been in production since 2009. IDEAS is built on a Business Process Management platform. DISA intends to use this platform, when appropriate, to model other processes associated within DISA's Business Mission Area to reduce duplicative capabilities.",AcquisitionSystem
acqsys016923,IFDCV4,IFDCV4,IMPROVED FIELD DATA COLLECTOR VERSION 4,IMPROVED FIELD DATA COLLECTOR (IFDC) is portable instrumentation systems used to collect test and evaluation data for the systems under test for review and analysis. IFDC is used in operational testing in support of the United States Army Operation Test Command (USAOTC).,AcquisitionSystem
acqsys001128,IMIS,IMIS,INSTRUMENTATION MANAGEMENT INFORMATION SYSTEM,"The Instrumentation Information Management systems (IMIS) collects, organizes and reports data concerning on-aircraft flight test data acquisition systemss in support of aircraft RDT&E acquisition programs. Flight test data acquisition systemss use a mix of sensors, electronic bus-capture equipment, large data recorders, and telemetry systemss to record data parameters necessary for RDT&E programs (in the case of the F-35, this is 10's of thousands of data parameters at GB/sec). The IMIS systems contains the designs, operational details, and parts associated with aircraft special instrumentation installations. It implements the T2 aircraft modification process and is used to track progress in meeting flight test program schedules. IMIS allows a small group of engineers and technicians plan, design, and implement complex flight data acquisition systemss. The IMIS systems interacts with the Job Order Cost Accounting systems (JOCAS) for tracking/accounting purposes. Currently the 412 TENG/ENI Instrumentation Division at Edwards AFB uses and manages the IMIS systems. It is hope that this can be expanded for use at other Air Force Test Center organizations. IMIS reduces the costs and shorten schedules for AFMC systems Program Office (SPO) acquisition efforts. IMIS is a server application currently being covered for C&A by the Edwards Enterprise Hosting Environment (EEHE).",AcquisitionSystem
acqsys008783,Integrated Database,Integrated Database,INTEGRATED DATABASE,"The function of this Integrated Database is to be a repository for program, project, and modification information. This information supports the Change Manangement and OSS&E Assurance and Airworthiness Certification Checklist processes. The OSS&E Checklists maintained in the database provide evidence of disciplined systemss engineering, documentation of SE decisions, and proof of SE due diligence. ESC, Tinker, and WR have access to look and edit these projects at any time. This investment is covered under C&A of C-E.N.GC.Wright-Patterson.hanscom. This systems does not meet the criteria for Internal Use Software (IUS) reporting.",AcquisitionSystem
acqsys007409,INTRALINK,INTRALINK,INTRALINK,"Collaborative Computer Aided Design, CAD supporting the acquisition of the Family of Medimum Tactical Vehicles, FMTV. Centralized data repository of CAD models and drawings for the FMTV. PURPOSE: This COTS, Contractor Off The Shelf software systems provides a central storage facility for CAD, Computer Aided Design data. The systems is used by the Product Manager, Medium Tactical Vehicles, their contractors to provide direction and receive recomendations concerning OEM, original Equipment Manrfacture and other engineering input for the purpose approving design changes. The systems also forms the basis configuration management of the FMTV, Family of Medium Tactical Vehicles fleet. The developer of this systems is the PTC software development contractor. USERS: The users of this systems include the Product Manager Tactical Vehicle staff; TACOM LCMC, Tank Automotive Life Cycle Management Command. The following contractors, BAE, and Finmeccanica (formerly DRS, ESSI, Radian) INPUTS: Engineering Computer Aided Design drawings are provided as Material Acquisition TDP, Technical Data Package drawins for use by the Pro-Engineer software package also procoded by the PTC software COTS, Contractor Off The Shelf software provider. OUTPUTS: Engineering drawings reflecting the manufacture of military trucks. BUSINESS PROCESS SUPPORTED: Material Acquisition, Configuration Management , Contract Execution, Budgeting, Engineering Changes. ENTERPRISE SOLUTIONS: This systems provides management information on a real time basis to both government and contractor users.",AcquisitionSystem
acqsys000610,IOL,IOL,INTERNATIONAL ON LINE,"IOL is a web-enabled database designed to aid in the writing, coordination, approval and signature of U.S. Army International Cooperative Research Development and Acquisition (ICRDA) Agreements. These Army ICRDA agreements include proposed and established Memorandums of Agreement, Project Agreements and Arrangements, Section 27 Loans, International Personnel Exchange Programs, Data or Information Exchange Agreements, and several other miscellaneous categories.",AcquisitionSystem
acqsys027858,IOL,IOL,INTERNATIONAL ONLINE,"International Online (IOL) is a web application that servers as the sole repository for the U.S. Army Cooperative Research and Development Agreements (CRADA) with foreign partners. The Deputy Assistant Secretary of the Army for Defense Exports and Cooperation (DASA DE&C) office negotiates with foreign partners on behalf of the individual Army labs, centers and Program Executive Offices (PEO) helping to ensure unity of effort and obtain cost and contractor work-share arrangements that are advantageous to both the Army and the domestic industrial base. These international agreements (Memorandums of Understanding (MOUs), Project Agreements (PAs), Loans, Defense Personnel Exchange Program (DPEP)-Foreign & DPEP-US, Information Exchange Program (IEP) Annex, etc.) along with costs/terms are recorded and updated within IOL. As such IOL facilitates collaboration between ASA(ALT) staff, Army Labs and other Army organizations on international Research and Development (R&D) efforts.",AcquisitionSystem
