srsID:ID,name,System Requirement Specification (SRS) Text,System Requirement Specification (SRS) Text Only,:LABEL
fii0030000,FII-03,FII-03 The system shall send a message to ieFACMAN describing the failure condition when the system cannot validate a PR received from ieFACMAN.,The system shall send a message to ieFACMAN describing the failure condition when the system cannot validate a PR received from ieFACMAN.,Requirement
fii0040000,FII-04,FII-04 The system shall route an incoming ieFACMAN PR based upon the identification data contained in the PR.,The system shall route an incoming ieFACMAN PR based upon the identification data contained in the PR.,Requirement
fii0050000,FII-05,FII-05 The system shall confirm that the PR Amendment has been received and validated by the system when the system receives a PR Amendment transmitted by ieFACMAN.,The system shall confirm that the PR Amendment has been received and validated by the system when the system receives a PR Amendment transmitted by ieFACMAN.,Requirement
fii0060000,FII-06,FII-06 The system shall send a message to ieFACMAN describing the failure condition when the system cannot validate a PR Amendment received from ieFACMAN.,The system shall send a message to ieFACMAN describing the failure condition when the system cannot validate a PR Amendment received from ieFACMAN.,Requirement
fii0070000,FII-07,FII-07 The system shall use defined transactions to interface with the ieFACMAN system.,The system shall use defined transactions to interface with the ieFACMAN system.,Requirement
fii0070100,FII-07.01,FII-07.01 The system shall have the capability to interface with the ieFACMAN system to perform the transaction Receive PR.,The system shall have the capability to interface with the ieFACMAN system to perform the transaction Receive PR.,Requirement
fii0070200,FII-07.02,FII-07.02 The system shall have the capability to interface with the ieFACMAN system to perform the transaction Send PR Acknowledgement.,The system shall have the capability to interface with the ieFACMAN system to perform the transaction Send PR Acknowledgement.,Requirement
fil0041000,FIL-04.10,FIL-04.10 [Removed],[Removed],Requirement
fil0041100,FIL-04.11,FIL-04.11 [Removed],[Removed],Requirement
fil0041200,FIL-04.12,FIL-04.12 [Removed],[Removed],Requirement
fil0041300,FIL-04.13,FIL-04.13 [Removed],[Removed],Requirement
fil0041400,FIL-04.14,FIL-04.14 [Removed],[Removed],Requirement
fil0041500,FIL-04.15,FIL-04.15 [Removed],[Removed],Requirement
fil0050000,FIL-05,FIL-05 [Removed],[Removed],Requirement
fil0060000,FIL-06,FIL-06 [Removed],[Removed],Requirement
fil0070000,FIL-07,FIL-07 [Removed],[Removed],Requirement
fin0010000,FIN-01,FIN-01 The system shall confirm that a PR has been received and validated from NAVY-ERP when it receives a PR transmitted by the NAVY-ERP.,The system shall confirm that a PR has been received and validated from NAVY-ERP when it receives a PR transmitted by the NAVY-ERP.,Requirement
fin0020000,FIN-02,FIN-02 The system shall send a message to the NAVY-ERP describing the failure condition when it cannot validate a PR received from the NAVY-ERP.,The system shall send a message to the NAVY-ERP describing the failure condition when it cannot validate a PR received from the NAVY-ERP.,Requirement
fin0030000,FIN-03,FIN-03 The system shall publish specific data elements when transmitting obligation change data to the NAVY-ERP.,The system shall publish specific data elements when transmitting obligation change data to the NAVY-ERP.,Requirement
fin0030100,FIN-03.01,FIN-03.01 The system shall publish the “from amount” when transmitting obligation change data to the NAVY-ERP.,The system shall publish the “from amount” when transmitting obligation change data to the NAVY-ERP.,Requirement
fin0030200,FIN-03.02,FIN-03.02 The system shall publish “to amount” when transmitting obligation change data to the NAVY-ERP.,The system shall publish “to amount” when transmitting obligation change data to the NAVY-ERP.,Requirement
fin0030300,FIN-03.03,FIN-03.03 The system shall publish “calculated difference” when transmitting obligation change data to the NAVY-ERP.,The system shall publish “calculated difference” when transmitting obligation change data to the NAVY-ERP.,Requirement
fin0040000,FIN-04,FIN-04 The system shall utilize multiple key identifiers when interfacing with the NAVY-ERP.,The system shall utilize multiple key identifiers when interfacing with the NAVY-ERP.,Requirement
fin0040100,FIN-04.01,FIN-04.01 The system shall utilize Purchase Request Number as a key identifier when interfacing with the NAVY-ERP.,The system shall utilize Purchase Request Number as a key identifier when interfacing with the NAVY-ERP.,Requirement
fin0040200,FIN-04.02,FIN-04.02 The system shall utilize DoDAAC of sending activity as a key identifier when interfacing with the NAVY-ERP.,The system shall utilize DoDAAC of sending activity as a key identifier when interfacing with the NAVY-ERP.,Requirement
fin0040300,FIN-04.03,FIN-04.03 The system shall utilize DoDAAC of receiving activity as a key identifier when interfacing with the NAVY-ERP.,The system shall utilize DoDAAC of receiving activity as a key identifier when interfacing with the NAVY-ERP.,Requirement
fin0040400,FIN-04.04,FIN-04.04 The system shall utilize Procurement Instrument Identification Number as a key identifier when interfacing with the NAVY-ERP.,The system shall utilize Procurement Instrument Identification Number as a key identifier when interfacing with the NAVY-ERP.,Requirement
fin0040500,FIN-04.05,"FIN-04.05 The system shall utilize Confirmation of Funds Certification including who, when, associated line item, line of accounting, and amount as a key identifier when interfacing with the NAVY-ERP.","The system shall utilize Confirmation of Funds Certification including who, when, associated line item, line of accounting, and amount as a key identifier when interfacing with the NAVY-ERP.",Requirement
fin0040600,FIN-04.06,"FIN-04.06 The system shall utilize Confirmation of Funds Obligation, including who, when, associated line item, line of accounting, and amount as a key identifier when interfacing with the NAVY-ERP.","The system shall utilize Confirmation of Funds Obligation, including who, when, associated line item, line of accounting, and amount as a key identifier when interfacing with the NAVY-ERP.",Requirement
fin0040700,FIN-04.07,"FIN-04.07 The system shall utilize Confirmation of Funds Commitment including who, when, associated line item, line of accounting, and amount as a key identifier when interfacing with the NAVY-ERP.","The system shall utilize Confirmation of Funds Commitment including who, when, associated line item, line of accounting, and amount as a key identifier when interfacing with the NAVY-ERP.",Requirement
fin0050000,FIN-05,FIN-05 The system shall use defined transactions to interface with the NAVY-ERP.,The system shall use defined transactions to interface with the NAVY-ERP.,Requirement
fin0050100,FIN-05.01,FIN-05.01 The system shall have the capability to interface with the NAVY-ERP system to perform the transaction Receive PR.,The system shall have the capability to interface with the NAVY-ERP system to perform the transaction Receive PR.,Requirement
fin0050200,FIN-05.02,FIN-05.02 The system shall have the capability to interface with the NAVY-ERP system to perform the transaction Send PR Acknowledgement.,The system shall have the capability to interface with the NAVY-ERP system to perform the transaction Send PR Acknowledgement.,Requirement
fin0050300,FIN-05.03,FIN-05.03 The system shall have the capability to interface with the NAVY-ERP to perform the transaction Send Funds Validation Request.,The system shall have the capability to interface with the NAVY-ERP to perform the transaction Send Funds Validation Request.,Requirement
fin0050400,FIN-05.04,FIN-05.04 The system shall have the capability to interface with the NAVY-ERP to perform the transaction Receive Funds Validation Status.,The system shall have the capability to interface with the NAVY-ERP to perform the transaction Receive Funds Validation Status.,Requirement
fin0050500,FIN-05.05,FIN-05.05 The system shall have the capability to interface with the NAVY-ERP to perform the transaction Send Obligation Request.,The system shall have the capability to interface with the NAVY-ERP to perform the transaction Send Obligation Request.,Requirement
fin0050600,FIN-05.06,FIN-05.06 The system shall have the capability to interface with the NAVY-ERP to perform the transaction Receive Obligation Request Acknowledgement.,The system shall have the capability to interface with the NAVY-ERP to perform the transaction Receive Obligation Request Acknowledgement.,Requirement
fin0060000,FIN-06,FIN-06 The system shall use a defined set of key data fields when interfacing with the NAVY-ERP.,The system shall use a defined set of key data fields when interfacing with the NAVY-ERP.,Requirement
fin0060100,FIN-06.01,FIN-06.01 The system shall use the PR instrument line item number as a key data field when interfacing with NAVY-ERP.,The system shall use the PR instrument line item number as a key data field when interfacing with NAVY-ERP.,Requirement
fin0060200,FIN-06.02,FIN-06.02 The system shall use the Award instrument line item number as a key data field when interfacing with NAVY-ERP.,The system shall use the Award instrument line item number as a key data field when interfacing with NAVY-ERP.,Requirement
fin0060300,FIN-06.03,FIN-06.03 The system shall use the Line of Accounting data as a key data field when interfacing with NAVY-ERP.,The system shall use the Line of Accounting data as a key data field when interfacing with NAVY-ERP.,Requirement
fin0060400,FIN-06.04,FIN-06.04 The system shall use the ACRN as a key data field when interfacing with NAVY-ERP.,The system shall use the ACRN as a key data field when interfacing with NAVY-ERP.,Requirement
fin0060500,FIN-06.05,FIN-06.05 The system shall use the line item pricing arrangement as a key data field when interfacing with NAVY-ERP.,The system shall use the line item pricing arrangement as a key data field when interfacing with NAVY-ERP.,Requirement
fin0060600,FIN-06.06,FIN-06.06 The system shall use the line item descriptive data as a key data field when interfacing with NAVY-ERP.,The system shall use the line item descriptive data as a key data field when interfacing with NAVY-ERP.,Requirement
fin0060700,FIN-06.07,FIN-06.07 The system shall use the line item delivery data as a key data field when interfacing with NAVY-ERP.,The system shall use the line item delivery data as a key data field when interfacing with NAVY-ERP.,Requirement
fin0060800,FIN-06.08,FIN-06.08 The system shall use the receipt data as a key data field when interfacing with NAVY-ERP.,The system shall use the receipt data as a key data field when interfacing with NAVY-ERP.,Requirement
fin0060900,FIN-06.09,FIN-06.09 The system shall use the acceptance data as a key data field when interfacing with NAVY-ERP.,The system shall use the acceptance data as a key data field when interfacing with NAVY-ERP.,Requirement
fin0061000,FIN-06.10,FIN-06.10 The system shall use the payment instructions as a key data field when interfacing with NAVY-ERP.,The system shall use the payment instructions as a key data field when interfacing with NAVY-ERP.,Requirement
fin0061100,FIN-06.11,FIN-06.11 The system shall use the disbursement data as a key data field when interfacing with NAVY-ERP.,The system shall use the disbursement data as a key data field when interfacing with NAVY-ERP.,Requirement
fin0061200,FIN-06.12,FIN-06.12 The system shall use the dates associated with each action as a key data field when interfacing with NAVY-ERP.,The system shall use the dates associated with each action as a key data field when interfacing with NAVY-ERP.,Requirement
fin0061300,FIN-06.13,FIN-06.13 The system shall use the user information associated with each action as a key data field when interfacing with NAVY-ERP.,The system shall use the user information associated with each action as a key data field when interfacing with NAVY-ERP.,Requirement
fin0061400,FIN-06.14,FIN-06.14 The system shall use the applicable data elements found in the DPAP PRDS and PDS as a key data field when interfacing with NAVY-ERP.,The system shall use the applicable data elements found in the DPAP PRDS and PDS as a key data field when interfacing with NAVY-ERP.,Requirement
fin0061500,FIN-06.15,"FIN-06.15 The system shall use the PIID, SPIID, Purchase Order data as a key data field when interfacing with NAVY-ERP.","The system shall use the PIID, SPIID, Purchase Order data as a key data field when interfacing with NAVY-ERP.",Requirement
fin0070000,FIN-07,FIN-07 The system shall receive an incoming Purchase Request (PR) from the NAVY-ERP electronically.,The system shall receive an incoming Purchase Request (PR) from the NAVY-ERP electronically.,Requirement
fin0080000,FIN-08,FIN-08 The system shall confirm that a PR amendment has been received and validated from NAVY-ERP when it receives a PR amendment transmitted by the NAVY-ERP.,The system shall confirm that a PR amendment has been received and validated from NAVY-ERP when it receives a PR amendment transmitted by the NAVY-ERP.,Requirement
fin0090000,FIN-09,FIN-09 The system shall send a message to the NAVY-ERP describing the failure condition when it cannot validate a PR amendment received from the NAVY-ERP.,The system shall send a message to the NAVY-ERP describing the failure condition when it cannot validate a PR amendment received from the NAVY-ERP.,Requirement
fin0100000,FIN-10,FIN-10 The system shall route an incoming NAVY-ERP Purchase Request (PR) based upon the identification data contained in the Purchase Request.,The system shall route an incoming NAVY-ERP Purchase Request (PR) based upon the identification data contained in the Purchase Request.,Requirement
fin0110000,FIN-11,FIN-11 The system shall automatically notify NAVY-ERP when an authorized user has accepted or rejected a Purchase Request originated by the NAVY-ERP.,The system shall automatically notify NAVY-ERP when an authorized user has accepted or rejected a Purchase Request originated by the NAVY-ERP.,Requirement
fin0120000,FIN-12,FIN-12 The system shall enable the user to validate funds availability in the NAVY-ERP by submitting a query to NAVY-ERP prior to finalization of an award instrument in a connected mode.,The system shall enable the user to validate funds availability in the NAVY-ERP by submitting a query to NAVY-ERP prior to finalization of an award instrument in a connected mode.,Requirement
fin0130000,FIN-13,FIN-13 The system shall transmit a record of the award data automatically to the NAVY-ERP when the award instrument is electronically signed.,The system shall transmit a record of the award data automatically to the NAVY-ERP when the award instrument is electronically signed.,Requirement
fin0140000,FIN-14,FIN-14 The system shall confirm that the award instrument transmitted to the NAVY-ERP has been received and validated by NAVY-ERP.,The system shall confirm that the award instrument transmitted to the NAVY-ERP has been received and validated by NAVY-ERP.,Requirement
fin0150000,FIN-15,FIN-15 The system shall have the capability to receive and route error/failure messages received from NAVY-ERP back to the originating user.,The system shall have the capability to receive and route error/failure messages received from NAVY-ERP back to the originating user.,Requirement
fip0010000,FIP-01,FIP-01 The system shall receive an incoming PR from PR Builder electronically.,The system shall receive an incoming PR from PR Builder electronically.,Requirement
fip0020000,FIP-02,FIP-02 The system shall confirm that the PR has been received and validated by the system when the system receives a PR transmitted by PR Builder.,The system shall confirm that the PR has been received and validated by the system when the system receives a PR transmitted by PR Builder.,Requirement
fip0030000,FIP-03,FIP-03 The system shall send a message to PR Builder describing the failure condition when the system cannot validate a PR received from PR Builder.,The system shall send a message to PR Builder describing the failure condition when the system cannot validate a PR received from PR Builder.,Requirement
fip0040000,FIP-04,FIP-04 The system shall route an incoming PR Builder PR based upon the identification data contained in the PR.,The system shall route an incoming PR Builder PR based upon the identification data contained in the PR.,Requirement
fip0050000,FIP-05,FIP-05 The system shall confirm that the PR Amendment has been received and validated by the system when the system receives a PR Amendment transmitted by PR Builder.,The system shall confirm that the PR Amendment has been received and validated by the system when the system receives a PR Amendment transmitted by PR Builder.,Requirement
fip0060000,FIP-06,FIP-06 The system shall send a message to PR Builder describing the failure condition when the system cannot validate a PR Amendment received from PR Builder.,The system shall send a message to PR Builder describing the failure condition when the system cannot validate a PR Amendment received from PR Builder.,Requirement
fip0070000,FIP-07,FIP-07 The system shall use defined transactions to interface with the PR Builder system.,The system shall use defined transactions to interface with the PR Builder system.,Requirement
fip0070100,FIP-07.01,FIP-07.01 The system shall have the capability to interface with the PR Builder system to perform the transaction Receive PR.,The system shall have the capability to interface with the PR Builder system to perform the transaction Receive PR.,Requirement
fip0070200,FIP-07.02,FIP-07.02 The system shall have the capability to interface with the PR Builder system to perform the transaction Send PR Acknowledgement.,The system shall have the capability to interface with the PR Builder system to perform the transaction Send PR Acknowledgement.,Requirement
fis0010000,FIS-01,FIS-01 The system shall receive an incoming PR from SYMIS MF COST electronically.,The system shall receive an incoming PR from SYMIS MF COST electronically.,Requirement
fis0020000,FIS-02,FIS-02 The system shall confirm that the PR has been received and validated by the system when the system receives a PR transmitted by SYMIS MF COST.,The system shall confirm that the PR has been received and validated by the system when the system receives a PR transmitted by SYMIS MF COST.,Requirement
fis0030000,FIS-03,FIS-03 The system shall send a message to SYMIS MF COST describing the failure condition when the system cannot validate a PR received from SYMIS MF COST.,The system shall send a message to SYMIS MF COST describing the failure condition when the system cannot validate a PR received from SYMIS MF COST.,Requirement
fis0040000,FIS-04,FIS-04 The system shall route an incoming SYMIS MF COST PR based upon the identification data contained in the PR.,The system shall route an incoming SYMIS MF COST PR based upon the identification data contained in the PR.,Requirement
fis0050000,FIS-05,FIS-05 The system shall confirm that the PR Amendment has been received and validated by the system when the system receives a PR Amendment transmitted by SYMIS MF COST.,The system shall confirm that the PR Amendment has been received and validated by the system when the system receives a PR Amendment transmitted by SYMIS MF COST.,Requirement
fis0060000,FIS-06,FIS-06 The system shall send a message to the SYMIS MF COST describing the failure condition when the system cannot validate a PR Amendment received from SYMIS MF COST.,The system shall send a message to the SYMIS MF COST describing the failure condition when the system cannot validate a PR Amendment received from SYMIS MF COST.,Requirement
fis0070000,FIS-07,FIS-07 The system shall use defined transactions to interface with the SYMIS MF COST system.,The system shall use defined transactions to interface with the SYMIS MF COST system.,Requirement
fis0070100,FIS-07.01,FIS-07.01 The system shall have the capability to interface with the SYMIS MF COST system to perform the transaction Receive PR.,The system shall have the capability to interface with the SYMIS MF COST system to perform the transaction Receive PR.,Requirement
fis0070200,FIS-07.02,FIS-07.02 The system shall have the capability to interface with the SYMIS MF COST system to perform the transaction Send PR Acknowledgement.,The system shall have the capability to interface with the SYMIS MF COST system to perform the transaction Send PR Acknowledgement.,Requirement
fiu0010000,FIU-01,FIU-01 The system shall publish specific data elements when transmitting obligation change data to the SABRS.,The system shall publish specific data elements when transmitting obligation change data to the SABRS.,Requirement
fiu0010100,FIU-01.01,FIU-01.01 The system shall publish the “from amount” when transmitting obligation change data to the SABRS.,The system shall publish the “from amount” when transmitting obligation change data to the SABRS.,Requirement
fiu0010200,FIU-01.02,FIU-01.02 The system shall publish “to amount” when transmitting obligation change data to the SABRS.,The system shall publish “to amount” when transmitting obligation change data to the SABRS.,Requirement
fiu0010300,FIU-01.03,FIU-01.03 The system shall publish “calculated difference” when transmitting obligation change data to the SABRS.,The system shall publish “calculated difference” when transmitting obligation change data to the SABRS.,Requirement
fiu0020000,FIU-02,FIU-02 The system shall utilize multiple key identifiers when interfacing with the SABRS.,The system shall utilize multiple key identifiers when interfacing with the SABRS.,Requirement
fiu0070000,FIU-07,FIU-07 The system shall use defined transactions to interface with the SABRS.,The system shall use defined transactions to interface with the SABRS.,Requirement
fiu0070100,FIU-07.01,FIU-07.01 The system shall have the capability to interface with the SABRS to perform the transaction Send Obligation Request.,The system shall have the capability to interface with the SABRS to perform the transaction Send Obligation Request.,Requirement
fiu0070200,FIU-07.02,FIU-07.02 The system shall have the capability to interface with the SABRS to perform the transaction Receive Obligation Request Acknowledgement.,The system shall have the capability to interface with the SABRS to perform the transaction Receive Obligation Request Acknowledgement.,Requirement
fiu0080000,FIU-08,FIU-08 The system shall use a defined set of key data fields when interfacing with the SABRS.,The system shall use a defined set of key data fields when interfacing with the SABRS.,Requirement
fiu0080100,FIU-08.01,FIU-08.01 The system shall use the PR instrument line item number as a key data field when interfacing with SABRS.,The system shall use the PR instrument line item number as a key data field when interfacing with SABRS.,Requirement
fiu0080200,FIU-08.02,FIU-08.02 The system shall use the Award instrument line item number as a key data field when interfacing with SABRS.,The system shall use the Award instrument line item number as a key data field when interfacing with SABRS.,Requirement
fiu0080300,FIU-08.03,FIU-08.03 The system shall use the Line of Accounting data as a key data field when interfacing with SABRS.,The system shall use the Line of Accounting data as a key data field when interfacing with SABRS.,Requirement
fiu0080400,FIU-08.04,FIU-08.04 The system shall use the ACRN as a key data field when interfacing with SABRS.,The system shall use the ACRN as a key data field when interfacing with SABRS.,Requirement
fiu0080500,FIU-08.05,FIU-08.05 The system shall use the line item pricing arrangement as a key data field when interfacing with SABRS.,The system shall use the line item pricing arrangement as a key data field when interfacing with SABRS.,Requirement
fiu0080600,FIU-08.06,FIU-08.06 The system shall use the line item descriptive data as a key data field when interfacing with SABRS.,The system shall use the line item descriptive data as a key data field when interfacing with SABRS.,Requirement
fiu0080700,FIU-08.07,FIU-08.07 The system shall use the line item delivery data as a key data field when interfacing with SABRS.,The system shall use the line item delivery data as a key data field when interfacing with SABRS.,Requirement
fiu0080800,FIU-08.08,FIU-08.08 The system shall use the receipt data as a key data field when interfacing with SABRS.,The system shall use the receipt data as a key data field when interfacing with SABRS.,Requirement
fiu0080900,FIU-08.09,FIU-08.09 The system shall use the acceptance data as a key data field when interfacing with SABRS.,The system shall use the acceptance data as a key data field when interfacing with SABRS.,Requirement
fiu0081000,FIU-08.10,FIU-08.10 The system shall use the payment instructions as a key data field when interfacing with SABRS.,The system shall use the payment instructions as a key data field when interfacing with SABRS.,Requirement
fiu0081100,FIU-08.11,FIU-08.11 The system shall use the disbursement data as a key data field when interfacing with SABRS.,The system shall use the disbursement data as a key data field when interfacing with SABRS.,Requirement
fiu0081200,FIU-08.12,FIU-08.12 The system shall use the dates associated with each action as a key data field when interfacing with SABRS.,The system shall use the dates associated with each action as a key data field when interfacing with SABRS.,Requirement
fiu0081300,FIU-08.13,FIU-08.13 The system shall use the user information associated with each action as a key data field when interfacing with SABRS.,The system shall use the user information associated with each action as a key data field when interfacing with SABRS.,Requirement
fiu0081400,FIU-08.14,FIU-08.14 The system shall use the applicable data elements found in the DPAP PRDS and PDS as a key data field when interfacing with SABRS.,The system shall use the applicable data elements found in the DPAP PRDS and PDS as a key data field when interfacing with SABRS.,Requirement
fiu0081500,FIU-08.15,"FIU-08.15 The system shall use the PIID, SPIID, Purchase Order data as a key data field when interfacing with SABRS.","The system shall use the PIID, SPIID, Purchase Order data as a key data field when interfacing with SABRS.",Requirement
fiu0090000,FIU-09,FIU-09 The system shall transmit a record of the award data automatically to SABRS when the award instrument is signed electronically.,The system shall transmit a record of the award data automatically to SABRS when the award instrument is signed electronically.,Requirement
fiu0100000,FIU-10,FIU-10 The system shall confirm that the award instrument transmitted to the SABRS has been received and validated by SABRS.,The system shall confirm that the award instrument transmitted to the SABRS has been received and validated by SABRS.,Requirement
fiu0110000,FIU-11,FIU-11 The system shall have the capability to receive and route error/failure messages received from SABRS back to the originating user.,The system shall have the capability to receive and route error/failure messages received from SABRS back to the originating user.,Requirement
fiu0120000,FIU-12,FIU-12 The system shall have the capability to interface with the SABRS to perform the transaction Send Funds Validation Request.,The system shall have the capability to interface with the SABRS to perform the transaction Send Funds Validation Request.,Requirement
fiu0130000,FIU-13,FIU-13 The system shall have the capability to interface with the SABRS to perform the transaction Receive Funds Validation Status.,The system shall have the capability to interface with the SABRS to perform the transaction Receive Funds Validation Status.,Requirement
fix0010000,FIX-01,FIX-01 The system shall receive an incoming PR from MATmf electronically.,The system shall receive an incoming PR from MATmf electronically.,Requirement
fix0020000,FIX-02,FIX-02 The system shall confirm that the PR has been received and validated by the system when the system receives a PR transmitted by MATmf.,The system shall confirm that the PR has been received and validated by the system when the system receives a PR transmitted by MATmf.,Requirement
fix0030000,FIX-03,FIX-03 The system shall send a message to MATmf describing the failure condition when the system cannot validate a PR received from MATmf.,The system shall send a message to MATmf describing the failure condition when the system cannot validate a PR received from MATmf.,Requirement
fix0040000,FIX-04,FIX-04 The system shall route an incoming MATmf PR based upon the identification data contained in the PR.,The system shall route an incoming MATmf PR based upon the identification data contained in the PR.,Requirement
fix0050000,FIX-05,FIX-05 The system shall confirm that the PR Amendment has been received and validated by the system when the system receives a PR Amendment transmitted by MATmf.,The system shall confirm that the PR Amendment has been received and validated by the system when the system receives a PR Amendment transmitted by MATmf.,Requirement
fix0060000,FIX-06,FIX-06 The system shall send a message to the MATmf describing the failure condition when the system cannot validate a PR Amendment received from MATmf.,The system shall send a message to the MATmf describing the failure condition when the system cannot validate a PR Amendment received from MATmf.,Requirement
fix0070000,FIX-07,FIX-07 The system shall use defined transactions to interface with the MATmf system.,The system shall use defined transactions to interface with the MATmf system.,Requirement
fix0070100,FIX-07.01,FIX-07.01 The system shall have the capability to interface with the MATmf system to perform the transaction Receive PR.,The system shall have the capability to interface with the MATmf system to perform the transaction Receive PR.,Requirement
fix0070200,FIX-07.02,FIX-07.02 The system shall have the capability to interface with the MATmf system to perform the transaction Send PR Acknowledgement.,The system shall have the capability to interface with the MATmf system to perform the transaction Send PR Acknowledgement.,Requirement
fiy0010000,FIY-01,FIY-01 The system shall interface with NEST to transmit Contract Award information.,The system shall interface with NEST to transmit Contract Award information.,Requirement
fiy0020000,FIY-02,FIY-02 The system shall interface with NEST to provide notification of invoice submission status.,The system shall interface with NEST to provide notification of invoice submission status.,Requirement
fiy0030000,FIY-03,FIY-03 The system shall provide the capability to retrieve data from NEST for use in Business Intelligence.,The system shall provide the capability to retrieve data from NEST for use in Business Intelligence.,Requirement
fiy0040000,FIY-04,FIY-04 The system shall receive an incoming PR from NEST electronically.,The system shall receive an incoming PR from NEST electronically.,Requirement
fiy0050000,FIY-05,FIY-05 The system shall confirm that the PR has been received and validated by the system when the system receives a PR transmitted by NEST.,The system shall confirm that the PR has been received and validated by the system when the system receives a PR transmitted by NEST.,Requirement
fiy0060000,FIY-06,FIY-06 The system shall send a message to NEST describing the failure condition when the system cannot validate a PR received from NEST.,The system shall send a message to NEST describing the failure condition when the system cannot validate a PR received from NEST.,Requirement
fiy0070000,FIY-07,FIY-07 The system shall route an incoming NEST PR based upon the identification data contained in the PR.,The system shall route an incoming NEST PR based upon the identification data contained in the PR.,Requirement
fiy0080000,FIY-08,FIY-08 The system shall confirm that the PR Amendment has been received and validated by the system when the system receives a PR Amendment transmitted by NEST.,The system shall confirm that the PR Amendment has been received and validated by the system when the system receives a PR Amendment transmitted by NEST.,Requirement
fiy0090000,FIY-09,FIY-09 The system shall send a message to NEST describing the failure condition when the system cannot validate a PR Amendment received from NEST.,The system shall send a message to NEST describing the failure condition when the system cannot validate a PR Amendment received from NEST.,Requirement
fiy0100000,FIY-10,FIY-10 The system shall use defined transactions to interface with the NEST system.,The system shall use defined transactions to interface with the NEST system.,Requirement
fiy0100100,FIY-10.01,FIY-10.01 The system shall have the capability to interface with the NEST system to perform the transaction Receive PR.,The system shall have the capability to interface with the NEST system to perform the transaction Receive PR.,Requirement
fiy0100200,FIY-10.02,FIY-10.02 The system shall have the capability to interface with the NEST system to perform the transaction Send PR Acknowledgement.,The system shall have the capability to interface with the NEST system to perform the transaction Send PR Acknowledgement.,Requirement
fiz0010000,FIZ-01,FIZ-01 The system shall publish specific data elements when transmitting obligation change data to the GFEBS.,The system shall publish specific data elements when transmitting obligation change data to the GFEBS.,Requirement
fiz0010100,FIZ-01.01,FIZ-01.01 The system shall publish the “from amount” when transmitting obligation change data to the GFEBS.,The system shall publish the “from amount” when transmitting obligation change data to the GFEBS.,Requirement
fiz0010200,FIZ-01.02,FIZ-01.02 The system shall publish “to amount” when transmitting obligation change data to the GFEBS.,The system shall publish “to amount” when transmitting obligation change data to the GFEBS.,Requirement
fiz0010300,FIZ-01.03,FIZ-01.03 The system shall publish “calculated difference” when transmitting obligation change data to the GFEBS.,The system shall publish “calculated difference” when transmitting obligation change data to the GFEBS.,Requirement
fiz0020000,FIZ-02,FIZ-02 The system shall utilize multiple key identifiers when interfacing with the GFEBS.,The system shall utilize multiple key identifiers when interfacing with the GFEBS.,Requirement
fiz0020100,FIZ-02.01,FIZ-02.01 The system shall utilize Purchase Request Number as a key identifier when interfacing with the GFEBS.,The system shall utilize Purchase Request Number as a key identifier when interfacing with the GFEBS.,Requirement
fiz0020200,FIZ-02.02,FIZ-02.02 The system shall utilize DoDAAC of sending activity as a key identifier when interfacing with the GFEBS.,The system shall utilize DoDAAC of sending activity as a key identifier when interfacing with the GFEBS.,Requirement
fiz0020300,FIZ-02.03,FIZ-02.03 The system shall utilize DoDAAC of receiving activity as a key identifier when interfacing with the GFEBS.,The system shall utilize DoDAAC of receiving activity as a key identifier when interfacing with the GFEBS.,Requirement
fiz0030000,FIZ-03,FIZ-03 The system shall utilize Procurement Instrument Identification Number as a key identifier when interfacing with the GFEBS.,The system shall utilize Procurement Instrument Identification Number as a key identifier when interfacing with the GFEBS.,Requirement
fiz0040000,FIZ-04,"FIZ-04 The system shall utilize Confirmation of Funds Certification including who, when, associated line item, line of accounting, and amount as a key identifier when interfacing with the GFEBS.","The system shall utilize Confirmation of Funds Certification including who, when, associated line item, line of accounting, and amount as a key identifier when interfacing with the GFEBS.",Requirement
fiz0050000,FIZ-05,"FIZ-05 The system shall utilize Confirmation of Funds Obligation, including who, when, associated line item, line of accounting, and amount as a key identifier when interfacing with the GFEBS.","The system shall utilize Confirmation of Funds Obligation, including who, when, associated line item, line of accounting, and amount as a key identifier when interfacing with the GFEBS.",Requirement
fiz0060000,FIZ-06,"FIZ-06 The system shall utilize Confirmation of Funds Commitment including who, when, associated line item, line of accounting, and amount as a key identifier when interfacing with the GFEBS.","The system shall utilize Confirmation of Funds Commitment including who, when, associated line item, line of accounting, and amount as a key identifier when interfacing with the GFEBS.",Requirement
fiz0070000,FIZ-07,FIZ-07 The system shall use defined transactions to interface with the GFEBS.,The system shall use defined transactions to interface with the GFEBS.,Requirement
fiz0070100,FIZ-07.01,FIZ-07.01 The system shall have the capability to interface with the GFEBS to perform the transaction Send Obligation Request.,The system shall have the capability to interface with the GFEBS to perform the transaction Send Obligation Request.,Requirement
fiz0070200,FIZ-07.02,FIZ-07.02 The system shall have the capability to interface with the GFEBS to perform the transaction Receive Obligation Request Acknowledgement.,The system shall have the capability to interface with the GFEBS to perform the transaction Receive Obligation Request Acknowledgement.,Requirement
fiz0080000,FIZ-08,FIZ-08 The system shall use a defined set of key data fields when interfacing with the GFEBS.,The system shall use a defined set of key data fields when interfacing with the GFEBS.,Requirement
