projectID:ID,name,PIID,NAICSCode,NAICSDescription,ProductorServiceCode,ProductorServiceDescription,PrincipalPlaceofPerformanceCityName,PrincipalPlaceofPerformanceStateCode,PlaceofPerformanceZipCode,Sum of DollarsObligated,:LABEL
pn6523618d1005n6523621f00280,NAVAL INFORMATION WARFARE SYSTEMS ENGINEERING SERVICES,N6523621F0028,541330,ENGINEERING SERVICES,R425,SUPPORT- PROFESSIONAL: ENGINEERING/TECHNICAL,NORTH CHARLESTON,SC,294199022,1191605.44,Contract
pn6523618d3003n6523621f30000,NIWC ATLANTIC RADIO AND TELEVISION BROADCASTING AND WIRELESS COMMUNICATIONS EQUIPMENT MANUFACTURING,N6523621F3000,334220,RADIO AND TELEVISION BROADCASTING AND WIRELESS COMMUNICATIONS EQUIPMENT MANUFACTURING,R499,SUPPORT- PROFESSIONAL: OTHER,NORTH CHARLESTON,SC,294199022,186314.15,Contract
pn6523618d8014n6523621f01240,NAVAL INFORMATION WARFARE SYSTEMS ALL OTHER MISCELLANEOUS ELECTRICAL EQUIPMENT AND COMPONENT MANUFACTURING,N6523621F0124,335999,ALL OTHER MISCELLANEOUS ELECTRICAL EQUIPMENT AND COMPONENT MANUFACTURING,5999,MISCELLANEOUS ELECTRICAL AND ELECTRONIC COMPONENTS,NORTH CHARLESTON,SC,294199022,3094606.16,Contract
pn6523620d8003n6523621f00760,NIWC ATLANTIC ENGINEERING SERVICES,N6523621F0076,541330,ENGINEERING SERVICES,7.00E+20,"IT AND TELECOM - END USER: HELP DESK; TIER1-2, WORKSPACE, PRINT, PRODUCTIVITY TOOLS (LABOR)",NORTH CHARLESTON,SC,294199022,1134215.03,Contract
pn6523620d8011n6523621f00100,NAVAL INFORMATION WARFARE SYSTEMS ENGINEERING SERVICES,N6523621F0010,541330,ENGINEERING SERVICES,L058,"TECHNICAL REPRESENTATIVE- COMMUNICATION, DETECTION, AND COHERENT RADIATION EQUIPMENT",NORTH CHARLESTON,SC,294199022,455013.29,Contract
pn6600118a0008n6523621f00670,DFAS COLUMBUS M67443 OTHER COMPUTER RELATED SERVICES,N6523621F0067,541519,OTHER COMPUTER RELATED SERVICES,7A21,IT AND TELECOM - BUSINESS APPLICATION SOFTWARE (PERPETUAL LICENSE SOFTWARE),NORTH CHARLESTON,SC,294199022,417366.16,Contract
pnng15sc71bn6523621f00610,DFAS COLUMBUS M67443 OTHER COMPUTER RELATED SERVICES,N6523621F0061,541519,OTHER COMPUTER RELATED SERVICES,7A21,IT AND TELECOM - BUSINESS APPLICATION SOFTWARE (PERPETUAL LICENSE SOFTWARE),NORTH CHARLESTON,SC,294199022,587141.45,Contract
pnng15sd11bn6523621f00810,NIWC ATLANTIC CHASN NAVY ERP OTHER COMPUTER RELATED SERVICES,N6523621F0081,541519,OTHER COMPUTER RELATED SERVICES,7A21,IT AND TELECOM - BUSINESS APPLICATION SOFTWARE (PERPETUAL LICENSE SOFTWARE),NORTH CHARLESTON,SC,294199022,113857.12,Contract
pnng15sd60bn6523621f00490,NIWC ATLANTIC CHASN NAVY ERP OTHER COMPUTER RELATED SERVICES,N6523621F0049,541519,OTHER COMPUTER RELATED SERVICES,8145,SPECIALIZED SHIPPING AND STORAGE CONTAINERS,NORTH CHARLESTON,SC,294199022,641314.24,Contract
pnng15sd66bn6523621f00080,NAVAL INFORMATION WARFARE SYSTEMS OTHER COMPUTER RELATED SERVICES,N6523621F0008,541519,OTHER COMPUTER RELATED SERVICES,5810,COMMUNICATIONS SECURITY EQUIPMENT AND COMPONENTS,NORTH CHARLESTON,SC,294199022,3246857.99,Contract
pspmym221p04270,PUGET SOUND NAVAL SHIPYARD IMF ADHESIVE MANUFACTURING,SPMYM221P0427,325520,ADHESIVE MANUFACTURING,8030,PRESERVATIVE AND SEALING COMPOUNDS,NORTH CHESTERFIELD,VA,232372264,7920,Contract
pn0018916gz014n0622a21f00120,NAVAL MEDICAL FORCES SUPPORT CMD ADMINISTRATION OF EDUCATION PROGRAMS,N0622A21F0012,923110,ADMINISTRATION OF EDUCATION PROGRAMS,U005,EDUCATION/TRAINING- TUITION/REGISTRATION/MEMBERSHIP FEES,NORTH CHICAGO,IL,600643037,52265.96,Contract
pn0038317gn001n0038321fn0000,NAVSUP WEAPON SYSTEMS SUPPORT OTHER AIRCRAFT PARTS AND AUXILIARY EQUIPMENT MANUFACTURING,N0038321FN000,336413,OTHER AIRCRAFT PARTS AND AUXILIARY EQUIPMENT MANUFACTURING,1560,AIRFRAME STRUCTURAL COMPONENTS,NORTH HILLS,CA,913433728,400316,Contract
pn0038321pp0110,NAVSUP WEAPON SYSTEMS SUPPORT OTHER ELECTRONIC COMPONENT MANUFACTURING,N0038321PP011,334419,OTHER ELECTRONIC COMPONENT MANUFACTURING,5120,"HAND TOOLS, NONEDGED, NONPOWERED",NORTH KINGSTOWN,RI,28522030,67128,Contract
pn6449821p50670,NSWC PHILADELPHIA DIV OTHER SCIENTIFIC AND TECHNICAL CONSULTING SERVICES,N6449821P5067,541690,OTHER SCIENTIFIC AND TECHNICAL CONSULTING SERVICES,J020,MAINT/REPAIR/REBUILD OF EQUIPMENT- SHIP AND MARINE EQUIPMENT,NORTH KINGSTOWN,RI,28527441,55342.76,Contract
psprpa121pw0050,NAVSUP WEAPON SYSTEMS SUPPORT INSTRUMENT MANUFACTURING FOR MEASURING AND TESTING ELECTRICITY AND ELECTRICAL SIGNALS,SPRPA121PW005,334515,INSTRUMENT MANUFACTURING FOR MEASURING AND TESTING ELECTRICITY AND ELECTRICAL SIGNALS,7010,INFORMATION TECHNOLOGY EQUIPMENT SYSTEM CONFIGURATION,NORTH KINGSTOWN,RI,28527441,150600,Contract
pn0010421pca070,NAVSUP WEAPON SYSTEMS SUPPORT MECH CURRENT-CARRYING WIRING DEVICE MANUFACTURING,N0010421PCA07,335931,CURRENT-CARRYING WIRING DEVICE MANUFACTURING,6130,"CONVERTERS, ELECTRICAL, NONROTATING",NORTH MANKATO,MN,560031525,62278.6,Contract
pn0010421pca570,NAVSUP WEAPON SYSTEMS SUPPORT MECH ELECTRONIC CONNECTOR MANUFACTURING,N0010421PCA57,334417,ELECTRONIC CONNECTOR MANUFACTURING,5999,MISCELLANEOUS ELECTRICAL AND ELECTRONIC COMPONENTS,NORTH MANKATO,MN,560031525,177822,Contract
pn0016415dgp99n0016421fg0080,STRATEGIC SYSTEMS PROGRAMS INSTRUMENT MANUFACTURING FOR MEASURING AND TESTING ELECTRICITY AND ELECTRICAL SIGNALS,N0016421FG008,334515,INSTRUMENT MANUFACTURING FOR MEASURING AND TESTING ELECTRICITY AND ELECTRICAL SIGNALS,5998,"ELECTRICAL AND ELECTRONIC ASSEMBLIES, BOARDS, CARDS, AND ASSOCIATED HARDWARE",NORTH READING,MA,18641321,101524,Contract
psprpa121cw0110,NAVSUP WEAPON SYSTEMS SUPPORT MOTOR VEHICLE ELECTRICAL AND ELECTRONIC EQUIPMENT MANUFACTURING,SPRPA121CW011,336320,MOTOR VEHICLE ELECTRICAL AND ELECTRONIC EQUIPMENT MANUFACTURING,8145,SPECIALIZED SHIPPING AND STORAGE CONTAINERS,NORTH SALT LAKE,UT,840542734,65558.51,Contract
pn0016721p00200,NSWC CARDEROCK COMPUTER STORAGE DEVICE MANUFACTURING,N0016721P0020,334112,COMPUTER STORAGE DEVICE MANUFACTURING,7B22,IT AND TELECOM - COMPUTE: SERVERS (HARDWARE AND PERPETUAL LICENSE SOFTWARE),NORTH SIOUX CITY,SD,570493155,61526.82,Contract
pn0017821p66510,NSWC DAHLGREN AUDIO AND VIDEO EQUIPMENT MANUFACTURING,N0017821P6651,334310,AUDIO AND VIDEO EQUIPMENT MANUFACTURING,7F20,IT AND TELECOM - IT MANAGEMENT TOOLS/PRODUCTS (HARDWARE AND PERPETUAL LICENSE SOFTWARE),NORTH SIOUX CITY,SD,570493155,15461.93,Contract
pn6600121p60450,NAVAL INFORMATION WARFARE SYSTEMS COMMUNICATION EQUIPMENT REPAIR AND MAINTENANCE,N6600121P6045,811213,COMMUNICATION EQUIPMENT REPAIR AND MAINTENANCE,R616,SUPPORT - ADMINISTRATIVE: PHYSICAL RECORDS MANAGEMENT SERVICES,NORTH SIOUX CITY,SD,570495011,89920.97,Contract
pn6833521d0004n6833521f00610,NAVAIR WARFARE CTR AIRCRAFT DIV ELECTRONIC COMPUTER MANUFACTURING,N6833521F0061,334111,ELECTRONIC COMPUTER MANUFACTURING,7C20,IT AND TELECOM - DATA CENTER PRODUCTS (HARDWARE AND PERPETUAL LICENSE SOFTWARE),NORTH SIOUX CITY,SD,570493155,372645.17,Contract
pn6833521d0004n6833521f00890,NAVAIR WARFARE CTR AIRCRAFT DIV ELECTRONIC COMPUTER MANUFACTURING,N6833521F0089,334111,ELECTRONIC COMPUTER MANUFACTURING,7C20,IT AND TELECOM - DATA CENTER PRODUCTS (HARDWARE AND PERPETUAL LICENSE SOFTWARE),NORTH SIOUX CITY,SD,570493155,235888.57,Contract
pn6833521d0004n6833521f00980,NAVAIR WARFARE CTR AIRCRAFT DIV ELECTRONIC COMPUTER MANUFACTURING,N6833521F0098,334111,ELECTRONIC COMPUTER MANUFACTURING,7C20,IT AND TELECOM - DATA CENTER PRODUCTS (HARDWARE AND PERPETUAL LICENSE SOFTWARE),NORTH SIOUX CITY,SD,570493155,2541.67,Contract
pnng15sc20bm6700121f10140,COMMANDING OFFICER ELECTRONIC COMPUTER MANUFACTURING,M6700121F1014,334111,ELECTRONIC COMPUTER MANUFACTURING,5810,COMMUNICATIONS SECURITY EQUIPMENT AND COMPONENTS,NORTH SIOUX CITY,SD,570493155,20965.36,Contract
pnng15sc20bn0017821fs6020,NSWC DAHLGREN ELECTRONIC COMPUTER MANUFACTURING,N0017821FS602,334111,ELECTRONIC COMPUTER MANUFACTURING,7C20,IT AND TELECOM - DATA CENTER PRODUCTS (HARDWARE AND PERPETUAL LICENSE SOFTWARE),NORTH SIOUX CITY,SD,570493155,115554.14,Contract
pnng15sc20bn0017821fs6040,NAVSEA HQ ELECTRONIC COMPUTER MANUFACTURING,N0017821FS604,334111,ELECTRONIC COMPUTER MANUFACTURING,7.00E+21,IT AND TELECOM - MOBILE DEVICE PRODUCTS (HARDWARE AND PERPETUAL LICENSE SOFTWARE),NORTH SIOUX CITY,SD,570493155,19398.05,Contract
pnng15sc20bn6833521f00650,NAVAIR WARFARE CTR AIRCRAFT DIV ELECTRONIC COMPUTER MANUFACTURING,N6833521F0065,334111,ELECTRONIC COMPUTER MANUFACTURING,7B22,IT AND TELECOM - COMPUTE: SERVERS (HARDWARE AND PERPETUAL LICENSE SOFTWARE),NORTH SIOUX CITY,SD,570493155,381637.8,Contract
pnng15sc89bn6893621f00400,NAVAL AIR WARFARE CENTER OTHER COMPUTER RELATED SERVICES,N6893621F0040,541519,OTHER COMPUTER RELATED SERVICES,7021,"INFORMATION TECHNOLOGY CENTRAL PROCESSING UNIT (CPU, COMPUTER, DIGITAL)",NORTH SIOUX CITY,SD,570493155,85934.8,Contract
pnng15sc89bn6893621f01090,NAVAL AIR WARFARE CENTER OTHER COMPUTER RELATED SERVICES,N6893621F0109,541519,OTHER COMPUTER RELATED SERVICES,7C20,IT AND TELECOM - DATA CENTER PRODUCTS (HARDWARE AND PERPETUAL LICENSE SOFTWARE),NORTH SIOUX CITY,SD,570493155,139411.58,Contract
pn0010421pba200,"NAVSUP WEAPON SYSTEMS SUPPORT MECH GASKET, PACKING, AND SEALING DEVICE MANUFACTURING",N0010421PBA20,339991,"GASKET, PACKING, AND SEALING DEVICE MANUFACTURING",5330,PACKING AND GASKET MATERIALS,NORTH TONAWANDA,NY,141203210,780,Contract
pn0010421pna500,"NAVSUP WEAPON SYSTEMS SUPPORT MECH MEASURING, DISPENSING, AND OTHER PUMPING EQUIPMENT MANUFACTURING",N0010421PNA50,333914,"MEASURING, DISPENSING, AND OTHER PUMPING EQUIPMENT MANUFACTURING",4930,LUBRICATION AND FUEL DISPENSING EQUIPMENT,NORTH TONAWANDA,NY,141203210,180000,Contract
pspmym221p01730,NAVIMFAC PACNORWEST TOTALIZING FLUID METER AND COUNTING DEVICE MANUFACTURING,SPMYM221P0173,334514,TOTALIZING FLUID METER AND COUNTING DEVICE MANUFACTURING,6680,"LIQUID AND GAS FLOW, LIQUID LEVEL, AND MECHANICAL MOTION MEASURING INSTRUMENTS",NORTH TONAWANDA,NY,141201209,2650,Contract
psprmm121pya350,NAVSUP WEAPON SYSTEMS SUPPORT MECH FLUID POWER PUMP AND MOTOR MANUFACTURING,SPRMM121PYA35,333996,FLUID POWER PUMP AND MOTOR MANUFACTURING,4320,POWER AND HAND PUMPS,NORTH TONAWANDA,NY,141203298,45825,Contract
pn0010417gau01n0010421fau000,NAVSUP WEAPON SYSTEMS SUPPORT MECH ALL OTHER MISCELLANEOUS ELECTRICAL EQUIPMENT AND COMPONENT MANUFACTURING,N0010421FAU00,335999,ALL OTHER MISCELLANEOUS ELECTRICAL EQUIPMENT AND COMPONENT MANUFACTURING,1240,OPTICAL SIGHTING AND RANGING EQUIPMENT,NORTHAMPTON,MA,10603635,12500,Contract
pn0010417gau01n0010421fau010,NAVSUP WEAPON SYSTEMS SUPPORT MECH ALL OTHER MISCELLANEOUS ELECTRICAL EQUIPMENT AND COMPONENT MANUFACTURING,N0010421FAU01,335999,ALL OTHER MISCELLANEOUS ELECTRICAL EQUIPMENT AND COMPONENT MANUFACTURING,6110,ELECTRICAL CONTROL EQUIPMENT,NORTHAMPTON,MA,10603635,142984,Contract
pn0010417gau01n0010421fau030,NAVSUP WEAPON SYSTEMS SUPPORT MECH ALL OTHER MISCELLANEOUS ELECTRICAL EQUIPMENT AND COMPONENT MANUFACTURING,N0010421FAU03,335999,ALL OTHER MISCELLANEOUS ELECTRICAL EQUIPMENT AND COMPONENT MANUFACTURING,6105,"MOTORS, ELECTRICAL",NORTHAMPTON,MA,10603635,1519226,Contract
pn6660419dg900n6660421fg9180,NUWC DIV NEWPORT OPTICAL INSTRUMENT AND LENS MANUFACTURING,N6660421FG918,333314,OPTICAL INSTRUMENT AND LENS MANUFACTURING,1240,OPTICAL SIGHTING AND RANGING EQUIPMENT,NORTHAMPTON,MA,10603635,2099978,Contract
pn6660419dg900n6660421fg9190,NUWC DIV NEWPORT OPTICAL INSTRUMENT AND LENS MANUFACTURING,N6660421FG919,333314,OPTICAL INSTRUMENT AND LENS MANUFACTURING,5315,"NAILS, MACHINE KEYS, AND PINS",NORTHAMPTON,MA,10603635,160174.65,Contract
pn6660419dg900n6660421fg9200,NUWC DIV NEWPORT OPTICAL INSTRUMENT AND LENS MANUFACTURING,N6660421FG920,333314,OPTICAL INSTRUMENT AND LENS MANUFACTURING,2040,MARINE HARDWARE AND HULL ITEMS,NORTHAMPTON,MA,10603653,506412,Contract
pn0010421pbk020,NAVSUP WEAPON SYSTEMS SUPPORT MECH SWITCHGEAR AND SWITCHBOARD APPARATUS MANUFACTURING,N0010421PBK02,335313,SWITCHGEAR AND SWITCHBOARD APPARATUS MANUFACTURING,6110,ELECTRICAL CONTROL EQUIPMENT,NORTHFIELD,IL,600933311,3232.8,Contract
pn0018918gz033n6872821f00010,"NAVAL SERVICE TRAINING COMMAND COLLEGES, UNIVERSITIES, AND PROFESSIONAL SCHOOLS",N6872821F0001,611310,"COLLEGES, UNIVERSITIES, AND PROFESSIONAL SCHOOLS",U005,EDUCATION/TRAINING- TUITION/REGISTRATION/MEMBERSHIP FEES,NORTHFIELD,VT,56631097,1528569,Contract
pn0001917g0011n0001921f00590,NAVAL AIR SYSTEMS COMMAND ENGINEERING SERVICES,N0001921F0059,541330,ENGINEERING SERVICES,1410,GUIDED MISSILES,NORTHRIDGE,CA,913242410,6751237,Contract
pn0038319gbw01n0038321f0bw10,NAVSUP WEAPON SYSTEMS SUPPORT RADIO AND TELEVISION BROADCASTING AND WIRELESS COMMUNICATIONS EQUIPMENT MANUFACTURING,N0038321F0BW1,334220,RADIO AND TELEVISION BROADCASTING AND WIRELESS COMMUNICATIONS EQUIPMENT MANUFACTURING,5865,"ELECTRONIC COUNTERMEASURES, COUNTER-COUNTERMEASURES AND QUICK REACTION CAPABILITY EQUIPMENT",NORTHRIDGE,CA,913242400,13047,Contract
pn6833521c01180,"NAVAL AIR WARFARE CENTER AIR DIV RESEARCH AND DEVELOPMENT IN THE PHYSICAL, ENGINEERING, AND LIFE SCIENCES (EXCEPT NANOTECHNOLOGY AND BIOTECHNOLOGY)",N6833521C0118,541715,"RESEARCH AND DEVELOPMENT IN THE PHYSICAL, ENGINEERING, AND LIFE SCIENCES (EXCEPT NANOTECHNOLOGY AND BIOTECHNOLOGY)",AC12,NATIONAL DEFENSE R&D SERVICES; DEPARTMENT OF DEFENSE - MILITARY; APPLIED RESEARCH,NORTHRIDGE,CA,913242508,400000,Contract
pn0010421pbc650,NAVSUP WEAPON SYSTEMS SUPPORT MECH HARDWARE MANUFACTURING,N0010421PBC65,332510,HARDWARE MANUFACTURING,5340,"HARDWARE, COMMERCIAL",NORTHVALE,NJ,76472308,4424.4,Contract
pn0010421pbh900,NAVSUP WEAPON SYSTEMS SUPPORT MECH INSTRUMENT MANUFACTURING FOR MEASURING AND TESTING ELECTRICITY AND ELECTRICAL SIGNALS,N0010421PBH90,334515,INSTRUMENT MANUFACTURING FOR MEASURING AND TESTING ELECTRICITY AND ELECTRICAL SIGNALS,6695,COMBINATION AND MISCELLANEOUS INSTRUMENTS,NORWALK,CT,68541696,3521.64,Contract
pn0017421p00060,NSWC INDIAN HEAD DIVISION PROFESSIONAL AND MANAGEMENT DEVELOPMENT TRAINING,N0017421P0006,611430,PROFESSIONAL AND MANAGEMENT DEVELOPMENT TRAINING,U013,EDUCATION/TRAINING- COMBAT,NORWALK,CT,68514707,67200,Contract
pspmym221p01060,PUGET SOUND NAVAL SHIPYARD IMF OTHER METAL VALVE AND PIPE FITTING MANUFACTURING,SPMYM221P0106,332919,OTHER METAL VALVE AND PIPE FITTING MANUFACTURING,4730,"HOSE, PIPE, TUBE, LUBRICATION, AND RAILING FITTINGS",NORWALK,CT,68543147,1670,Contract
pspmym221p03880,PUGET SOUND NAVAL SHIPYARD IMF OTHER METAL VALVE AND PIPE FITTING MANUFACTURING,SPMYM221P0388,332919,OTHER METAL VALVE AND PIPE FITTING MANUFACTURING,4730,"HOSE, PIPE, TUBE, LUBRICATION, AND RAILING FITTINGS",NORWALK,CT,68545026,7349,Contract
pgs06f0032kn6227121f01280,NAVAL POSTGRADUATE SCHOOL HARDWARE STORES,N6227121F0128,444130,HARDWARE STORES,7350,TABLEWARE,NORWELL,MA,20611625,17435.17,Contract
pn0025321p00350,NAVAL UNDERSEA WARFARE CENTER OTHER ELECTRONIC AND PRECISION EQUIPMENT REPAIR AND MAINTENANCE,N0025321P0035,811219,OTHER ELECTRONIC AND PRECISION EQUIPMENT REPAIR AND MAINTENANCE,J066,MAINT/REPAIR/REBUILD OF EQUIPMENT- INSTRUMENTS AND LABORATORY EQUIPMENT,NORWOOD,MA,20622643,3160,Contract
pn0025921p00020,NAVY MEDICINE WEST ANALYTICAL LABORATORY INSTRUMENT MANUFACTURING,N0025921P0002,334516,ANALYTICAL LABORATORY INSTRUMENT MANUFACTURING,Q301,MEDICAL- LABORATORY TESTING,NORWOOD,MA,20624633,0,Contract
pn6600121p60670,NAVAL AIR SYSTEMS COMMAND BARE PRINTED CIRCUIT BOARD MANUFACTURING,N6600121P6067,334412,BARE PRINTED CIRCUIT BOARD MANUFACTURING,5998,"ELECTRICAL AND ELECTRONIC ASSEMBLIES, BOARDS, CARDS, AND ASSOCIATED HARDWARE",NORWOOD,MA,20625234,26330,Contract
pspmym221p04370,NAVIMFAC PACNORWEST OTHER MEASURING AND CONTROLLING DEVICE MANUFACTURING,SPMYM221P0437,334519,OTHER MEASURING AND CONTROLLING DEVICE MANUFACTURING,6635,PHYSICAL PROPERTIES TESTING AND INSPECTION,NORWOOD,MA,20625246,16833,Contract
p140d8021d00010,NAVSEA HQ OTHER NONSCHEDULED AIR TRANSPORTATION,140D8021D0001,481219,OTHER NONSCHEDULED AIR TRANSPORTATION,V121,TRANSPORTATION/TRAVEL/RELOCATION- TRANSPORTATION: AIR CHARTER,Not Identified,Not Identified,Not Identified,0,Contract
p19ga1021p01400,MARINE CORPS LIAISON OFFICER V(A)I TRANSPORTATION EQUIPMENT AND SUPPLIES (EXCEPT MOTOR VEHICLE) MERCHANT WHOLESALERS,19GA1021P0140,423860,TRANSPORTATION EQUIPMENT AND SUPPLIES (EXCEPT MOTOR VEHICLE) MERCHANT WHOLESALERS,8145,SPECIALIZED SHIPPING AND STORAGE CONTAINERS,Not Identified,Not Identified,Not Identified,11175,Contract
p19t04021p00010,COMMANDING OFFICER FREIGHT TRANSPORTATION ARRANGEMENT,19T04021P0001,488510,FREIGHT TRANSPORTATION ARRANGEMENT,V115,TRANSPORTATION/TRAVEL/RELOCATION- TRANSPORTATION: VESSEL FREIGHT,Not Identified,Not Identified,Not Identified,13360.76,Contract
p19tc1221p01060,"COMMANDING OFFICER CONSTRUCTION, MINING, AND FORESTRY MACHINERY AND EQUIPMENT RENTAL AND LEASING",19TC1221P0106,532412,"CONSTRUCTION, MINING, AND FORESTRY MACHINERY AND EQUIPMENT RENTAL AND LEASING",Y1AB,CONSTRUCTION OF CONFERENCE SPACE AND FACILITIES,Not Identified,Not Identified,Not Identified,36080.97,Contract
p47qfaa21a00020,FLEET READINESS CENTER CUSTOM COMPUTER PROGRAMMING SERVICES,47QFAA21A0002,541511,CUSTOM COMPUTER PROGRAMMING SERVICES,DA01,IT AND TELECOM - BUSINESS APPLICATION/APPLICATION DEVELOPMENT SUPPORT SERVICES (LABOR),Not Identified,Not Identified,Not Identified,0,Contract
p47qfla21d00020,"NAVSEA 01P1 ERP MILITARY ARMORED VEHICLE, TANK, AND TANK COMPONENT MANUFACTURING",47QFLA21D0002,336992,"MILITARY ARMORED VEHICLE, TANK, AND TANK COMPONENT MANUFACTURING",2305,GROUND EFFECT VEHICLES,Not Identified,Not Identified,Not Identified,0,Contract
p47qfla21d00030,NAVSEA HQ CUTTING TOOL AND MACHINE TOOL ACCESSORY MANUFACTURING,47QFLA21D0003,333515,CUTTING TOOL AND MACHINE TOOL ACCESSORY MANUFACTURING,C1ED,ARCHITECT AND ENGINEERING- CONSTRUCTION: SHIP CONSTRUCTION AND REPAIR FACILITIES,Not Identified,Not Identified,Not Identified,0,Contract
p47qfla21d00040,COMMANDING OFFICER CUSTOM COMPUTER PROGRAMMING SERVICES,47QFLA21D0004,541511,CUSTOM COMPUTER PROGRAMMING SERVICES,R799,SUPPORT- MANAGEMENT: OTHER,Not Identified,Not Identified,Not Identified,0,Contract
p47qsea19d00brn4033921fs0190,"FDRMC DET BAHRAIN PHOTOGRAPHIC FILM, PAPER, PLATE, AND CHEMICAL MANUFACTURING",N4033921FS019,325992,"PHOTOGRAPHIC FILM, PAPER, PLATE, AND CHEMICAL MANUFACTURING",7510,OFFICE SUPPLIES,Not Identified,Not Identified,Not Identified,25760,Contract
p47qtca18d009fn6600121a00280,NIWC PACIFIC ELECTRONIC COMPUTER MANUFACTURING,N6600121A0028,334111,ELECTRONIC COMPUTER MANUFACTURING,7C21,IT AND TELECOM - OTHER DATA CENTER FACILITIES PRODUCTS (HARDWARE AND PERPETUAL LICENSE SOFTWARE),Not Identified,Not Identified,Not Identified,0,Contract
p47qtca18d00jgn0024421a00020,NAVAL COMPUTER AND WIRED TELECOMMUNICATIONS CARRIERS,N0024421A0002,517311,WIRED TELECOMMUNICATIONS CARRIERS,DH01,"IT AND TELECOM - PLATFORM SUPPORT SERVICES: DATABASE, MAINFRAME, MIDDLEWARE (LABOR)",Not Identified,Not Identified,Not Identified,0,Contract
pfa520916d0004fa520921f90030,NAVSUP FLT LOG CTR  YOKOSUKA USED HOUSEHOLD AND OFFICE GOODS MOVING,FA520921F9003,484210,USED HOUSEHOLD AND OFFICE GOODS MOVING,V003,TRANSPORTATION/TRAVEL/RELOCATION- MOTOR POOL AND PACKING/CRATING: PACKING/CRATING,Not Identified,Not Identified,Not Identified,86623.92,Contract
pfa520916d0004fa520921f90040,NAVSUP FLT LOG CTR  YOKOSUKA USED HOUSEHOLD AND OFFICE GOODS MOVING,FA520921F9004,484210,USED HOUSEHOLD AND OFFICE GOODS MOVING,V003,TRANSPORTATION/TRAVEL/RELOCATION- MOTOR POOL AND PACKING/CRATING: PACKING/CRATING,Not Identified,Not Identified,Not Identified,58367.89,Contract
pfa520916d0004fa520921f90050,NAVSUP FLT LOG CTR  YOKOSUKA USED HOUSEHOLD AND OFFICE GOODS MOVING,FA520921F9005,484210,USED HOUSEHOLD AND OFFICE GOODS MOVING,V003,TRANSPORTATION/TRAVEL/RELOCATION- MOTOR POOL AND PACKING/CRATING: PACKING/CRATING,Not Identified,Not Identified,Not Identified,70074.45,Contract
pfa520916d0005fa520921f90060,COMMANDING OFFICER USED HOUSEHOLD AND OFFICE GOODS MOVING,FA520921F9006,484210,USED HOUSEHOLD AND OFFICE GOODS MOVING,V003,TRANSPORTATION/TRAVEL/RELOCATION- MOTOR POOL AND PACKING/CRATING: PACKING/CRATING,Not Identified,Not Identified,Not Identified,11872.16,Contract
pfa520916d0005fa520921f90070,COMMANDING OFFICER USED HOUSEHOLD AND OFFICE GOODS MOVING,FA520921F9007,484210,USED HOUSEHOLD AND OFFICE GOODS MOVING,V003,TRANSPORTATION/TRAVEL/RELOCATION- MOTOR POOL AND PACKING/CRATING: PACKING/CRATING,Not Identified,Not Identified,Not Identified,13962.55,Contract
pfa520916d0005fa520921f90080,COMMANDING OFFICER USED HOUSEHOLD AND OFFICE GOODS MOVING,FA520921F9008,484210,USED HOUSEHOLD AND OFFICE GOODS MOVING,V003,TRANSPORTATION/TRAVEL/RELOCATION- MOTOR POOL AND PACKING/CRATING: PACKING/CRATING,Not Identified,Not Identified,Not Identified,17723.57,Contract
pfa520917d0003fa520921f00080,FLEET ACTIVITIES SASEBO USED HOUSEHOLD AND OFFICE GOODS MOVING,FA520921F0008,484210,USED HOUSEHOLD AND OFFICE GOODS MOVING,V112,TRANSPORTATION/TRAVEL/RELOCATION- TRANSPORTATION: MOTOR FREIGHT,Not Identified,Not Identified,Not Identified,27369.86,Contract
pfa520917d0003fa520921f00090,FLEET ACTIVITIES SASEBO USED HOUSEHOLD AND OFFICE GOODS MOVING,FA520921F0009,484210,USED HOUSEHOLD AND OFFICE GOODS MOVING,V112,TRANSPORTATION/TRAVEL/RELOCATION- TRANSPORTATION: MOTOR FREIGHT,Not Identified,Not Identified,Not Identified,30821.58,Contract
pfa520917d0003fa520921f00420,FLEET ACTIVITIES SASEBO USED HOUSEHOLD AND OFFICE GOODS MOVING,FA520921F0042,484210,USED HOUSEHOLD AND OFFICE GOODS MOVING,V112,TRANSPORTATION/TRAVEL/RELOCATION- TRANSPORTATION: MOTOR FREIGHT,Not Identified,Not Identified,Not Identified,22221.93,Contract
pfa520917d0003fa520921f00430,FLEET ACTIVITIES SASEBO USED HOUSEHOLD AND OFFICE GOODS MOVING,FA520921F0043,484210,USED HOUSEHOLD AND OFFICE GOODS MOVING,V112,TRANSPORTATION/TRAVEL/RELOCATION- TRANSPORTATION: MOTOR FREIGHT,Not Identified,Not Identified,Not Identified,18858.06,Contract
pfa520917d0010fa520921f90090,NAVSUP FLC YOKOSUKA SASEBO OFFICE USED HOUSEHOLD AND OFFICE GOODS MOVING,FA520921F9009,484210,USED HOUSEHOLD AND OFFICE GOODS MOVING,V003,TRANSPORTATION/TRAVEL/RELOCATION- MOTOR POOL AND PACKING/CRATING: PACKING/CRATING,Not Identified,Not Identified,Not Identified,10438.12,Contract
