contractingofficeID:ID,name,title,city,state,zip,COUNTRY_CODE,:LABEL,Column1
O47QSCE,GSA_FAS GSS SPECIAL PROGRAMS DIV,GSA_FAS GSS SPECIAL PROGRAMS DIV,WASHINGTON,DC,20405,USA,ContractingOffice,
O47QSCF,OASIS PROGRAM MGMT OFFICE QSA,OASIS PROGRAM MGMT OFFICE QSA,WASHINGTON,DC,20405-0001,USA,ContractingOffice,
O47QSCG,GSA_FAS OFFICE FURNITURE DIVISION,GSA_FAS OFFICE FURNITURE DIVISION,WASHINGTON,DC,20405,USA,ContractingOffice,
O47QSCH,GSA_FAS SPECIAL PROGRAMS DIVISION,GSA_FAS SPECIAL PROGRAMS DIVISION,WASHINGTON,DC,20405,USA,ContractingOffice,
O47QSCJ,OASIS PROGRAM MANAGEMENT OFFICE QS,OASIS PROGRAM MANAGEMENT OFFICE QS,WASHINGTON,DC,20405-0001,USA,ContractingOffice,
O47QSDA,GSA FAS PERSONAL PROP MGMT DIV R11,GSA FAS PERSONAL PROP MGMT DIV R11,SPRINGFIELD,VA,22150-1996,USA,ContractingOffice,
O47QSDB,GSA FAS PERSONAL PROP U D,GSA FAS PERSONAL PROP U D,SPRINGFIELD,VA,22150,USA,ContractingOffice,
O47QSDC,GSA FAS PERSONAL PROP U D,GSA FAS PERSONAL PROP U D,SPRINGFIELD,VA,22150,USA,ContractingOffice,
O47QSEA,GSA_FAS ADMIN SVCS ACQUISITION BR 2,GSA_FAS ADMIN SVCS ACQUISITION BR 2,NEW YORK,NY,10007,USA,ContractingOffice,
O47QSEB,GSA_FSS OFC SUP CTR OFFICE EQUIPM,GSA_FSS OFC SUP CTR OFFICE EQUIPM,NEW YORK,NY,10278,USA,ContractingOffice,
O47QSEC,GSA_FSS OFC SUP CTR PAPER PRODUCT,GSA_FSS OFC SUP CTR PAPER PRODUCT,NEW YORK,NY,10278,USA,ContractingOffice,
O47QSHA,GSA_FAS HEARTLAND ACQUISITION CENTE,GSA_FAS HEARTLAND ACQUISITION CENTE,KANSAS CITY,MO,64108,USA,ContractingOffice,
O47QSHD,GSA_FSS TOOLS ACQUISITION DIVISION,GSA_FSS TOOLS ACQUISITION DIVISION,KANSAS CITY,MO,64108,USA,ContractingOffice,
O47QSHE,GSA_FAS_GSS_SOP REGION 6,GSA_FAS_GSS_SOP REGION 6,KANSAS CITY,MO,64108,USA,ContractingOffice,
O47QSMA,GSA_FAS FURNITURE SYSTEMS MGT DIV,GSA_FAS FURNITURE SYSTEMS MGT DIV,PHILADELPHIA,PA,19107-3191,USA,ContractingOffice,
O47QSMB,GSA_FAS HOUSEHOLD INDUST FURN,GSA_FAS HOUSEHOLD INDUST FURN,PHILADELPHIA,PA,19107,USA,ContractingOffice,
O47QSMC,GSA_FAS OFFICE FURNITURE DIVISION,GSA_FAS OFFICE FURNITURE DIVISION,PHILADELPHIA,PA,19107-3191,USA,ContractingOffice,
O47QSMD,GSA_FAS PROCUREMENT DIVISION PA,GSA_FAS PROCUREMENT DIVISION PA,PHILADELPHIA,PA,19107-3191,USA,ContractingOffice,
O47QSWA,GSA_FAS SCIENTFC TEMP SVCS ADINT,GSA_FAS SCIENTFC TEMP SVCS ADINT,FORT WORTH,TX,76102,USA,ContractingOffice,
O47QSWB,GSA_FAS REGION 7 ACQUSITION CENTER,GSA_FAS REGION 7 ACQUSITION CENTER,FORT WORTH,TX,76102,USA,ContractingOffice,
O47QSWC,GSA_FAS_GSS_SOP REGION 7,GSA_FAS_GSS_SOP REGION 7,FORT WORTH,TX,76102,USA,ContractingOffice,
O47QTAA,GSA_FAS ASSISTED AND EXPANDED ACQUI,GSA_FAS ASSISTED AND EXPANDED ACQUI,AUBURN,WA,98001,USA,ContractingOffice,
O47QTCA,GSA_FAS CENTER FOR IT SCHEDULE PROG,GSA_FAS CENTER FOR IT SCHEDULE PROG,WASHINGTON,DC,20405,USA,ContractingOffice,
O47QTCB,GSA_FAS ITS STRATEGIC SOLUTIONS CON,GSA_FAS ITS STRATEGIC SOLUTIONS CON,WASHINGTON,DC,20405,USA,ContractingOffice,
O47QTCJ,GSA_ITS_GWAC BRANCH BCLOUD QTACX,GSA_ITS_GWAC BRANCH BCLOUD QTACX,KANSAS CITY,MO,64108,USA,ContractingOffice,
O47QTCL,GSA_ITS_QTC OFF TELECOMM SERVICES,GSA_ITS_QTC OFF TELECOMM SERVICES,WASHINGTON,DC,20405,USA,ContractingOffice,
O47QTCM,GSA_ITS_QTD OFFICE PORFOLIO MGMT,GSA_ITS_QTD OFFICE PORFOLIO MGMT,WASHINGTON,DC,20405,USA,ContractingOffice,
O47QTCN,GSA_ITS_QTG OFFICE OF IT PRODUCTS,GSA_ITS_QTG OFFICE OF IT PRODUCTS,WASHINGTON,DC,20405,USA,ContractingOffice,
O47QTCP,GSA_ITS_QTG OFFICE OF IT SERVICES,GSA_ITS_QTG OFFICE OF IT SERVICES,WASHINGTON,DC,20405,USA,ContractingOffice,
O47QTCQ,GSA_ITS_QTX CATE MGMT W IT SEC DIV,GSA_ITS_QTX CATE MGMT W IT SEC DIV,WASHINGTON,DC,20405,USA,ContractingOffice,
O47QTCR,GSA_ITS_QTX OFF IT SHARED SERVICES,GSA_ITS_QTX OFF IT SHARED SERVICES,WASHINGTON,DC,20405,USA,ContractingOffice,
O47QTCS,GSA_ITS_QTX OFF OF ACQUISITION MGMT,GSA_ITS_QTX OFF OF ACQUISITION MGMT,WASHINGTON,DC,20405,USA,ContractingOffice,
O47QTEA,GSA _ FAS EXPANDED NETWORK SERVICES,GSA _ FAS EXPANDED NETWORK SERVICES,NEW YORK,NY,10278,USA,ContractingOffice,
O47QTSA,GSA_NATL INFO TECH PROGRAM NITCP,GSA_NATL INFO TECH PROGRAM NITCP,ATLANTA,GA,30308,USA,ContractingOffice,
O47QTSB,GSA_NATIONAL INFORMATION TECHNOLOGY,GSA_NATIONAL INFORMATION TECHNOLOGY,ATLANTA,GA,30094,USA,ContractingOffice,
O47QVCA,GSA_FAS_OFFICE OF ACQUISITION MANAG,GSA_FAS_OFFICE OF ACQUISITION MANAG,WASHINGTON,DC,20405-0001,USA,ContractingOffice,
O47QVDA,GSA FAS ACQUISITION MGMT REGION 11,GSA FAS ACQUISITION MGMT REGION 11,WASHINGTON,DC,20407,USA,ContractingOffice,
O47QX14,QRBCA,QRBCA,AUBURN,WA,98001,USA,ContractingOffice,
O47QXDA,GSA FAS COMMISSIONER STAFF OFFICE,GSA FAS COMMISSIONER STAFF OFFICE,WASHINGTON,DC,20407,USA,ContractingOffice,
O47QXLA,FAS_OFFICE REG COMMISSIONER_BRANCHA,FAS_OFFICE REG COMMISSIONER_BRANCHA,CHICAGO,IL,60604,USA,ContractingOffice,
O47QXLB,FAS_OFFICE REG COMMISSIONER_BRANCHB,FAS_OFFICE REG COMMISSIONER_BRANCHB,CHICAGO,IL,60604,USA,ContractingOffice,
O47QXLC,FAS_OFFICE REG COMMISSIONER_BRANCHC,FAS_OFFICE REG COMMISSIONER_BRANCHC,CHICAGO,IL,60604,USA,ContractingOffice,
O47SA00,OFC CONGRL INTERGOVTL AFFAIRS,OFC CONGRL INTERGOVTL AFFAIRS,WASHINGTON,DC,20405,USA,ContractingOffice,
O47TCA0,TTS OFFICE OF ACQUISITION,TTS OFFICE OF ACQUISITION,WASHINGTON,DC,20405,USA,ContractingOffice,
O47Y445,FEDERAL PERMITTING IMPROVEMENT STEERING COUNCIL,FEDERAL PERMITTING IMPROVEMENT STEERING COUNCIL,WASHINGTON,DC,20405,USA,ContractingOffice,
O47ZA00,OFC OF COMMUNICATIONS MARKETING,OFC OF COMMUNICATIONS MARKETING,WASHINGTON,DC,20405,USA,ContractingOffice,
O47ZB00,OFC OF COMMUNICATIONS MARKETING,OFC OF COMMUNICATIONS MARKETING,WASHINGTON,DC,20405,USA,ContractingOffice,
O47ZC00,OFC OF COMMUNCIATIONS AND MARKETING,OFC OF COMMUNCIATIONS AND MARKETING,WASHINGTON,DC,20405,USA,ContractingOffice,
O47ZD00,OFC OF COMMUNICATIONS MARKETING,OFC OF COMMUNICATIONS MARKETING,WASHINGTON,DC,20405,USA,ContractingOffice,
O4831AG,NUCLEAR WASTE TECHNICAL REVIEW BD,NUCLEAR WASTE TECHNICAL REVIEW BD,ARLINGTON,VA,22201,USA,ContractingOffice,
O491004,DIV OF ACQ AND COOPERATIVE SUPPORT,DIV OF ACQ AND COOPERATIVE SUPPORT,ALEXANDRIA,VA,22314,USA,ContractingOffice,
O503102,SECURITIES AND EXCHANGE COMMISSION,SECURITIES AND EXCHANGE COMMISSION,WASHINGTON,DC,20549-2000,USA,ContractingOffice,
O539871,INSTITUTE OF MUSEUM LIBRARY SVCS,INSTITUTE OF MUSEUM LIBRARY SVCS,WASHINGTON,DC,20024,USA,ContractingOffice,
O543103,FLRA,FLRA,WASHINGTON,DC,20424,USA,ContractingOffice,
O593105,NATIONAL ENDOWMENT FOR THE ARTS,NATIONAL ENDOWMENT FOR THE ARTS,WASHINGTON,DC,20506,USA,ContractingOffice,
O60RR13,RRB OFFICE OF INSPECTOR GENERAL,RRB OFFICE OF INSPECTOR GENERAL,CHICAGO,IL,60611-1275,USA,ContractingOffice,
O60RRBH,RRB ACQUISITION MGMT DIVISION,RRB ACQUISITION MGMT DIVISION,CHICAGO,IL,60611-1275,USA,ContractingOffice,
O613206,CONSUMER PRODUCT SAFETY COMMISSION,CONSUMER PRODUCT SAFETY COMMISSION,BETHESDA,MD,20814,USA,ContractingOffice,
O62USSC,US OFFICE OF SPECIAL COUNSEL,US OFFICE OF SPECIAL COUNSEL,WASHINGTON,DC,20036,USA,ContractingOffice,
O63NLRB,NATIONAL LABOR RELATIONS BOARD,NATIONAL LABOR RELATIONS BOARD,WASHINGTON,DC,20570,USA,ContractingOffice,
O653102,FEDERAL MARITIME COMMISSION,FEDERAL MARITIME COMMISSION,WASHINGTON,DC,20573,USA,ContractingOffice,
O68HE01,REGION 1 CONTRACTING OFFICE,REGION 1 CONTRACTING OFFICE,BOSTON,MA,2109,USA,ContractingOffice,
O68HE02,REGION 2 CONTRACTING OFFICE,REGION 2 CONTRACTING OFFICE,NEW YORK,NY,10007,USA,ContractingOffice,
O68HE03,REGION 3 CONTRACTING OFFICE,REGION 3 CONTRACTING OFFICE,PHILADELPHIA,PA,19103,USA,ContractingOffice,
O68HE04,REGION 4 CONTRACTING OFFICE,REGION 4 CONTRACTING OFFICE,ATLANTA,GA,30303,USA,ContractingOffice,
O68HE05,REGION 5 CONTRACTING OFFICE,REGION 5 CONTRACTING OFFICE,CHICAGO,IL,60604,USA,ContractingOffice,
O68HE06,REGION 6 CONTRACTING OFFICE,REGION 6 CONTRACTING OFFICE,DALLAS,TX,75202,USA,ContractingOffice,
O68HE07,REGION 7 CONTRACTING OFFICE,REGION 7 CONTRACTING OFFICE,LENEXA,KS,66219,USA,ContractingOffice,
O68HE08,REGION 8 CONTRACTING OFFICE,REGION 8 CONTRACTING OFFICE,Denver,CO,80202,USA,ContractingOffice,
O68HE09,REGION 9 CONTRACTING OFFICE,REGION 9 CONTRACTING OFFICE,SAN FRANCISCO,CA,94105,USA,ContractingOffice,
O68HE0A,LAB MONTGOMERY AL CO OFFICE,LAB MONTGOMERY AL CO OFFICE,MONTGOMERY,AL,36115,USA,ContractingOffice,
O68HE0B,ORD SIMPLIFIED ACQ BRANCH SAB,ORD SIMPLIFIED ACQ BRANCH SAB,RESEARCH TRIANGLE PAR,NC,27709,USA,ContractingOffice,
O68HE0G,SACO OFF INSP GEN OIG CO OFFICE,SACO OFF INSP GEN OIG CO OFFICE,WASHINGTON,DC,20460,USA,ContractingOffice,
O68HE0M,LAB ANN ARBOR MI CO OFFICE,LAB ANN ARBOR MI CO OFFICE,ANN ARBOR,MI,48105,USA,ContractingOffice,
O68HE0N,LAB LAS VEGAS NV CO OFFICE,LAB LAS VEGAS NV CO OFFICE,LAS VEGAS,NV,89119,USA,ContractingOffice,
O68HE0Z,CONTRACT CLOSEOUT TEAM CCT,CONTRACT CLOSEOUT TEAM CCT,WASHINGTON,DC,20460,USA,ContractingOffice,
O68HERC,CINCINNATI ACQUISITION DIV CAD,CINCINNATI ACQUISITION DIV CAD,CINCINNATI,OH,45268,USA,ContractingOffice,
O68HERD,INFORMATION TECHNOLOGY ACQ DIV ITA,INFORMATION TECHNOLOGY ACQ DIV ITA,RESEARCH TRIANGLE PAR,NC,27709,USA,ContractingOffice,
O68HERH,HEADQUARTERS ACQUISITION DIV HQAD,HEADQUARTERS ACQUISITION DIV HQAD,WASHINGTON,DC,20460,USA,ContractingOffice,
O690567,690567 WESTERN FEDERAL LANDS DIV,690567 WESTERN FEDERAL LANDS DIV,VANCOUVER,WA,98661,USA,ContractingOffice,
O690ACB,690ACB ALASKA REG. LOGISTICS DIV,690ACB ALASKA REG. LOGISTICS DIV,ANCHORAGE,AK,99513-7587,USA,ContractingOffice,
O690ED9,690ED9 NORTHWEST_MOUNTAIN REG,690ED9 NORTHWEST_MOUNTAIN REG,RENTON,WA,98055-4056,USA,ContractingOffice,
O690EG4,690EG4 W.SVC AREA PROP.MGT ALO 800,690EG4 W.SVC AREA PROP.MGT ALO 800,RENTON,WA,98055,USA,ContractingOffice,
O6913G4,6913G4 NEW ENGLAND REGION,6913G4 NEW ENGLAND REGION,BURLINGTON,MA,1803,USA,ContractingOffice,
O6913G6,6913G6 VOLPE NATL. TRANS. SYS CNTR,6913G6 VOLPE NATL. TRANS. SYS CNTR,CAMBRIDGE,MA,02142-1001,USA,ContractingOffice,
O6923G2,6923G2 DOT MARITIME ADMINISTRATION,6923G2 DOT MARITIME ADMINISTRATION,KINGS POINT,NY,11024-1699,USA,ContractingOffice,
O6923G3,6923G3 E. REGION LOGISTICS DIV,6923G3 E. REGION LOGISTICS DIV,JAMAICA,NY,11430,USA,ContractingOffice,
O6923G5,6923G5 ST LAWRENCE SWY DEV. CORP.,6923G5 ST LAWRENCE SWY DEV. CORP.,MASSENA,NY,13662,USA,ContractingOffice,
O692L79,692L79 DOT FAA TECHNICAL CENTER,692L79 DOT FAA TECHNICAL CENTER,ATLANTIC CITY,NJ,08405-0001,USA,ContractingOffice,
O692M15,692M15 ACQUISITION&GRANTS AAQ600,692M15 ACQUISITION&GRANTS AAQ600,ATLANTIC CITY,NJ,8405,USA,ContractingOffice,
O693195,693195 OFFICE OF ACQUISITION MGT,693195 OFFICE OF ACQUISITION MGT,WASHINGTON,DC,20590,USA,ContractingOffice,
O693358,FHWA EASTERN FEDERAL LANDS DIVISI,FHWA EASTERN FEDERAL LANDS DIVISI,STERLING,VA,20166-6511,USA,ContractingOffice,
O6933A2,6933A2 DOT MARITIME ADMINISTRATION,6933A2 DOT MARITIME ADMINISTRATION,NORFOLK,VA,23505,USA,ContractingOffice,
O693C73,693C73 EASTERN FED LANDS DIVISION,693C73 EASTERN FED LANDS DIVISION,STERLING,VA,20166,USA,ContractingOffice,
O693JF7,693JF7 DOT MARITIME ADMINISTRATION,693JF7 DOT MARITIME ADMINISTRATION,WASHINGTON,DC,20590,USA,ContractingOffice,
O693JF9,693JF9 HEADQUARTERS,693JF9 HEADQUARTERS,WASHINGTON,DC,20591,USA,ContractingOffice,
O693JJ2,FHWA OFC OF THE CHIEF FIN OFFICER,FHWA OFC OF THE CHIEF FIN OFFICER,WASHINGTON,DC,20590,USA,ContractingOffice,
O693JJ3,693JJ3 ACQUISITION AND GRANTS MGT,693JJ3 ACQUISITION AND GRANTS MGT,WASHINGTON,DC,20590,USA,ContractingOffice,
O693JJ4,693JJ4 OFFICE OF ACQUISITION MGT,693JJ4 OFFICE OF ACQUISITION MGT,WASHINGTON,DC,20590,USA,ContractingOffice,
O693JJ6,693JJ6 FEDERAL RAILROAD ADMIN,693JJ6 FEDERAL RAILROAD ADMIN,WASHINGTON,DC,20590,USA,ContractingOffice,
O693JJ9,693JJ9 NHTSA OFFICE OF ACQUISTION,693JJ9 NHTSA OFFICE OF ACQUISTION,WASHINGTON,DC,20590,USA,ContractingOffice,
O693JK3,693JK3 ACQUISITION SERVICES DIV.,693JK3 ACQUISITION SERVICES DIV.,WASHINGTON,DC,20590,USA,ContractingOffice,
O693JK4,693JK4 OST,693JK4 OST,WASHINGTON,DC,20590,USA,ContractingOffice,
O693KA7,693KA7 ENROUTE&TERMINAL CONTRACTS,693KA7 ENROUTE&TERMINAL CONTRACTS,WASHINGTON,DC,20591,USA,ContractingOffice,
O693KA8,693KA8 SYSTEM OPERATIONS CONTRACTS,693KA8 SYSTEM OPERATIONS CONTRACTS,WASHINGTON,DC,20591,USA,ContractingOffice,
O693KA9,693KA9 CONTRACTING FOR SERVICES,693KA9 CONTRACTING FOR SERVICES,WASHINGTON,DC,20591,USA,ContractingOffice,
O69435Q,69435Q SOUTHERN REGION,69435Q SOUTHERN REGION,COLLEGE PARK,GA,30337,USA,ContractingOffice,
O69435Z,69435Z SVC AREA PROP. MGT ALO 600,69435Z SVC AREA PROP. MGT ALO 600,ATLANTA,GA,30337,USA,ContractingOffice,
O695K25,695K25 GREAT LAKES REGION,695K25 GREAT LAKES REGION,DES PLAINES,IL,60018,USA,ContractingOffice,
O6964PU,6964PU CENTRAL REGION,6964PU CENTRAL REGION,KANSAS CITY,MO,64106,USA,ContractingOffice,
O697276,697276 DOT MARITIME ADMINISTRATION,697276 DOT MARITIME ADMINISTRATION,NEW ORLEANS,LA,70130-3394,USA,ContractingOffice,
O6973FK,6973FK MIKE MONRONEY AERO CNTR,6973FK MIKE MONRONEY AERO CNTR,OKLAHOMA CITY,OK,73125,USA,ContractingOffice,
O6973FT,FEDERAL AVIATION ADMINISTRATION,FEDERAL AVIATION ADMINISTRATION,OKLAHOMA CITY,OK,73169-6900,USA,ContractingOffice,
O6973GH,6973GH FRANCHISE ACQUISITION SVCS,6973GH FRANCHISE ACQUISITION SVCS,OKLAHOMA CITY,OK,73125,USA,ContractingOffice,
O6973GJ,6973GJ NON FRANCHISE ACQ SVC,6973GJ NON FRANCHISE ACQ SVC,OKLAHOMA CITY,OK,73125,USA,ContractingOffice,
O697DCC,697DCC SOUTHWEST REGION LOGISTICS,697DCC SOUTHWEST REGION LOGISTICS,FORT WORTH,TX,76193,USA,ContractingOffice,
O697DCK,697DCK REGIONAL ACQUISITIONS SVCS,697DCK REGIONAL ACQUISITIONS SVCS,FORT WORTH,TX,76177,USA,ContractingOffice,
O697DCM,697DCM FAA CENTRAL SVC MGMT ALO 700,697DCM FAA CENTRAL SVC MGMT ALO 700,FORT WORTH,TX,76177,USA,ContractingOffice,
O6982AF,6982AF CENTRAL FEDERAL LANDS DIVISI,6982AF CENTRAL FEDERAL LANDS DIVISI,LAKEWOOD,CO,80228,USA,ContractingOffice,
O6991CH,6991CH FAA WESTERN_PACIFIC REGION,6991CH FAA WESTERN_PACIFIC REGION,LAWNDALE,CA,90261,USA,ContractingOffice,
O6991PE,6991PE DOT MARITIME ADMIN,6991PE DOT MARITIME ADMIN,OAKLAND,CA,94612,USA,ContractingOffice,
O70B01C,ADMIN FACILITIES TRAINING CTR DIV,ADMIN FACILITIES TRAINING CTR DIV,WASHINGTON,DC,20229,USA,ContractingOffice,
O70B02C,AIR AND MARINE CTR DIV,AIR AND MARINE CTR DIV,WASHINGTON,DC,20229,USA,ContractingOffice,
O70B03C,BORDER ENFORCEMENT CTR DIV,BORDER ENFORCEMENT CTR DIV,WASHINGTON,DC,20229,USA,ContractingOffice,
O70B04C,DHS CUSTOMES AND BORDER PROTECTION,DHS CUSTOMES AND BORDER PROTECTION,WASHINGTON,DC,20229,USA,ContractingOffice,
O70B05C,PROCURE DIRECTORATE CTR DIV,PROCURE DIRECTORATE CTR DIV,WASHINGTON,DC,20229,USA,ContractingOffice,
O70B06C,MISSION SUPPORT CTR DIV,MISSION SUPPORT CTR DIV,WASHINGTON,DC,20229,USA,ContractingOffice,
O70BPCR,PURCHASE CARD PRG OFFICE,PURCHASE CARD PRG OFFICE,INDIANAPOLIS,IN,46278,USA,ContractingOffice,
O70CAP0,ACQUISITION POLICY&OVERSIGHT,ACQUISITION POLICY&OVERSIGHT,WASHINGTON,DC,20536,USA,ContractingOffice,
O70CDCR,DETENTION COMPLIANCE AND REMOVALS,DETENTION COMPLIANCE AND REMOVALS,WASHINGTON,DC,20536,USA,ContractingOffice,
O70CDLG,DETENTION MANAGEMENT LAGUNA,DETENTION MANAGEMENT LAGUNA,LAGUNA NIGUEL,CA,92677,USA,ContractingOffice,
O70CMSD,MISSION SUPPORT DALLAS,MISSION SUPPORT DALLAS,DALLAS,TX,75247,USA,ContractingOffice,
O70CMSR,MISSION SUPPORT ORLANDO,MISSION SUPPORT ORLANDO,ORLANDO,FL,32827,USA,ContractingOffice,
O70CMSW,MISSION SUPPORT WASHINGTON,MISSION SUPPORT WASHINGTON,WASHINGTON,DC,20536,USA,ContractingOffice,
O70CTD0,INFORMATION TECHNOLOGY DIVISION,INFORMATION TECHNOLOGY DIVISION,WASHINGTON,DC,20536,USA,ContractingOffice,
O70FA20,PREPAREDNESS SECTION PRE20,PREPAREDNESS SECTION PRE20,WASHINGTON,DC,20472,USA,ContractingOffice,
O70FA30,INFORMATION TECHNOLOGY SECTION IT30,INFORMATION TECHNOLOGY SECTION IT30,WASHINGTON,DC,20472,USA,ContractingOffice,
O70FA40,SUPPORT SERVICES SECTION SS40,SUPPORT SERVICES SECTION SS40,WASHINGTON,DC,20472,USA,ContractingOffice,
O70FA50,NATIONAL CONTINUITY SECTION CON50,NATIONAL CONTINUITY SECTION CON50,BERRYVILLE,VA,22611,USA,ContractingOffice,
O70FA60,MITIGATION SECTION MIT60,MITIGATION SECTION MIT60,WASHINGTON,DC,20472,USA,ContractingOffice,
O70FB70,INCIDENT SUPPORT SECTION ISS70,INCIDENT SUPPORT SECTION ISS70,WASHINGTON,DC,20472,USA,ContractingOffice,
O70FB80,COMMUNITY SURVIVOR ASSISTANCE SEC,COMMUNITY SURVIVOR ASSISTANCE SEC,WASHINGTON,DC,20472,USA,ContractingOffice,
O70FBLA,NEW ORLEANS CONTRACT OPS MGMT BRA,NEW ORLEANS CONTRACT OPS MGMT BRA,NEW ORLEANS,LA,70114,USA,ContractingOffice,
O70FBMS,MISSISSIPPI CONTRACT OPSMGMT BRANC,MISSISSIPPI CONTRACT OPSMGMT BRANC,BILOXI,MS,39532,USA,ContractingOffice,
O70FBR0,REGION 10: FEDERAL EMERGENCY MANAGE,REGION 10: FEDERAL EMERGENCY MANAGE,BOTHELL,WA,98021,USA,ContractingOffice,
O70FBR1,REGION 1: EMERGENCY PREPAREDNESS AN,REGION 1: EMERGENCY PREPAREDNESS AN,BOSTON,MA,2109,USA,ContractingOffice,
O70FBR2,REGION 2: EMERGENCY PREPAREDNESS AN,REGION 2: EMERGENCY PREPAREDNESS AN,NEW YORK,NY,10278,USA,ContractingOffice,
O70FBR3,REGOIN 3: EMERGENCY PREPAREDNESS AN,REGOIN 3: EMERGENCY PREPAREDNESS AN,PHILADELPHIA,PA,19106,USA,ContractingOffice,
O70FBR4,REGION 4: EMERGENCY PREPAREDNESS AN,REGION 4: EMERGENCY PREPAREDNESS AN,ATLANTA,GA,30341,USA,ContractingOffice,
O70FBR5,REGION 5 : EMERGENCY PREPAREDNESS A,REGION 5 : EMERGENCY PREPAREDNESS A,CHICAGO,IL,60605,USA,ContractingOffice,
O70FBR6,REGION 6 : EMERGENCY PREPAREDNESS A,REGION 6 : EMERGENCY PREPAREDNESS A,DENTON,TX,76201,USA,ContractingOffice,
O70FBR7,REGION 7: EMERGENCY PREPAREDNESS AN,REGION 7: EMERGENCY PREPAREDNESS AN,KANSAS CITY,MO,64108,USA,ContractingOffice,
O70FBR8,REGION 8 : EMERGENCY PREPAREDNESS A,REGION 8 : EMERGENCY PREPAREDNESS A,Denver,CO,80225,USA,ContractingOffice,
O70FBR9,REGION 9: EMERGENCY PREPAREDNESS AN,REGION 9: EMERGENCY PREPAREDNESS AN,SAN FRANCISCO,CA,94107,USA,ContractingOffice,
O70FBTX,TEXAS NPSC TXNP,TEXAS NPSC TXNP,DENTON,TX,76208,USA,ContractingOffice,
O70FH10,FEMA,FEMA,WASHINGTON,DC,20472,USA,ContractingOffice,
O70LART,FLETC ARTESIA PROCUREMENT OFFICE,FLETC ARTESIA PROCUREMENT OFFICE,ARTESIA,NM,88210,USA,ContractingOffice,
O70LBPB,FLETC BIO CONTAINMENT BRANCH OFFICE,FLETC BIO CONTAINMENT BRANCH OFFICE,MANHATTAN,KS,66502,USA,ContractingOffice,
O70LCHE,FLETC PROCUREMENT CHELTENHAM OFFICE,FLETC PROCUREMENT CHELTENHAM OFFICE,CHELTENHAM,MD,20588,USA,ContractingOffice,
O70LCHS,FLETC CHARLESTON PROCUREMENT OFFICE,FLETC CHARLESTON PROCUREMENT OFFICE,CHARLESTON,SC,29405,USA,ContractingOffice,
O70LGLY,FLETC GLYNCO PROCUREMENT OFFICE,FLETC GLYNCO PROCUREMENT OFFICE,GLYNCO,GA,31524,USA,ContractingOffice,
O70RCSA,CISA ACQ DIV,CISA ACQ DIV,WASHINGTON,DC,20528,USA,ContractingOffice,
O70RDAD,DEPT OPS ACQ DIV,DEPT OPS ACQ DIV,WASHINGTON,DC,20528,USA,ContractingOffice,
O70RFP1,FPS EAST CCG DIV 1 ACQ DIV,FPS EAST CCG DIV 1 ACQ DIV,PHILADELPHIA,PA,19106,USA,ContractingOffice,
O70RFP2,FPS EAST CCG DIV 2 ACQ DIV,FPS EAST CCG DIV 2 ACQ DIV,PHILADELPHIA,PA,19106,USA,ContractingOffice,
O70RFP3,FPS EAST CCG DIV 3 ACQ DIV,FPS EAST CCG DIV 3 ACQ DIV,PHILADELPHIA,PA,19106,USA,ContractingOffice,
O70RFP4,FPS EAST CCG DIV 4 ACQ DIV,FPS EAST CCG DIV 4 ACQ DIV,PHILADELPHIA,PA,19106,USA,ContractingOffice,
O70RFPC,FPS CENTRAL CCG ACQ DIV,FPS CENTRAL CCG ACQ DIV,GRAND PRAIRIE,TX,75050,USA,ContractingOffice,
O70RFPW,FPS WEST CCG,FPS WEST CCG,Denver,CO,80225,USA,ContractingOffice,
O70RNTL,INTEL&OPS ACQDIV,INTEL&OPS ACQDIV,WASHINGTON,DC,20528,USA,ContractingOffice,
O70RSAT,SCI&TECH ACQ DIV,SCI&TECH ACQ DIV,WASHINGTON,DC,20528,USA,ContractingOffice,
O70RTAC,INFO TECH ACQ CENTER,INFO TECH ACQ CENTER,WASHINGTON,DC,20528,USA,ContractingOffice,
O70RWMD,CWMD ACQ DIV,CWMD ACQ DIV,WASHINGTON,DC,20528,USA,ContractingOffice,
O70SBUR,USCIS CONTRACTING OFFICE ERBUR,USCIS CONTRACTING OFFICE ERBUR,SOUTH BURLINGTON,VT,5403,USA,ContractingOffice,
O70T010,WEO,WEO,ARLINGTON,VA,20598,USA,ContractingOffice,
O70T020,CSI,CSI,ARLINGTON,VA,20598-6025,USA,ContractingOffice,
O70T030,EIT,EIT,ARLINGTON,VA,20598,USA,ContractingOffice,
O70T040,STAD,STAD,ARLINGTON,VA,20598,USA,ContractingOffice,
O70T050,ME,ME,ARLINGTON,VA,20598,USA,ContractingOffice,
O70T060,ORDERING OFFICIALS,ORDERING OFFICIALS,ARLINGTON,VA,20598,USA,ContractingOffice,
O70T070,CLOSEOUT,CLOSEOUT,ARLINGTON,VA,20598,USA,ContractingOffice,
O70T090,OCP,OCP,ARLINGTON,VA,20598,USA,ContractingOffice,
O70US09,U. S. SECRET SERVICE,U. S. SECRET SERVICE,WASHINGTON,DC,20223-0005,USA,ContractingOffice,
O70VT15,OFFICE INSPECTOR GENERAL,OFFICE INSPECTOR GENERAL,WASHINGTON,DC,20528,USA,ContractingOffice,
