awarding_agency_code,awarding_agency_name,awarding_office_code,awarding_office_name,funding_agency_code,funding_agency_name,funding_office_code,funding_office_name
97,DEPARTMENT OF DEFENSE (DOD),N40080,NAV FAC ENGINEERING CMD WASHINGTON,97,DEPARTMENT OF DEFENSE (DOD),N44690,NAVY CIVIL LAW SUPPORT ACTIVITY
97,DEPARTMENT OF DEFENSE (DOD),N40080,NAV FAC ENGINEERING CMD WASHINGTON,97,DEPARTMENT OF DEFENSE (DOD),N47370,NAVFAC WASHINGTON PWD SOUTH POTOMAC
97,DEPARTMENT OF DEFENSE (DOD),N40080,NAV FAC ENGINEERING CMD WASHINGTON,97,DEPARTMENT OF DEFENSE (DOD),N47692,BRAC PMO HEADQUARTERS
97,DEPARTMENT OF DEFENSE (DOD),N40080,NAV FAC ENGINEERING CMD WASHINGTON,97,DEPARTMENT OF DEFENSE (DOD),N61002,NAVAL SUPPORT FACILITY DAHLGREN
97,DEPARTMENT OF DEFENSE (DOD),N40080,NAV FAC ENGINEERING CMD WASHINGTON,97,DEPARTMENT OF DEFENSE (DOD),N61037,NAVAL SUPPORT FACILITY CARDEDOCK
97,DEPARTMENT OF DEFENSE (DOD),N40080,NAV FAC ENGINEERING CMD WASHINGTON,97,DEPARTMENT OF DEFENSE (DOD),N61038,NAVAL SUPPORT FACILITY INDIAN HEAD
97,DEPARTMENT OF DEFENSE (DOD),N40080,NAV FAC ENGINEERING CMD WASHINGTON,97,DEPARTMENT OF DEFENSE (DOD),N61141,NAVSUPPACT WASHINGTON DC (ACTIVITY)
97,DEPARTMENT OF DEFENSE (DOD),N40080,NAV FAC ENGINEERING CMD WASHINGTON,97,DEPARTMENT OF DEFENSE (DOD),N61142,JOINT BASE ANACOSTIA BOLLING
97,DEPARTMENT OF DEFENSE (DOD),N40080,NAV FAC ENGINEERING CMD WASHINGTON,97,DEPARTMENT OF DEFENSE (DOD),N61143,NAVAL SUPPORT FACILITY  SUITLAND
97,DEPARTMENT OF DEFENSE (DOD),N40080,NAV FAC ENGINEERING CMD WASHINGTON,97,DEPARTMENT OF DEFENSE (DOD),N61151,NAVAL SUPPORT ACT SOUTH POTOMAC
97,DEPARTMENT OF DEFENSE (DOD),N40080,NAV FAC ENGINEERING CMD WASHINGTON,97,DEPARTMENT OF DEFENSE (DOD),N62285,NAVAL OBSERVATORY
97,DEPARTMENT OF DEFENSE (DOD),N40080,NAV FAC ENGINEERING CMD WASHINGTON,97,DEPARTMENT OF DEFENSE (DOD),N62470,NAVAL FAC ENGINEEERING CMD ATLANTIC
97,DEPARTMENT OF DEFENSE (DOD),N40080,NAV FAC ENGINEERING CMD WASHINGTON,97,DEPARTMENT OF DEFENSE (DOD),N63151,NAVAL HISTORY AND HERITAGE COMMAND
97,DEPARTMENT OF DEFENSE (DOD),N40080,NAV FAC ENGINEERING CMD WASHINGTON,97,DEPARTMENT OF DEFENSE (DOD),N63285,NCIS QUANTICO VA
97,DEPARTMENT OF DEFENSE (DOD),N40080,NAV FAC ENGINEERING CMD WASHINGTON,97,DEPARTMENT OF DEFENSE (DOD),N64930,PWD JOINT BASE WASH
97,DEPARTMENT OF DEFENSE (DOD),N40080,NAV FAC ENGINEERING CMD WASHINGTON,97,DEPARTMENT OF DEFENSE (DOD),N65116,NAVY MARINE CORPS APPELLATE REVIEW
97,DEPARTMENT OF DEFENSE (DOD),N40080,NAV FAC ENGINEERING CMD WASHINGTON,97,DEPARTMENT OF DEFENSE (DOD),N65726,NAVSEALOGCENKYPTDIVNUWC  MECH PA
97,DEPARTMENT OF DEFENSE (DOD),N40080,NAV FAC ENGINEERING CMD WASHINGTON,97,DEPARTMENT OF DEFENSE (DOD),N66098,NAVAL HEALTH CLINIC
97,DEPARTMENT OF DEFENSE (DOD),N40080,NAV FAC ENGINEERING CMD WASHINGTON,97,DEPARTMENT OF DEFENSE (DOD),N68520,FLEET READINESS CENTER
97,DEPARTMENT OF DEFENSE (DOD),N40080,NAV FAC ENGINEERING CMD WASHINGTON,97,DEPARTMENT OF DEFENSE (DOD),N68778,FLEET READINESS CENTER ASE
97,DEPARTMENT OF DEFENSE (DOD),N40080,NAV FAC ENGINEERING CMD WASHINGTON,97,DEPARTMENT OF DEFENSE (DOD),N68963,NAVAL ORDNANCE SAFETY AND SECURITY
97,DEPARTMENT OF DEFENSE (DOD),N40080,NAV FAC ENGINEERING CMD WASHINGTON,97,DEPARTMENT OF DEFENSE (DOD),RY0744,COMNAVSURFPAC
97,DEPARTMENT OF DEFENSE (DOD),N40084,NAVAL FAC ENGINEERING CMD FAR EAST,97,DEPARTMENT OF DEFENSE (DOD),M00209,COMMANDING OFFICER
97,DEPARTMENT OF DEFENSE (DOD),N40084,NAVAL FAC ENGINEERING CMD FAR EAST,97,DEPARTMENT OF DEFENSE (DOD),M01027,COMMANDING OFFICER
97,DEPARTMENT OF DEFENSE (DOD),N40084,NAVAL FAC ENGINEERING CMD FAR EAST,97,DEPARTMENT OF DEFENSE (DOD),M02209,COMMANDING OFFICER
97,DEPARTMENT OF DEFENSE (DOD),N40084,NAVAL FAC ENGINEERING CMD FAR EAST,97,DEPARTMENT OF DEFENSE (DOD),M20223,COMMANDING GENERAL
97,DEPARTMENT OF DEFENSE (DOD),N40084,NAVAL FAC ENGINEERING CMD FAR EAST,97,DEPARTMENT OF DEFENSE (DOD),M20233,COMMANDING GENERAL
97,DEPARTMENT OF DEFENSE (DOD),N40084,NAVAL FAC ENGINEERING CMD FAR EAST,97,DEPARTMENT OF DEFENSE (DOD),M62613,COMMANDING OFFICER
97,DEPARTMENT OF DEFENSE (DOD),N40084,NAVAL FAC ENGINEERING CMD FAR EAST,97,DEPARTMENT OF DEFENSE (DOD),M95430,COMMANDING GENERAL
97,DEPARTMENT OF DEFENSE (DOD),N40084,NAVAL FAC ENGINEERING CMD FAR EAST,97,DEPARTMENT OF DEFENSE (DOD),N00012,SECNAV OFC
97,DEPARTMENT OF DEFENSE (DOD),N40084,NAVAL FAC ENGINEERING CMD FAR EAST,97,DEPARTMENT OF DEFENSE (DOD),N00014,OFFICE OF NAVAL RESEARCH
97,DEPARTMENT OF DEFENSE (DOD),N40084,NAVAL FAC ENGINEERING CMD FAR EAST,97,DEPARTMENT OF DEFENSE (DOD),N00019,NAVAL AIR SYSTEMS COMMAND
97,DEPARTMENT OF DEFENSE (DOD),N40084,NAVAL FAC ENGINEERING CMD FAR EAST,97,DEPARTMENT OF DEFENSE (DOD),N00024,NAVSEA HQ
97,DEPARTMENT OF DEFENSE (DOD),N40084,NAVAL FAC ENGINEERING CMD FAR EAST,97,DEPARTMENT OF DEFENSE (DOD),N00025,NAVAL FACILITIES ENGINEERING COMD
97,DEPARTMENT OF DEFENSE (DOD),N40084,NAVAL FAC ENGINEERING CMD FAR EAST,97,DEPARTMENT OF DEFENSE (DOD),N00052,NAVY INSTALLATIONS COMMAND
97,DEPARTMENT OF DEFENSE (DOD),N40084,NAVAL FAC ENGINEERING CMD FAR EAST,97,DEPARTMENT OF DEFENSE (DOD),N00173,NAVAL RESEARCH LABORATORY
97,DEPARTMENT OF DEFENSE (DOD),N40084,NAVAL FAC ENGINEERING CMD FAR EAST,97,DEPARTMENT OF DEFENSE (DOD),N21323,USNS ZEUS T ARC 7
97,DEPARTMENT OF DEFENSE (DOD),N40084,NAVAL FAC ENGINEERING CMD FAR EAST,97,DEPARTMENT OF DEFENSE (DOD),N21582,USNS PECOS T AO 197
97,DEPARTMENT OF DEFENSE (DOD),N40084,NAVAL FAC ENGINEERING CMD FAR EAST,97,DEPARTMENT OF DEFENSE (DOD),N21622,USNS TIPPECANOE  (T-AO 199)
97,DEPARTMENT OF DEFENSE (DOD),N40084,NAVAL FAC ENGINEERING CMD FAR EAST,97,DEPARTMENT OF DEFENSE (DOD),N21871,USNS RAPPAHANNOCK T AO 204
97,DEPARTMENT OF DEFENSE (DOD),N40084,NAVAL FAC ENGINEERING CMD FAR EAST,97,DEPARTMENT OF DEFENSE (DOD),N23193,USNS ALAN SHEPARD T AKE 3
97,DEPARTMENT OF DEFENSE (DOD),N40084,NAVAL FAC ENGINEERING CMD FAR EAST,97,DEPARTMENT OF DEFENSE (DOD),N23197,USNS CARL BRASHEAR T-AKE 7
97,DEPARTMENT OF DEFENSE (DOD),N40084,NAVAL FAC ENGINEERING CMD FAR EAST,97,DEPARTMENT OF DEFENSE (DOD),N23199,USNS MATTHEW PERRY T-AKE 9
97,DEPARTMENT OF DEFENSE (DOD),N40084,NAVAL FAC ENGINEERING CMD FAR EAST,97,DEPARTMENT OF DEFENSE (DOD),N23602,USNS CHARLES DREW T AKE 10
97,DEPARTMENT OF DEFENSE (DOD),N40084,NAVAL FAC ENGINEERING CMD FAR EAST,97,DEPARTMENT OF DEFENSE (DOD),N23726,USNS WASHINGTON CHAMBERS T AKE 11
97,DEPARTMENT OF DEFENSE (DOD),N40084,NAVAL FAC ENGINEERING CMD FAR EAST,97,DEPARTMENT OF DEFENSE (DOD),N32205,MSC NORFOLK
97,DEPARTMENT OF DEFENSE (DOD),N40084,NAVAL FAC ENGINEERING CMD FAR EAST,97,DEPARTMENT OF DEFENSE (DOD),N32778,FLEET ACTIVITIES CHINHAE
97,DEPARTMENT OF DEFENSE (DOD),N40084,NAVAL FAC ENGINEERING CMD FAR EAST,97,DEPARTMENT OF DEFENSE (DOD),N39430,NAVAL FACILITIES ENGINEERING AND
97,DEPARTMENT OF DEFENSE (DOD),N40084,NAVAL FAC ENGINEERING CMD FAR EAST,97,DEPARTMENT OF DEFENSE (DOD),N40084,NAVAL FAC ENGINEERING CMD FAR EAST
97,DEPARTMENT OF DEFENSE (DOD),N40084,NAVAL FAC ENGINEERING CMD FAR EAST,97,DEPARTMENT OF DEFENSE (DOD),N40110,FLEET HOSPITAL MATERIAL SET 110
97,DEPARTMENT OF DEFENSE (DOD),N40084,NAVAL FAC ENGINEERING CMD FAR EAST,97,DEPARTMENT OF DEFENSE (DOD),N4022A,NAVSUP FLC YOKOSUKA ERP NWCF
97,DEPARTMENT OF DEFENSE (DOD),N40084,NAVAL FAC ENGINEERING CMD FAR EAST,97,DEPARTMENT OF DEFENSE (DOD),N40447,MILITARY SEALIFT FLEET SUPPORT CMD
97,DEPARTMENT OF DEFENSE (DOD),N40084,NAVAL FAC ENGINEERING CMD FAR EAST,97,DEPARTMENT OF DEFENSE (DOD),N4183A,DEFENSE DISTRIBUTION DEPOT YOKOSUKA
97,DEPARTMENT OF DEFENSE (DOD),N40084,NAVAL FAC ENGINEERING CMD FAR EAST,97,DEPARTMENT OF DEFENSE (DOD),N43666,US NAVAL JOINT SERVICES ACTIVITY
97,DEPARTMENT OF DEFENSE (DOD),N40084,NAVAL FAC ENGINEERING CMD FAR EAST,97,DEPARTMENT OF DEFENSE (DOD),N4523A,PUGET SOUND NAVAL SHIPYARD IMF
97,DEPARTMENT OF DEFENSE (DOD),N40084,NAVAL FAC ENGINEERING CMD FAR EAST,97,DEPARTMENT OF DEFENSE (DOD),N45582,SPECIAL OPERATIONS COMMAND PACIFIC
97,DEPARTMENT OF DEFENSE (DOD),N40084,NAVAL FAC ENGINEERING CMD FAR EAST,97,DEPARTMENT OF DEFENSE (DOD),N46196,NAVSUP FLC YOKO GF
97,DEPARTMENT OF DEFENSE (DOD),N40084,NAVAL FAC ENGINEERING CMD FAR EAST,97,DEPARTMENT OF DEFENSE (DOD),N46580,SUBMARINE FORCE ATLANTIC FLEET
97,DEPARTMENT OF DEFENSE (DOD),N40084,NAVAL FAC ENGINEERING CMD FAR EAST,97,DEPARTMENT OF DEFENSE (DOD),N50143,NAVSUP FLC YOKOSUKA ERP
97,DEPARTMENT OF DEFENSE (DOD),N40084,NAVAL FAC ENGINEERING CMD FAR EAST,97,DEPARTMENT OF DEFENSE (DOD),N55341,LOGISTICS GROUP WESTERN PACIFIC
97,DEPARTMENT OF DEFENSE (DOD),N40084,NAVAL FAC ENGINEERING CMD FAR EAST,97,DEPARTMENT OF DEFENSE (DOD),N61054,COMMANDER FLEET ACT YOKOSUKA
97,DEPARTMENT OF DEFENSE (DOD),N40084,NAVAL FAC ENGINEERING CMD FAR EAST,97,DEPARTMENT OF DEFENSE (DOD),N61056,FLEET ACTIVITIES OKINAWA
97,DEPARTMENT OF DEFENSE (DOD),N40084,NAVAL FAC ENGINEERING CMD FAR EAST,97,DEPARTMENT OF DEFENSE (DOD),N61057,NAVAL AIR FACILITY ATSUGI JAPAN
97,DEPARTMENT OF DEFENSE (DOD),N40084,NAVAL FAC ENGINEERING CMD FAR EAST,97,DEPARTMENT OF DEFENSE (DOD),N61058,FLEET ACTIVITIES SASEBO
97,DEPARTMENT OF DEFENSE (DOD),N40084,NAVAL FAC ENGINEERING CMD FAR EAST,97,DEPARTMENT OF DEFENSE (DOD),N61060,NAVAL AIR FACILITY MISAWA JAPAN
97,DEPARTMENT OF DEFENSE (DOD),N40084,NAVAL FAC ENGINEERING CMD FAR EAST,97,DEPARTMENT OF DEFENSE (DOD),N61076,COMMANDER NAVAL FORCES JAPAN
97,DEPARTMENT OF DEFENSE (DOD),N40084,NAVAL FAC ENGINEERING CMD FAR EAST,97,DEPARTMENT OF DEFENSE (DOD),N61077,SINGAPORE AREA COORDINATOR
97,DEPARTMENT OF DEFENSE (DOD),N40084,NAVAL FAC ENGINEERING CMD FAR EAST,97,DEPARTMENT OF DEFENSE (DOD),N62254,NMCPAC EAD UNIT OKINAWA
97,DEPARTMENT OF DEFENSE (DOD),N40084,NAVAL FAC ENGINEERING CMD FAR EAST,97,DEPARTMENT OF DEFENSE (DOD),N62507,US NAVAL AIR FACILITY ATSUGI
97,DEPARTMENT OF DEFENSE (DOD),N40084,NAVAL FAC ENGINEERING CMD FAR EAST,97,DEPARTMENT OF DEFENSE (DOD),N62583,NAVAL FACILIITES ENGINEERING AND
97,DEPARTMENT OF DEFENSE (DOD),N40084,NAVAL FAC ENGINEERING CMD FAR EAST,97,DEPARTMENT OF DEFENSE (DOD),N62645,NAVAL MEDICAL LOGISTICS COMMAND
97,DEPARTMENT OF DEFENSE (DOD),N40084,NAVAL FAC ENGINEERING CMD FAR EAST,97,DEPARTMENT OF DEFENSE (DOD),N62742,NAVAL FAC ENGINEEERING CMD PACIFIC
97,DEPARTMENT OF DEFENSE (DOD),N40084,NAVAL FAC ENGINEERING CMD FAR EAST,97,DEPARTMENT OF DEFENSE (DOD),N62758,SRF AND JRMC YOKOSUKA
97,DEPARTMENT OF DEFENSE (DOD),N40084,NAVAL FAC ENGINEERING CMD FAR EAST,97,DEPARTMENT OF DEFENSE (DOD),N62814,NAVAL MED RESEARCH CENTER ASIA
97,DEPARTMENT OF DEFENSE (DOD),N40084,NAVAL FAC ENGINEERING CMD FAR EAST,97,DEPARTMENT OF DEFENSE (DOD),N63190,SURFACE WARFARE SCHOOLS COMMAND
97,DEPARTMENT OF DEFENSE (DOD),N40084,NAVAL FAC ENGINEERING CMD FAR EAST,97,DEPARTMENT OF DEFENSE (DOD),N63285,NCIS QUANTICO VA
97,DEPARTMENT OF DEFENSE (DOD),N40084,NAVAL FAC ENGINEERING CMD FAR EAST,97,DEPARTMENT OF DEFENSE (DOD),N65888,FLEET READINESS CENTER SOUTHWEST
97,DEPARTMENT OF DEFENSE (DOD),N40084,NAVAL FAC ENGINEERING CMD FAR EAST,97,DEPARTMENT OF DEFENSE (DOD),N66001,NIWC PACIFIC
97,DEPARTMENT OF DEFENSE (DOD),N40084,NAVAL FAC ENGINEERING CMD FAR EAST,97,DEPARTMENT OF DEFENSE (DOD),N66021,FLEET READINESS CENTER WESTERN PAC
97,DEPARTMENT OF DEFENSE (DOD),N40084,NAVAL FAC ENGINEERING CMD FAR EAST,97,DEPARTMENT OF DEFENSE (DOD),N68292,NAVAL HOSPITAL YOKOSUKA
97,DEPARTMENT OF DEFENSE (DOD),N40084,NAVAL FAC ENGINEERING CMD FAR EAST,97,DEPARTMENT OF DEFENSE (DOD),N68470,US NAVAL HOSPITAL OKINAWA
97,DEPARTMENT OF DEFENSE (DOD),N40084,NAVAL FAC ENGINEERING CMD FAR EAST,97,DEPARTMENT OF DEFENSE (DOD),N68539,NAVAL SUPPORT FACILITY
97,DEPARTMENT OF DEFENSE (DOD),N40084,NAVAL FAC ENGINEERING CMD FAR EAST,97,DEPARTMENT OF DEFENSE (DOD),N68582,US NAVAL DENTAL CENTER OKINAWA
97,DEPARTMENT OF DEFENSE (DOD),N40084,NAVAL FAC ENGINEERING CMD FAR EAST,97,DEPARTMENT OF DEFENSE (DOD),N68688,DEFENSE FINANCE AND ACCOUNTING SERV
97,DEPARTMENT OF DEFENSE (DOD),N40084,NAVAL FAC ENGINEERING CMD FAR EAST,97,DEPARTMENT OF DEFENSE (DOD),N70278,N70278
97,DEPARTMENT OF DEFENSE (DOD),N40084,NAVAL FAC ENGINEERING CMD FAR EAST,97,DEPARTMENT OF DEFENSE (DOD),R55638,NAVAL SPECIAL WARFARE GROUP THREE
97,DEPARTMENT OF DEFENSE (DOD),N40084,NAVAL FAC ENGINEERING CMD FAR EAST,97,DEPARTMENT OF DEFENSE (DOD),R55752,NAVAL CONSTRUCTION GROUP ONE
97,DEPARTMENT OF DEFENSE (DOD),N40084,NAVAL FAC ENGINEERING CMD FAR EAST,97,DEPARTMENT OF DEFENSE (DOD),R57046,NECC PACIFIC
97,DEPARTMENT OF DEFENSE (DOD),N40085,NAVAL FAC ENGINEERING CMD MID LANT,97,DEPARTMENT OF DEFENSE (DOD),M00084,COMMANDING OFFICER
97,DEPARTMENT OF DEFENSE (DOD),N40085,NAVAL FAC ENGINEERING CMD MID LANT,97,DEPARTMENT OF DEFENSE (DOD),M00086,COMMANDING OFFICER
97,DEPARTMENT OF DEFENSE (DOD),N40085,NAVAL FAC ENGINEERING CMD MID LANT,97,DEPARTMENT OF DEFENSE (DOD),M00146,COMMANDING OFFICER
97,DEPARTMENT OF DEFENSE (DOD),N40085,NAVAL FAC ENGINEERING CMD MID LANT,97,DEPARTMENT OF DEFENSE (DOD),M00263,COMMANDING GENERAL
97,DEPARTMENT OF DEFENSE (DOD),N40085,NAVAL FAC ENGINEERING CMD MID LANT,97,DEPARTMENT OF DEFENSE (DOD),M00271,COMMANDING OFFICER
97,DEPARTMENT OF DEFENSE (DOD),N40085,NAVAL FAC ENGINEERING CMD MID LANT,97,DEPARTMENT OF DEFENSE (DOD),M20001,COMMANDING OFFICER
97,DEPARTMENT OF DEFENSE (DOD),N40085,NAVAL FAC ENGINEERING CMD MID LANT,97,DEPARTMENT OF DEFENSE (DOD),M20008,COMMANDING OFFICER
97,DEPARTMENT OF DEFENSE (DOD),N40085,NAVAL FAC ENGINEERING CMD MID LANT,97,DEPARTMENT OF DEFENSE (DOD),M20970,COMMANDING OFFICER
97,DEPARTMENT OF DEFENSE (DOD),N40085,NAVAL FAC ENGINEERING CMD MID LANT,97,DEPARTMENT OF DEFENSE (DOD),M26382,DIRECTOR
97,DEPARTMENT OF DEFENSE (DOD),N40085,NAVAL FAC ENGINEERING CMD MID LANT,97,DEPARTMENT OF DEFENSE (DOD),M30146,COMMANDING OFFICER
97,DEPARTMENT OF DEFENSE (DOD),N40085,NAVAL FAC ENGINEERING CMD MID LANT,97,DEPARTMENT OF DEFENSE (DOD),M32000,COMMANDING GENERAL
97,DEPARTMENT OF DEFENSE (DOD),N40085,NAVAL FAC ENGINEERING CMD MID LANT,97,DEPARTMENT OF DEFENSE (DOD),M35001,COMMANDING GENERAL
97,DEPARTMENT OF DEFENSE (DOD),N40085,NAVAL FAC ENGINEERING CMD MID LANT,97,DEPARTMENT OF DEFENSE (DOD),M50169,COMMANDING OFFICER
97,DEPARTMENT OF DEFENSE (DOD),N40085,NAVAL FAC ENGINEERING CMD MID LANT,97,DEPARTMENT OF DEFENSE (DOD),M53515,COMMANDING OFFICER
97,DEPARTMENT OF DEFENSE (DOD),N40085,NAVAL FAC ENGINEERING CMD MID LANT,97,DEPARTMENT OF DEFENSE (DOD),M54081,MARINE CORPS INTELLIGENCE SCHOOLS
97,DEPARTMENT OF DEFENSE (DOD),N40085,NAVAL FAC ENGINEERING CMD MID LANT,97,DEPARTMENT OF DEFENSE (DOD),M67001,COMMANDING GENERAL
97,DEPARTMENT OF DEFENSE (DOD),N40085,NAVAL FAC ENGINEERING CMD MID LANT,97,DEPARTMENT OF DEFENSE (DOD),M67004,COMMANDER
97,DEPARTMENT OF DEFENSE (DOD),N40085,NAVAL FAC ENGINEERING CMD MID LANT,97,DEPARTMENT OF DEFENSE (DOD),M67008,COMMANDING OFFICER
97,DEPARTMENT OF DEFENSE (DOD),N40085,NAVAL FAC ENGINEERING CMD MID LANT,97,DEPARTMENT OF DEFENSE (DOD),M67100,COMMANDER
97,DEPARTMENT OF DEFENSE (DOD),N40085,NAVAL FAC ENGINEERING CMD MID LANT,97,DEPARTMENT OF DEFENSE (DOD),M67443,DFAS COLUMBUS M67443
97,DEPARTMENT OF DEFENSE (DOD),N40085,NAVAL FAC ENGINEERING CMD MID LANT,97,DEPARTMENT OF DEFENSE (DOD),M67856,COMMANDING GENERAL TECOM
97,DEPARTMENT OF DEFENSE (DOD),N40085,NAVAL FAC ENGINEERING CMD MID LANT,97,DEPARTMENT OF DEFENSE (DOD),M80001,COMMANDING OFFICER
97,DEPARTMENT OF DEFENSE (DOD),N40085,NAVAL FAC ENGINEERING CMD MID LANT,97,DEPARTMENT OF DEFENSE (DOD),M95028,COMMANDING OFFICER
97,DEPARTMENT OF DEFENSE (DOD),N40085,NAVAL FAC ENGINEERING CMD MID LANT,97,DEPARTMENT OF DEFENSE (DOD),M95430,COMMANDING GENERAL
97,DEPARTMENT OF DEFENSE (DOD),N40085,NAVAL FAC ENGINEERING CMD MID LANT,97,DEPARTMENT OF DEFENSE (DOD),M95450,COMMANDER
97,DEPARTMENT OF DEFENSE (DOD),N40085,NAVAL FAC ENGINEERING CMD MID LANT,97,DEPARTMENT OF DEFENSE (DOD),M95494,COMMANDING OFFICER
97,DEPARTMENT OF DEFENSE (DOD),N40085,NAVAL FAC ENGINEERING CMD MID LANT,97,DEPARTMENT OF DEFENSE (DOD),M98551,COMMANDER
97,DEPARTMENT OF DEFENSE (DOD),N40085,NAVAL FAC ENGINEERING CMD MID LANT,97,DEPARTMENT OF DEFENSE (DOD),MMLR04,COMMANDING OFFICER
97,DEPARTMENT OF DEFENSE (DOD),N40085,NAVAL FAC ENGINEERING CMD MID LANT,97,DEPARTMENT OF DEFENSE (DOD),MMP100,COMMANDING GENERAL
97,DEPARTMENT OF DEFENSE (DOD),N40085,NAVAL FAC ENGINEERING CMD MID LANT,97,DEPARTMENT OF DEFENSE (DOD),N00012,SECNAV OFC
97,DEPARTMENT OF DEFENSE (DOD),N40085,NAVAL FAC ENGINEERING CMD MID LANT,97,DEPARTMENT OF DEFENSE (DOD),N00015,NAVAL INTELLIGENCE ACTIVITY
97,DEPARTMENT OF DEFENSE (DOD),N40085,NAVAL FAC ENGINEERING CMD MID LANT,97,DEPARTMENT OF DEFENSE (DOD),N00018,BUREAU OF MEDICINE AND SURGERY
97,DEPARTMENT OF DEFENSE (DOD),N40085,NAVAL FAC ENGINEERING CMD MID LANT,97,DEPARTMENT OF DEFENSE (DOD),N00019,NAVAL AIR SYSTEMS COMMAND
97,DEPARTMENT OF DEFENSE (DOD),N40085,NAVAL FAC ENGINEERING CMD MID LANT,97,DEPARTMENT OF DEFENSE (DOD),N00023,NAVAL SUPPLY SYSTEMS COMMAND
97,DEPARTMENT OF DEFENSE (DOD),N40085,NAVAL FAC ENGINEERING CMD MID LANT,97,DEPARTMENT OF DEFENSE (DOD),N00024,NAVSEA HQ
97,DEPARTMENT OF DEFENSE (DOD),N40085,NAVAL FAC ENGINEERING CMD MID LANT,97,DEPARTMENT OF DEFENSE (DOD),N00025,NAVAL FACILITIES ENGINEERING COMD
97,DEPARTMENT OF DEFENSE (DOD),N40085,NAVAL FAC ENGINEERING CMD MID LANT,97,DEPARTMENT OF DEFENSE (DOD),N00039,NAVAL INFORMATION WARFARE SYSTEMS
97,DEPARTMENT OF DEFENSE (DOD),N40085,NAVAL FAC ENGINEERING CMD MID LANT,97,DEPARTMENT OF DEFENSE (DOD),N00052,NAVY INSTALLATIONS COMMAND
97,DEPARTMENT OF DEFENSE (DOD),N40085,NAVAL FAC ENGINEERING CMD MID LANT,97,DEPARTMENT OF DEFENSE (DOD),N00060,U S FLEET FORCES COMMAND
97,DEPARTMENT OF DEFENSE (DOD),N40085,NAVAL FAC ENGINEERING CMD MID LANT,97,DEPARTMENT OF DEFENSE (DOD),N00074,NAVAL SPECIAL WARFARE COMMAND
97,DEPARTMENT OF DEFENSE (DOD),N40085,NAVAL FAC ENGINEERING CMD MID LANT,97,DEPARTMENT OF DEFENSE (DOD),N00105,NAVAL BRANCH HEALTH CLINIC
97,DEPARTMENT OF DEFENSE (DOD),N40085,NAVAL FAC ENGINEERING CMD MID LANT,97,DEPARTMENT OF DEFENSE (DOD),N00128,NAVAL STATION GREAT LAKES
97,DEPARTMENT OF DEFENSE (DOD),N40085,NAVAL FAC ENGINEERING CMD MID LANT,97,DEPARTMENT OF DEFENSE (DOD),N00129,NAVAL SUBMARINE BASE  NEW LONDON
97,DEPARTMENT OF DEFENSE (DOD),N40085,NAVAL FAC ENGINEERING CMD MID LANT,97,DEPARTMENT OF DEFENSE (DOD),N00164,NSWC CRANE
97,DEPARTMENT OF DEFENSE (DOD),N40085,NAVAL FAC ENGINEERING CMD MID LANT,97,DEPARTMENT OF DEFENSE (DOD),N00167,NSWC CARDEROCK
97,DEPARTMENT OF DEFENSE (DOD),N40085,NAVAL FAC ENGINEERING CMD MID LANT,97,DEPARTMENT OF DEFENSE (DOD),N00178,NSWC DAHLGREN
97,DEPARTMENT OF DEFENSE (DOD),N40085,NAVAL FAC ENGINEERING CMD MID LANT,97,DEPARTMENT OF DEFENSE (DOD),N00183,NAVAL MEDICAL CENTER PORTSMOUTH VA
97,DEPARTMENT OF DEFENSE (DOD),N40085,NAVAL FAC ENGINEERING CMD MID LANT,97,DEPARTMENT OF DEFENSE (DOD),N00211,CAPT JAMES A LOVELL FHCC
97,DEPARTMENT OF DEFENSE (DOD),N40085,NAVAL FAC ENGINEERING CMD MID LANT,97,DEPARTMENT OF DEFENSE (DOD),N00367,NAVSUP BUSINESS SYSTEMS CENTER
97,DEPARTMENT OF DEFENSE (DOD),N40085,NAVAL FAC ENGINEERING CMD MID LANT,97,DEPARTMENT OF DEFENSE (DOD),N00391,NAVSUP WEAPON SYSTEMS SUPPORT
97,DEPARTMENT OF DEFENSE (DOD),N40085,NAVAL FAC ENGINEERING CMD MID LANT,97,DEPARTMENT OF DEFENSE (DOD),N00750,NAVAL SUBMARINE SCHOOL
97,DEPARTMENT OF DEFENSE (DOD),N40085,NAVAL FAC ENGINEERING CMD MID LANT,97,DEPARTMENT OF DEFENSE (DOD),N01024,USS CONSTITUTION IX 21
97,DEPARTMENT OF DEFENSE (DOD),N40085,NAVAL FAC ENGINEERING CMD MID LANT,97,DEPARTMENT OF DEFENSE (DOD),N0751A,NAVY MEDICINE OPERATIONAL
97,DEPARTMENT OF DEFENSE (DOD),N40085,NAVAL FAC ENGINEERING CMD MID LANT,97,DEPARTMENT OF DEFENSE (DOD),N09577,CARRIER STRIKE GROUP FOUR
97,DEPARTMENT OF DEFENSE (DOD),N40085,NAVAL FAC ENGINEERING CMD MID LANT,97,DEPARTMENT OF DEFENSE (DOD),N20008,YC 1432
97,DEPARTMENT OF DEFENSE (DOD),N40085,NAVAL FAC ENGINEERING CMD MID LANT,97,DEPARTMENT OF DEFENSE (DOD),N25GAW,NAVFAC MIDLANT
