acqsysID:ID,name,title,description,:LABEL
acqsys060027,FPD: acqsys060027,Financial and Procurement Desktop (FPD),CIMS is a contract writing management system that provides full procurement lifecycle support including all phases from advanced acquisition planning through contract closeout,PortfolioApplication
acqsys001649,FPDS-NG: acqsys001649,FEDERAL PROCUREMENT DATA SYSTEM-NEXT GENERATION,GSA manages and provides FISMA reporting for this systems with partial funding for systems provided by DoD,PortfolioApplication
acqsys006039,FPRA: acqsys006039,FORWARD PRICING RATE AGREEMENTS,FPRA provides customers with direct access to forward pricing rate agreement data negotiated with contractors,PortfolioApplication
acqsys005980,FPRS: acqsys005980,FACILITY PROGRAM REQUIREMENTS SYSTEM,FPRS is a systems used for DoD Installations Requirements and Management (IRM),PortfolioApplication
acqsys060039,FSS19: acqsys060039,FSS Online (FSS19),"EASi is a procurement tool that allows federal procurement staff to choose from standardized solicitation and awards packages, receive assistance with funding certifications, execute, and close out federal contracting processes",PortfolioApplication
acqsys002047,G050 DRAIR: acqsys002047,DEFICIENCY REPORT ANALYSIS INFORMATION REPORT (DRAIR) ADVISOR SYSTEM (G050),The G050 systems is a single interface for government and contractors to access required legacy data and generate decision support reports,PortfolioApplication
acqsys006253,G5 - NSEC FFRDC: acqsys006253,G5 - NSEC FFRDC PROGRAM MANAGEMENT APPLICATION,Name Changed from G5 CMD Information Exchange to G5 - NSEC FFRDC to align with naming convention requested by systems owner,PortfolioApplication
acqsys014177,GEM: acqsys014177,GUARD EQUIPPING MODULE,"Guard Equipping Module (GEM) is an unclassified, web-based systems (Microsoft Internet Information Services with Structured Query Language (SQL) server backend database) that enables the headquarters National Guard Bureau to plan the distributions of allocated equipment to National Guard units in each state based on Guard specific priorities",PortfolioApplication
acqsys060040,GLAAS: acqsys060040,Global Acquisition & Assistance System (GLAAS),GLAAS is a contract writing management system that provides full procurement lifecycle support including all phases from advanced acquisition planning through contract closeout,PortfolioApplication
acqsys015154,GSTW/TOL: acqsys015154,GLOBAL SCIENCE AND TECHNOLOGY WATCH/TIPS ONLINE,The Global Science and Technology Watch/TIPs Online (GSTW/TOL) site is the basic mechanism for gathering knowledge about global capabilities and trends of interest to the US Army from various Continental United States (CONUS) and Outside the Continental United States (OCONUS) army agencies,PortfolioApplication
acqsys009146,HALON: acqsys009146,HALON,Halon tracks the use of halon recoverd and Halon issued then reported monthly to DLA,PortfolioApplication
acqsys060041,HCAS: acqsys060041,HHS Consolidated Acquisition System (HCAS),CAMS is a contract writing management system that provides full procurement lifecycle support including all phases from advanced acquisition planning through contract closeout,PortfolioApplication
acqsys016840,HIS: acqsys016840,HISTORICAL INTERVIEW SYSTEM,The Air Force Operational Test and Evaluation History Office utilizes and maintains the Historical Interview systems,PortfolioApplication
acqsys003053,HMMWVDB: acqsys003053,HIGH MOBILITY MULTI-PURPOSE WHEELED VEHICLE BUSINESS MANAGEMENT OFFICE TRACKING DATABASE,"Web-based application used to track HMMWV purchases by Fiscal Year (FY), contract and customer",PortfolioApplication
acqsys001124,HOTS: acqsys001124,HOME OFFICE TRAINING SYSTEMS,Supplements ETMS by automating planning & tracking functions required by the Home Office functions,PortfolioApplication
acqsys021654,HQ DSCA WLAN: acqsys021654,HQ DSCA WIRELESS LAN,Aruba 802,PortfolioApplication
acqsys003287,HQCLAN: acqsys003287,CLASSIFIED LOCAL AREA NETWORK,A General systems providing classified office automation tools to agency administrative investigative analytical financial policy legal and technical support personnel in carrying out their mission related functions,PortfolioApplication
acqsys017970,HRSSWP: acqsys017970,HUMAN RESOURCE SOLUTIONS SECURE WEB PORTAL,The Human Resource Solutions Secure Web Portal (HRSSWP) facilitates the management and administration of service task orders issued under the Human Resource Solutions suite of Indefinite Delivery Indefinite Quantity (IDIQ) contracts,PortfolioApplication
acqsys002085,HWIS: acqsys002085,HUMAN EFFECTIVENESS WORK UNIT INFORMATION SYSTEM,HWIS provides the capability for collecting extensive technical and budgetary data regarding AFRL/HE research efforts,PortfolioApplication
acqsys006726,IADB: acqsys006726,INTERNATIONAL ACTIVITY DATABASE,The Navy International Activity Database is a website whereby DoN offices post their international activities and initiatives for specific countries,PortfolioApplication
acqsys012509,IAPID: acqsys012509,INTERNATIONAL AFFAIRS PERSONNEL INITIATIVE DATABASE,A single central facility database that maintains and verifies information provided by individuals seeking International Affairs certification base on their current experience and training within the security cooperation community,PortfolioApplication
acqsys060042,IAS: acqsys060042,Integrated Acquisition System (IAS),IAS is a contract writing management system that provides full procurement lifecycle support including all phases from advanced acquisition planning through contract closeout,PortfolioApplication
acqsys003078,ICAPP: acqsys003078,INTEGRATED CONVENTIONAL AMMUNITION PROCUREMENT PLAN,Description: systems,PortfolioApplication
acqsys006353,ICATS: acqsys006353,INFORMATION TECHNOLOGY CONTRACT ADMINISTRATION TRACKING SYSTEM,"The Information Technology Contract Administration Tracking systems (ICATS) provides the ability to track contract funds, technical directives, contract line item numbers, and sub-contract line item numbers, as well as providing the capability for Redstone technical monitors and the contracting officer representative to enhance the performance of contract administration",PortfolioApplication
acqsys019973,ICBM IDR: acqsys019973,INTERCONTINENTAL BALLISTIC MISSILE INTERIM DATA REPOSITORY,"Intercontinental Ballistic Missile Interim Data Repository (ICBM {IDR}) is the interim, transitional (gap) solution for sustainment of IT capabilities that were previously provided to the government by Northrup Grumman via the SIINet systems",PortfolioApplication
acqsys060043,ICE: acqsys060043,Integrated Contracts Expert (ICE),HCAS is a contract writing management system that provides full procurement lifecycle support including all phases from advanced acquisition planning through contract closeout,PortfolioApplication
acqsys006725,ICP: acqsys006725,INTERNATIONAL COOPERATIVE PROGRAMS,"The International Cooperative Programs web site is a site that displays listing of Data Exchange Annexes and International Agreements by Country, type and other criteria",PortfolioApplication
acqsys000480,IDEAS: acqsys000480,INTEGRATED DEFENSE ENTERPRISE ACQUISITION SYSTEM,IDEAS is a contract writing systems used by DISA to support its unique telecom contracting mission and provides a single integrated acquisition solution that is uniformly implemented and readily accessible worldwide,PortfolioApplication
acqsys016923,IFDCV4: acqsys016923,IMPROVED FIELD DATA COLLECTOR VERSION 4,IMPROVED FIELD DATA COLLECTOR (IFDC) is portable instrumentation systems used to collect test and evaluation data for the systems under test for review and analysis,PortfolioApplication
acqsys001128,IMIS: acqsys001128,INSTRUMENTATION MANAGEMENT INFORMATION SYSTEM,"The Instrumentation Information Management systems (IMIS) collects, organizes and reports data concerning on-aircraft flight test data acquisition systemss in support of aircraft RDT&E acquisition programs",PortfolioApplication
acqsys008783,Integrated Database: acqsys008783,INTEGRATED DATABASE,"The function of this Integrated Database is to be a repository for program, project, and modification information",PortfolioApplication
acqsys007409,INTRALINK: acqsys007409,INTRALINK,"Collaborative Computer Aided Design, CAD supporting the acquisition of the Family of Medimum Tactical Vehicles, FMTV",PortfolioApplication
acqsys000610,IOL: acqsys000610,INTERNATIONAL ON LINE,"IOL is a web-enabled database designed to aid in the writing, coordination, approval and signature of U",PortfolioApplication
acqsys027858,IOL: acqsys027858,INTERNATIONAL ONLINE,International Online (IOL) is a web application that servers as the sole repository for the U,PortfolioApplication
acqsys006356,IPDMS: acqsys006356,INTEGRATED PRODUCT DATA MANAGEMENT SYSTEM,Web-based Program Data Management systems which supports PM-MTV and PM-Trailers,PortfolioApplication
acqsys017896,IPME: acqsys017896,INTEGRATED PROGRAM MANAGEMENT ENVIRONMENT,"The IPME systems will provide a secure, robust, scalable, and cost efficient environment where ASA(ALT) can host their legacy applications",PortfolioApplication
acqsys003323,IPMS: acqsys003323,INTEGRATED PLANNING AND MANAGEMENT SYSTEM,Investment is a systems,PortfolioApplication
acqsys005614,IPMS: acqsys005614,INTEGRATED PRODUCTION MANAGEMENT SYSTEM,IPMS maintains the NAVAIR Government Furnished Equipment (GFE) configuration control document referred to as the Master Government Furnished Equipment List (MGFEL),PortfolioApplication
acqsys016996,IQ: acqsys016996,ITEM UNIQUE IDENTIFICATION (IUID) QUALITY ASSURANCE SURVEILLANCE (QAS) (IQ),Functions: 1,PortfolioApplication
acqsys009224,IRDB: acqsys009224,INTEGRATED REQUIREMENT DATABASE,The Integrated Requirements Database (IRDB) is a management tool to facilitate effective decision-making in the 751st ELSG (Joint STARS) requirements generation process,PortfolioApplication
acqsys005981,IRIS: acqsys005981,INTEGRATED RESOURCE INFORMATION SYSTEM,"IRIS is an application that is used to develop budgets; track, and execute expenditure of funds; conduct contract management activities; and provide management reporting",PortfolioApplication
acqsys001125,IRSS: acqsys001125,INFORMATION & RESOURCE SUPPORT SYSTEM,"IRSS is a web-based Air Force(AF)-wide systems, which facilitates and integrates operational requirements definition, coordination, and management activities of the warfighting commands, Air Force staff, Major Commands (MAJCOMs) and other AF agencies",PortfolioApplication
acqsys012508,ISSFF: acqsys012508,IN SERVICE SUPPORT FAST FORWARD,"The ISS-FF systems is a workload and performance management tool utilized by the ISSC Engineering, Logistics, and Program Management departments to track and measure products and services produced for the Fleet and Fleet Readiness Centers (FRC) East, Southeast, Mid-Atlantic, and West",PortfolioApplication
acqsys006352,IT E-Mart: acqsys006352,INFORMATION TECHNOLOGY ENTERPRISE MARKETPLACE,"Product Director (PD) Computer Hardware Enterprise Software and Solutions? (CHESS) IT E-mart is a website with over 800,000 registered users that include all DOD and Federal Agencies as well as IT E-mart vendors",PortfolioApplication
acqsys002121,IT SERVICES: acqsys002121,IT SERVICES,"ADPE and software tracking, Information Assurance and IT management",PortfolioApplication
acqsys015926,ITFMS: acqsys015926,INTERNATIONAL TRANSFORMATION FREIGHT MANAGEMENT SYSTEM,Automates International Transformation Freight Management documents and reporting,PortfolioApplication
acqsys000422,ITIMP: acqsys000422,INTEGRATED TECHNICAL ITEM MANAGEMENT AND PROCUREMENT,ITIMP IS AN ON-LINE INTERACTIVE systems THAT SUPPORTS THE PROCESSING OF PROCUREMENT ACTIONS FROM REQUIREMENT GENERATION TO THE COMPLETION OR TERMINATION OF THE CONTRACTUAL CYCLE,PortfolioApplication
acqsys005982,ITMDB: acqsys005982,INFORMATION TECHNOLOGY MANAGEMENT DATABASE,"Records information concerning hardware, people, organization, facilities and other software assets used by AT&L",PortfolioApplication
acqsys006852,ITPSTA: acqsys006852,INFORMATION TECHNOLOGY PROJECT STATUS TRACKING APPLICATION,IT project status tracking,PortfolioApplication
acqsys009586,ITT DRAS: acqsys009586,ITT DATA REDUCTION AND ANALYSIS SYSTEM,The PC VAX 7000-710 systemss (419 FLTS TSO PVS) systems is critical to lab and flight test operations,PortfolioApplication
acqsys002125,IVISITS: acqsys002125,INTERNATIONAL VISITS,IVISITS (International Visits systems) is a data base systems where the data is inputted and accessed via a standard web browser,PortfolioApplication
acqsys015913,IWMS: acqsys015913,INTEGRATED WORKLOAD MANAGEMENT SYSTEM,"The DCMA Integrated Workload Management systems (IWMS) is a Business Process Management solution supporting DoD process reengineering objectives by providing a single integrated contract administration services end to end workload & workflow methodology, management situational awareness and consistent 5015",PortfolioApplication
acqsys002129,JACG: acqsys002129,JOINT AERONAUTICAL COMMANDER'S GROUP,"The purpose of JACG (Joint Aeronautical Commanders Group) creates a collaborative environment and to allow the input of information for the agencies (NASA, DoD, ARMY, NAVY, FAA, US Coast Guard) to reduce redundancy of information and duplication of effort",PortfolioApplication
acqsys027702,JACKS: acqsys027702,JOINT ACQUISITION CHEMICAL BIOLOGICAL RADIOLOGICAL NUCLEAR KNOWLEDGE SYSTEM,JACKS is the authoritative systems for programmatic data related to material solutions in advanced development within the Chemical Biological Defense Program (CBDP),PortfolioApplication
acqsys011857,JAMMS: acqsys011857,JOINT ASSET MOVEMENT MANAGEMENT SYSTEM,"The Joint Asset Movement Management systems (JAMMS) is an information technology application developed to capture movement and location information about operating forces,government civil servants, and government contractors in specified operational theaters",PortfolioApplication
acqsys009027,JCCI/A ADMIN: acqsys009027,JOINT CONTINGENCY CONTRACTING IRAQ/AFGHANISTAN ADMIN,The JCII/A ADMIN systems is part of JCCS,PortfolioApplication
acqsys009809,JCCS: acqsys009809,JOINT CONTINGENCY CONTRACTING SYSTEM,This is a joint contingency contracting systems,PortfolioApplication
acqsys008868,JCXS: acqsys008868,JOINT CONTINGENCY AND EXPEDITIONARY SERVICES,Joint Contingency & Expeditionary Services Program (JCXS) is DoD's global provider of Contingency and expeditionary acquisition business solutions,PortfolioApplication
acqsys010042,JETS: acqsys010042,JAMMER EVALUATION TOOL/SIMULATOR,JETS is going to be a web-based application,PortfolioApplication
acqsys002139,JIFFY: acqsys002139,JIFFY,"Post contract award, project management tool; Web-based project management data repository; Captures subset of required R&D Case File information; Streamlines contract management; Direct input of some data by contractors; Facilitates Laboratory Management Reviews; Automatically provides expenditure information; Uses FM's G2 to pull from AF standard data store",PortfolioApplication
acqsys011018,JPRAS: acqsys011018,JOINT PROGRAM REPORTING AND ASSESSMENT SYSTEM,"The Joint Program Reporting and Assessment systems (JPRAS) is used to track, annotate and report upon projects funded by the Joint Science and Technology Office (JSTO)",PortfolioApplication
acqsys012357,JPRAS - ALTESS: acqsys012357,"JOINT PROGRAM REPORTING AND ASSESSMENT SYSTEM AT ACQUISITION, LOGISTICS AND TECHNOLOGY ENTERPRISE SYSTEMS AND SERVICES - ALTESS","The Joint Program Reporting and Assessment systems (JPRAS) is used to track, annotate and report upon projects funded by the Joint Science and Technology Office (JSTO)",PortfolioApplication
acqsys005993,JRAC: acqsys005993,JOINT RAPID ACQUISITION CELL,Provides a single point of contact in OSD for tracking the timeliness of actions for the senior leadership and facilitating coordination with other government agencies,PortfolioApplication
acqsys009743,JSEAS: acqsys009743,JOINT SAFE ESCAPE ANALYSIS SOLUTION,Not Identified,PortfolioApplication
acqsys008382,JSF WISE: acqsys008382,JOINT STRIKE FIGHTER WEB-BASED INFORMATION SYSTEM FOR THE ENTERPRISE,JSF WISE is a web-based application featuring over 80 functionalities to automate many of the administrative/management activities associated with the day-to-day operations of an organization,PortfolioApplication
acqsys015080,KALEIDOSCOPE-AV: acqsys015080,KALEIDOSCOPE ? ACQUISITION VISIBILITY,"The Kaleidoscope Business Intelligence and Analysis tool (aka KScope) provides Acquisition Visibility and Analytics to USD, AT&L and principal senior leadership of AT&L Components",PortfolioApplication
acqsys009789,KITS: acqsys009789,"KNOWLEDGE, INNOVATION, AND TECHNOLOGY SHARING SYSTEM",1,PortfolioApplication
acqsys017252,KOMIS: acqsys017252,CONTRACTING OFFICER MANAGEMENT INFORMATION SYSTEM,"The Contracting Officer Management Information systems (KOMIS) manages the application for, approval, and termination of contracting officer warrants and training requirements",PortfolioApplication
acqsys006041,LC: acqsys006041,LOCAL CONTRACTS,This application allows input of contracts that are not found in MOCAS/SICM but are needed for reporting processes,PortfolioApplication
acqsys017651,LCMP-IDE: acqsys017651,LIFECYCLE MANAGEMENT PROCESS - INTEGRATED DATA ENVIRONMENT,"LCMP-IDE is a Web-enabled database-driven knowledge distribution integrated data environment that supports the informational needs at all levels in areas including acquisition, modernization, and sustainment for aircraft and other weapon systemss",PortfolioApplication
acqsys006737,LOA POLICY: acqsys006737,LETTER OF OFFER AND ACCEPTANCE (LOA) POLICY,This site displays DoD and Navy Security Assistance policy related to Letter of Offer and Acceptance,PortfolioApplication
acqsys006736,LOAD: acqsys006736,"LOADING, ORGANIZING AND ANALYSIS OF THE DND2/CPD","The LOAD/CPD website includes (1) statistics tracking the loading of the disclosure database and (2) policy guidance, procedures and checklists governing the activities of the Country Program Directors (CPDs)",PortfolioApplication
acqsys006625,L-PIWA: acqsys006625,LOCAL PADDS INTERFACE FOR WEB AWARDS,"Provides a mechanism for automatically posting contract award documents (delivery orders, purchase orders, modifications) generated by the acquisition center's PADDS onto to the Procurement Network `(PROCNET) public website",PortfolioApplication
acqsys006626,L-PIWS: acqsys006626,LOCAL PADDS INTERFACE FOR WEB SOLICITATIONS,Provides a mechanism for automatically posting solicitation documents generated by the acquisition center onto a public government website (PROCNET),PortfolioApplication
acqsys012314,LRC - R2ECBS: acqsys012314,RAPID RESPONSE ELECTRONIC CONTRACT AND BUSINESS SYSTEM,"R2ECBS is a systems supporting and managing the process of contract acquisitions, task order monitoring, & maintenance",PortfolioApplication
acqsys016810,LRC - SB: acqsys016810,LOGISTICS READINESS CENTER SMALL BUSINESS,Site that gathers information to promote the use of Small Businesses that are relevant to products and services that Logistics Readiness Center needs,PortfolioApplication
acqsys005623,L-RCS: acqsys005623,LONGARM RCS,CONTROLS VARIOUS RADIOS VIA MODEM,PortfolioApplication
acqsys007748,LRMSG SECTERA INE SYSTEM: acqsys007748,LONG RANGE MISSILE GROUP,Network Encryption Device,PortfolioApplication
acqsys009265,LT Tech Order Web: acqsys009265,LT TECH ORDER WEB,"The 730 ACSSS/GFEAB requires that LT Tech Order Web provides 24/7 access to digitized tech data and its related information to all qualified C-5 and C-17 personnel throughout the Air Force, guard and DLA facilities",PortfolioApplication
acqsys009158,LTC TRACKING: acqsys009158,LONG TERM CONTRACT TRACKING,Monitors the utilization and expiration of Long Term Contracts,PortfolioApplication
acqsys052022,MAI: acqsys052022,MODERNIZATION AND ANALYTICS INITIATIVE,Modernization and Analytics Initiative (MAI) is designated as both a Software and Services Acquisition and supports the DoD Digital Modernization Strategy,PortfolioApplication
acqsys004237,MAP: acqsys004237,DSCA 1000 SYSTEM,Supports the Military Assistance Program Excess Defense Articles (EDA) Military Assistance Service Funded (MASF) Section 552 emergency assistance and Section 506A emergency assistance,PortfolioApplication
acqsys002194,MARKETSPACE: acqsys002194,MARKETSPACE,Increases Market Research capability for ASC program offices with up to date Vendor capability and point of contact information,PortfolioApplication
acqsys001135,MASTER: acqsys001135,MODELING AND SIMULATION TEST AND EVALUATION RESOURCES,"Modeling and Simulation Test and Evaluation Resources (MASTER) provides the Electronic Warfare Group (EWG) with a collaborative environment supporting Configuration / Data Management, Electronic Warfare reference material, and business process management functions",PortfolioApplication
acqsys008714,MAT: acqsys008714,"MARINE CORPS INTELLIGENCE, SURVEILLANCE AND RECONNAISSANCE ENTERPRISE (MCISR-E) ARCHITECTURE TOOL","Developed to support the needs of PM-Intel, MAT offers systems and PM level perspective of configuration management and systems interoperability information",PortfolioApplication
acqsys004831,MCEFS: acqsys004831,MARINE CORPS ELECTRONIC FORMS SYSTEM,"The MCEFS is a Mission Critical, Marine Corps Enterprise Network, Class I systems",PortfolioApplication
acqsys004832,MCPEL: acqsys004832,MARINE CORPS PUBLICATIONS ELECTRONIC LIBRARY,"The MCPEL is a Mission Critical, Marine Corps Enterprise Network, Class I systems",PortfolioApplication
acqsys001658,MCSC IDE: acqsys001658,MARINE CORPS INTEGRATED DIGITAL ENVIRONMENT FOR ACQUISITION AND PRODUCT LIFE CYCLE MANAGEMENT,"The Marine Corps systemss Command (MARCORSYSCOM) IDE program is aimed at creating a seamless, collaborative, digital-based business environment for the acquisition, life cycle/product support community and key enabling processes",PortfolioApplication
acqsys001184,MDO: acqsys001184,MODIFICATION DELIVERY ORDER,MDO is an application designed to give Administrative Contracting Officers (ACO) the capability to write and process electronic modifications,PortfolioApplication
acqsys001389,MECH UTIL CTRL NET: acqsys001389,MECHANICAL UTILITY CONTROL NETWORKS,The Mechanical Utility Control Networks servers support a pilot project for remote operation of base utilities from a centralized plant/utility control room,PortfolioApplication
acqsys017804,MEED: acqsys017804,MISSILE ELECTRONIC ENCRYPTION DEVICE,"The Missile Electronic Encryption Device (MEED) is required for: unescorted entry to Minuteman Intercontinental Ballistic Missile (ICBM) Launch Facilities (LF), Launch Control Centers (LCC) or Missile Alert Facilities (MAF); and to prevent one person from possessing enough information or material to enter a secured launcher; and provides encryption/decryption of the personnel authentication and lock combination data required for missile facility entry",PortfolioApplication
acqsys001131,MICAP SPARES ESTIMATED DELIVERY DATES: acqsys001131,MICAP SPARES ESTIMATED DELIVERY DATES,Automate the process of pulling data and creating charts to reflect estimated delivery dates for Micaps on contract,PortfolioApplication
acqsys005991,MILGOV: acqsys005991,AT&L MILGOV WEBSITE,Allows individuals from ,PortfolioApplication
acqsys001132,MIMS: acqsys001132,MISSILE INFORMATION MANAGEMENT SYSTEM,MIMS provides a centralized storage point to access HARM and Engineering Projects for LMEM organization,PortfolioApplication
acqsys002216,MIP: acqsys002216,MODULAR INSTRUMENTATION PACKAGE,The Modular Instrumentation Package is a microcomputer-based systems used to perform remote data acquisition and network communications functions,PortfolioApplication
acqsys002953,MIPR: acqsys002953,ELECTRONIC MILITARY INTERDEPARTMENTAL PURCHASE REQUEST,systems,PortfolioApplication
acqsys001130,MIS (2): acqsys001130,MANAGEMENT INFORMATION SYSTEM,"The Management Information systems (MIS) is SSGs systems to manage and report operational information that supports the SSG Training, Personnel, and Program Management for software development processes as defined by the SSG systemss Engineering Process (S",PortfolioApplication
acqsys001134,ML WORQS: acqsys001134,ML WORK ORDER REQUEST SYSTEM,ML Work Order Request systems is an application used to capture work requests from the Materials & Manufacturing personnel,PortfolioApplication
acqsys000423,MOCAS: acqsys000423,MECHANIZATION OF CONTRACT ADMINISTRATION SERVICES,Mechanization of Contract Administration Services (MOCAS) is the Department's standard systems for managing major defense acquisitions,PortfolioApplication
acqsys015916,MOCASAP: acqsys015916,MOCAS APPLIANCE,Application functionality associated with blending MOCAS with other DCMA applications through interfaces and supplemental functionality,PortfolioApplication
acqsys060044,Momentum: acqsys060044,Momentum,CGI Momentum is a cloud-based financial management solution designed for federal government agencies,PortfolioApplication
acqsys060045,Momentum: acqsys060045,Momentum,CGI Momentum is a cloud-based financial management solution designed for federal government agencies,PortfolioApplication
acqsys060046,Momentum: acqsys060046,Momentum,CGI Momentum is a cloud-based financial management solution designed for federal government agencies,PortfolioApplication
acqsys060047,Momentum: acqsys060047,Momentum,CGI Momentum is a cloud-based financial management solution designed for federal government agencies,PortfolioApplication
acqsys060048,Momentum: acqsys060048,Momentum,CGI Momentum is a cloud-based financial management solution designed for federal government agencies,PortfolioApplication
acqsys060049,Momentum: acqsys060049,Momentum,CGI Momentum is a cloud-based financial management solution designed for federal government agencies,PortfolioApplication
acqsys060050,Momentum: acqsys060050,Momentum,CGI Momentum is a cloud-based financial management solution designed for federal government agencies,PortfolioApplication
acqsys047700,MPP: acqsys047700,MENTOR PROTEGE PROGRAM ,This will be a tool in support of DoD's Mentor-Prot??A???A?g??A???A? Program (MPP),PortfolioApplication
acqsys001136,MPR SLIDE SHOW: acqsys001136,MONTHLY PROGRAM REVIEW SLIDE SHOW,Provide a web based presentation of Powerpoint slides for their monthly MPR meeting,PortfolioApplication
acqsys023497,MRCoE: acqsys023497,MARKET RESEARCH CENTER OF EXCELLENCE,"The mission of the Department of Defense Office of Small Business Programs (OSBP) is to advise the Secretary of Defense on all matters related to small business, and are committed to maximizing the contributions of small business in DoD acquisitions",PortfolioApplication
acqsys006405,MRM: acqsys006405,MONTHLY REWORK MANHOURS-TAC074,Mainframe application that resides on DECC-STL: Reads SDS AIMR01 basic cost center record under the basic PCN record,PortfolioApplication
acqsys003635,MSSC HPC: acqsys003635,MULTI-SPECTRAL SIMULATION CENTER HPC RESOURCE,The MSSC-HPC is a simulation lab with an encrypted connection to the Secure Defense Research and Engineering Network,PortfolioApplication
acqsys007417,MSSC RT: acqsys007417,MULTI-SPECTRAL SIMULATION CENTER REAL-TIME RESOURCE.,The MSSC-RT is a simulation lab with connection to the Defense Research and Engineering Network,PortfolioApplication
acqsys002231,MSSS - C: acqsys002231,MAUI SPACE SURVEILLANCE SYSTEM - C (AMOS/MOTIF),Maui Space Surveillance systems secret network enclave consists of equipment that supports the operation of the Advanced Electro Optical systems (AEOS),PortfolioApplication
acqsys006404,MTDMH: acqsys006404,MONTH-TO-DATE MANHOURS-TAC075,Mainframe application that resides on DECC-STL: Reads SDS file AIMR01 for direct and indirect PCN's,PortfolioApplication
acqsys001160,MTE: acqsys001160,MUNITIONS TEST ENVIRONMENT,"The Munitions Test Environment (MTE) is a RDT&E Network that supports the Eglin AFB Test and Training Range (ETTR) environment by processing Time Space Position Information (TSPI), Telemetry, Video and Audio data in real-time and post test",PortfolioApplication
acqsys011576,MWRP: acqsys011576,MICROWAVE RADIOMETER PROFILER,The Air Force Weather Agency has a valid requirement for a noninvasive upper air sensing cabaility documented in the OS-21 ORD,PortfolioApplication
acqsys060051,MyApps: acqsys060051,MyApps,FPDS-NG Certified CWS,PortfolioApplication
acqsys000424,NAFI: acqsys000424,NAVY AIR FORCE INTERFACE,"Navy Air Force Interface is a DoN developed application used by Navy, Marine Corps, Air Force and Coast Guard activities for various functions related to end-to-end procurement process, post contract award",PortfolioApplication
acqsys008553,NAVRIS: acqsys008553,NAVAL RESEARCH INFORMATION SYSTEM,"Naval Research Information systems (NAVRIS)is an Office of Naval Research web-based, enterprise-level integrated information management systems that provides ONR a full life-cycle electronic mechanism for buying research",PortfolioApplication
acqsys015814,Navy ePS: acqsys015814,NAVY ELECTRONIC PROCUREMENT SYSTEM,"Electronic Procurement systems (ePS) will be a Commercial-off-the-Shelf (COTS) end-to-end (E2E) systems capable processing of contract requirements electronically from inception to closeout, while incorporating flexibility to interface with other electronic systemss as necessary",PortfolioApplication
acqsys022255,NBIS - DEVSECOPS: acqsys022255,"NATIONAL BACKGROUND INVESTIGATION SERVICES - DEVELOPMENT, SECURITY AND OPERATIONS",Performing cybersecurity correlation and analysis of log files as well as generating resultant dashboard information on security posture; and supports cybersecurity monitoring and cybersecurity scanning of hosts and developing apps being run through the NBIS pipeline,PortfolioApplication
acqsys001416,NDI: acqsys001416,NONDESTRUCTIVE INSPECTION ARCHIVE TOOL,Phase I: Data Entry/Edit Modules,PortfolioApplication
acqsys000425,NECO: acqsys000425,NAVY ELECTRONIC COMMERCE ONLINE,NECO is an internet based electronic commerce systems that makes Navy procurements accessible to a greater sector of the business community,PortfolioApplication
acqsys016115,NEST: acqsys016115,NMCI ENTERPRISE SERVICE TOOLS,"The NMCI Enterprise Service Tool (NEST) is a collection of integrated tools, including the government-owned NMCI Enterprise Tool (NET) and Requirements to Award Tool (RAPT), which serve as the customer interface and single point of entry for the lifecycle management of IT services on the NMCI",PortfolioApplication
acqsys001138,NEXUS (PRIDE): acqsys001138,NEXUS (PRIDE),Nexus started as terminal tracking systems (iLinks) and evolved into a Program management systems for basket SPO PMs and business operations support/automation,PortfolioApplication
acqsys006720,NIATS: acqsys006720,NAVY INTERNATIONAL AGREEMENTS TRACKING SYSTEM,"The Navy International Agreements Tracking systems (NIATS) website assists NIPO with the tracking of international agreements through development, staffing, negotiation and signature",PortfolioApplication
acqsys001137,NMCD: acqsys001137,NETWORK CONFIGURATION DATABASE,Inventory and Network Configuration documentation,PortfolioApplication
acqsys004313,NQLI: acqsys004313,NASA QUALITY LEADING INDICATOR,NASA Quality Leading Indicator is an application that allows DCMA users to rate NASA to manage potential supplier risk,PortfolioApplication
acqsys006732,NTPDD: acqsys006732,NAVY TACTICAL PUBLICATIONS DISCLOSURE DATABASE,This database contains various Don Tactical Publications as well as santitized variants releasable to particular countries,PortfolioApplication
acqsys013636,NWCSC: acqsys013636,NAVY WORKING CAPITAL FUND SERVICE CENTER SYSTEM,The service center fee automation process comprises specific functions relating to the evaluation and assessment of service center fees for Team SPAWAR Navy Working Capital Fund (NWCF) activities,PortfolioApplication
acqsys003684,O2KTOP: acqsys003684,OMNIBUS 2000 TASK ORDER PROCESSING,The Omnibus 2000 Task Order Process (O2KTOP) application automates the task order process for the Acquisition Center,PortfolioApplication
acqsys015869,OCONTRAX: acqsys015869,OPERATIONAL CONTRACTS,"A core contract writing and contract management capability being piloted to deployed forces and other contingency operations (HOA, etc) permitting award creation, contract reporting, and data capture for oversight of activities to be remotely, centrally administered",PortfolioApplication
acqsys007834,OMES: acqsys007834,O & M ENTERPRISE SYSTEM,OMES serves as a centralized menu systems enabling performance of daily tasks in support of the 96 Test Wing mission of test & evaluation of weapon systemss,PortfolioApplication
