nepskeyID:ID,name,title,:LABEL
neps1530,NEPS-1530,"HCA_UAT NAVSUP Keywords date, delivery, option",NEPSKey;Workaround;Working_As_Designed
neps1531,NEPS-1531,Auto calculation of Fixed Fee % Amount ,NEPSKey;CGI_Disagrees;Duplicate;Enhancement;Workaround
neps1532,NEPS-1532,"HCA_UAT NAVSUP Keywords calculate, field",NEPSKey;Enhancement
neps1533,NEPS-1533,HCA_UAT NAVSUP Keywords address,NEPSKey;Enhancement;Observation
neps1534,NEPS-1534,"HCA_UAT NAVSUP Keywords address, automatic, format",NEPSKey;Enhancement;Observation;Working_As_Designed
neps1535,NEPS-1535,"HCA_UAT NAVSUP Keywords automatic, calculate, CLIN, quantity",NEPSKey;Enhancement;Observation
neps1536,NEPS-1536,"HCA_UAT NAVSUP Keywords browser, display, document, log, select",NEPSKey;CGI_Disagrees
neps1537,NEPS-1537,"HCA_UAT NAVSUP Keywords document, log, process, search",NEPSKey;Enhancement;Working_As_Designed
neps1538,NEPS-1538,"HCA_UAT NAVSUP Keywords address, contract, option",NEPSKey
neps1539,NEPS-1539,"HCA_UAT NAVSUP Keywords create, PSC",NEPSKey;Duplicate;Training
neps1540,NEPS-1540,"HCA_UAT NAVSUP Keywords approval, approve, cannot, document, ko, log, override, routing, search, status, workflow",NEPSKey;Enhancement;Observation;Training
neps1541,NEPS-1541,"HCA_UAT NAVSUP Keywords assign, file, ko, loa, manage, par, workload",NEPSKey;Enhancement;Observation
neps1542,NEPS-1542,"HCA_UAT NAVAIR Keywords associate, line item, option, sam",NEPSKey;Duplicate;Enhancement;Observation
neps1543,NEPS-1543,"HCA_UAT NAVAIR Keywords prds, require, validation",NEPSKey;Observation
neps1544,NEPS-1544,"HCA_UAT NAVAIR Keywords based, identify, payment, prds, require, validation",NEPSKey;Enhancement;Observation
neps1545,NEPS-1545,"HCA_UAT NAVAIR Keywords document, loa, log, process, search, workflow, workload",NEPSKey;Enhancement;Observation;Training
neps1546,NEPS-1546,"HCA_UAT NSWCCD Keywords CLIN, identify, line item",NEPSKey;Enhancement;Observation
neps1547,NEPS-1547,"HCA_UAT NSWCCD Keywords contract, line item, ratio, record, share",NEPSKey;Duplicate;Observation;Workaround;Working_As_Designed
neps1548,NEPS-1548,"HCA_UAT NSWCCD Keywords award, CLIN, copy, create, current, document, idv, line item, number, order, require, sam, solicitation",NEPSKey;Workaround
neps1549,NEPS-1549,"HCA_UAT NSWCCD Keywords award, change, CLIN, contract, copy, data, field, including, line item, pricing, require, solicitation",NEPSKey;Stylesheet;Training
neps1550,NEPS-1550,"HCA_UAT NSWCCD Keywords data, line item, prior",NEPSKey;Enhancement;Observation
neps1551,NEPS-1551,"HCA_UAT NSWCCD Keywords amendment, assign, assignment, ecf, loa, manually, transaction, workload",NEPSKey;Working_As_Designed
neps1552,NEPS-1552,"HCA_UAT NSWCCD Keywords business, document, identify, level, NAICS, populate, standard",NEPSKey;Enhancement;Observation
neps1553,NEPS-1553,"HCA_UAT NSWCCD Keywords document, electronic",NEPSKey;Duplicate;Enhancement;Observation
neps1554,NEPS-1554,"HCA_UAT NSWCCD Keywords function, line item, number, order",NEPSKey;Enhancement;Observation
neps1555,NEPS-1555,Formatting issues when pasting Microsoft Word text into Clause Text ,NEPSKey;CGI_Disagrees;Training
neps1556,NEPS-1556,"HCA_UAT NSWCCD Keywords attachment, generate, option, print, select, solicitation, SOW",NEPSKey;Observation
neps1557,NEPS-1557,"HCA_UAT NSWCCD Keywords condition, date, payment, section g, section i, summary, update",NEPSKey
neps1558,NEPS-1558,"HCA_UAT NSWCCD Keywords contract, contractor, data, fill-in",NEPSKey;Duplicate;Enhancement;Observation;Working_As_Designed
neps1559,NEPS-1559,Fill ins are identified as being completed by KO even though completed by CS ,NEPSKey;CGI_Disagrees
neps1560,NEPS-1560,Add DFARS clauses to OOTB templates ,NEPSKey;CGI_Disagrees
neps1561,NEPS-1561,"HCA_UAT NSWCCD Keywords date, format, information, populate, sam, solicitation, update",NEPSKey;Enhancement;Observation;Working_As_Designed
neps1562,NEPS-1562,"HCA_UAT NSWCCD Keywords clause, template",NEPSKey;Enhancement
neps1563,NEPS-1563,"HCA_UAT NSWCCD Keywords assign, contract, list, loa, process, workload",NEPSKey;Enhancement;Observation
neps1564,NEPS-1564,"HCA_UAT NSWCCD Keywords clause, override, solicitation",NEPSKey;Duplicate
neps1565,NEPS-1565,"HCA_UAT NSWCCD Keywords document, include, process, solicitation",NEPSKey;CGI_Disagrees;Working_As_Designed
neps1566,NEPS-1566,"HCA_UAT NSWCCD Keywords document, format, information, summary, view",NEPSKey;Duplicate;Observation
neps1567,NEPS-1567,"HCA_UAT NSWCCD Keywords document, message, process, receive, solicitation",NEPSKey;Enhancement;Observation;Stylesheet
neps1568,NEPS-1568,"HCA_UAT NAVAIR Keywords business, create, interface, process, receive, record",NEPSKey;Training
neps1569,NEPS-1569,"HCA_UAT NAVAIR Keywords line item, pdf, print, process, section b, solicitation, view",NEPSKey;Observation;Training
neps1570,NEPS-1570,"HCA_UAT NAVSUP Keywords approval, approve, assign, assigned, document, ko, loa, override, receive, search, select, selected, signed, workload",NEPSKey;Observation
neps1571,NEPS-1571,"HCA_UAT NAVSUP Keywords milestone, populate, select, task, template",NEPSKey;Enhancement;Observation;Training
neps1572,NEPS-1572,"HCA_UAT NAVSUP Keywords code, contract, field, format, information, list",NEPSKey;Enhancement;Observation;Training
neps1573,NEPS-1573,"HCA_UAT NAVSUP Keywords field, format, information, palt, template",NEPSKey;Observation
neps1574,NEPS-1574,"HCA_UAT NAVSUP Keywords field, format, information, palt, require, template",NEPSKey;Observation;Workaround
neps1575,NEPS-1575,Workload Options does not allow reference to Milestone Template Name that longer than 26 Characters ,NEPSKey;CGI_Disagrees;Training
neps1576,NEPS-1576,"HCA_UAT NAVSUP Keywords change, confirm, confirmation, multiple, order",NEPSKey
neps1577,NEPS-1577,"HCA_UAT NAVSUP Keywords assign, assignment, attachment, CLIN, contract, file, list, loa, plan, sam, workload",NEPSKey;Enhancement;Training
neps1578,NEPS-1578,"HCA_UAT NAVSUP Keywords attachment, loa, view",NEPSKey;Observation
neps1579,NEPS-1579,"HCA_UAT NAVSUP Keywords ad hoc, approve, ko, loa, workload",NEPSKey;Training
neps1580,NEPS-1580,"HCA_UAT NAVSUP Keywords field, milestone, require, task",NEPSKey;Enhancement;Observation;Training
neps1581,NEPS-1581,HCA_UAT NAVSUP Keywords select,NEPSKey
neps1582,NEPS-1582,"HCA_UAT NAVSUP Keywords email, format, information, result, sam",NEPSKey;Working_As_Designed
neps1583,NEPS-1583,Release solicitations at designated future dates ,NEPSKey;CGI_Disagrees;Duplicate;Training
neps1584,NEPS-1584,Auto save or warning of lockout for inactivity ,NEPSKey;CGI_Disagrees;Training
neps1585,NEPS-1585,HCA_UAT NAVSUP Keywords condition,NEPSKey;Duplicate;Training;Workaround
neps1586,NEPS-1586,"HCA_UAT NAVSUP Keywords email, ko, notification",NEPSKey;Enhancement;Workaround
neps1587,NEPS-1587,Sort Filter Capability on Clauses requiring Fill Ins ,NEPSKey;Training
neps1588,NEPS-1588,Change Logic for indicating when Contracting Officer fill ins have been completed ,NEPSKey;CGI_Disagrees
neps1589,NEPS-1589,"HCA_UAT NAVSUP Keywords condition, receive, select",NEPSKey;Training;Workaround
neps1590,NEPS-1590,"HCA_UAT NAVSUP Keywords condition, number, require",NEPSKey;Navy_Does_Not_Concur;Observation;Training;Workaround
neps1591,NEPS-1591,"HCA_UAT NAVSUP Keywords clause, fill in, pdf, print, review, view",NEPSKey;Training
neps1592,NEPS-1592,"HCA_UAT NAVSUP Keywords clause, display, fill in, pdf, print, review, view",NEPSKey;Training
neps1593,NEPS-1593,"HCA_UAT NAVSUP Keywords cannot, contract, list",NEPSKey;Enhancement;Observation;Training
neps1594,NEPS-1594,Add ability to display all button options on screeen ,NEPSKey;Training
neps1595,NEPS-1595,"HCA_UAT NAVSUP Keywords announcement, dodaac, field",NEPSKey;CGI_Disagrees;Training;Workaround;Working_As_Designed
neps1596,NEPS-1596,Remove Error: GS4468E There are 2 Delivery Date Options specified and only one permitted. ,NEPSKey;CGI_Disagrees;Stylesheet;Training
neps1597,NEPS-1597,Asterisks for Required Offices ,NEPSKey;Enhancement;Observation;Training;Workaround;Working_As_Designed
neps1598,NEPS-1598,"HCA_UAT MARCOR Keywords address, copy, create, notice, perform, require, solicitation, support",NEPSKey;Observation;Training
neps1599,NEPS-1599,"HCA_UAT MARCOR Keywords ko, log",NEPSKey;Observation;Training
neps1600,NEPS-1600,"HCA_UAT MARCOR Keywords approve, document, ko, line item, log, modify, notification, order, solicitation",NEPSKey;Observation;Training
neps1601,NEPS-1601,"HCA_UAT MARCOR Keywords change, log",NEPSKey;Observation;Training
neps1602,NEPS-1602,"HCA_UAT MARCOR Keywords change, log",NEPSKey;Observation;Training
neps1603,NEPS-1603,Marking Milestone complete through status selection box does not populate Actual-End-Date ,NEPSKey;Observation;Training
neps1604,NEPS-1604,Marking Required Field in Contract File cause for Validations to Trigger during Creation ,NEPSKey;Observation;Training
neps1605,NEPS-1605,Maximum Concurrent Users Reached Causing Workflow stuck in pending approval ,NEPSKey;Observation;Training
neps1606,NEPS-1606,MCP and Contract Closeout Checklists Filing rules ,NEPSKey;Observation
neps1607,NEPS-1607,Migrated award has Product Service Code PSC populated for informational lines which conflicts with relationship edit ,NEPSKey;Enhancement;Observation;Training
neps1608,NEPS-1608,Migrated documents Claimant Program Code was not populated ,NEPSKey;Observation
neps1609,NEPS-1609,Milestone closure for DD 1594 ,NEPSKey;Enhancement;Observation;Training
neps1610,NEPS-1610,"HCA_UAT ONRNRL Keywords approval, code, data, database, fund, funding, PSC, service",NEPSKey;Workaround
neps1611,NEPS-1611,"HCA_UAT ONRNRL Keywords approval, display, fund, funding, ko, log, select, view",NEPSKey;Duplicate;Observation;Training
neps1612,NEPS-1612,Header Closing Time increases by 1 hour ,NEPSKey;CGI_Disagrees;Workaround
neps1613,NEPS-1613,Migrated award has Product Service Code PSC populated for informational lines which conflicts with relationship edit ,NEPSKey;Observation
neps1614,NEPS-1614,Migrated documents Claimant Program Code was not populated ,NEPSKey;Observation
neps1615,NEPS-1615,"HCA_UAT HQMCIL Keywords assign, assigned, associate, award, based, change, CLIN, create, created, document, function, level, line item, number, option, order, sam, signed, solicitation, specific, summary, support, view",NEPSKey;Duplicate;Enhancement
neps1616,NEPS-1616,Method of Solicitation field was not sent with XSO ,NEPSKey;Observation
neps1617,NEPS-1617,Milestone status not saving automatically within Contract File ,NEPSKey;Enhancement;Observation
neps1618,NEPS-1618,"HCA_UAT NSWCCD Keywords clause, condition, create, select",NEPSKey;Working_As_Designed
neps1619,NEPS-1619,"HCA_UAT NSWCCD Keywords capture, clause, contract, fill-in, require, validation",NEPSKey;Enhancement;Observation;Training
neps1620,NEPS-1620,"HCA_UAT NSWCCD Keywords condition, elin, far, fill-in",NEPSKey;Enhancement;Working_As_Designed
neps1621,NEPS-1621,"HCA_UAT NSWCCD Keywords based, identify, maximum, order, quantity, require, specified",NEPSKey;Duplicate;Enhancement;Observation;Workaround
neps1622,NEPS-1622,"HCA_UAT NSWCCD Keywords CLIN, element, including, level, line item, link, maximum, order, quantity, section l",NEPSKey;Enhancement
neps1623,NEPS-1623,"HCA_UAT NSWCCD Keywords date, document, idv, level, require",NEPSKey;Duplicate
neps1624,NEPS-1624,Requiring ECF on Solicitations Awards ,NEPSKey;CGI_Disagrees;Duplicate;Workaround
neps1625,NEPS-1625,"HCA_UAT NSWCCD Keywords change, data, external, fpds, identify, pds, validation",NEPSKey;Observation;Stylesheet;Training;Workaround
neps1626,NEPS-1626,Display CPIF specific amount data in Section B ,NEPSKey;CGI_Disagrees;Duplicate
neps1627,NEPS-1627,Add Price Basis Cost Constraint Information in Section B ,NEPSKey;CGI_Disagrees;Working_As_Designed
neps1628,NEPS-1628,"HCA_UAT NSWCCD Keywords award, constraint, data, document, generate, level, order",NEPSKey;Duplicate
neps1629,NEPS-1629,"HCA_UAT NSWCCD Keywords award, document, format, generate, SOW",NEPSKey
neps1630,NEPS-1630,HCA_UAT NSWCCD Keywords ratio,NEPSKey;Observation;Stylesheet;Training
neps1631,NEPS-1631,"HCA_UAT NSWCCD Keywords clause, dodaac, far, fill-in, format, information, instructions, payment, routing",NEPSKey;Duplicate
neps1632,NEPS-1632,HCA_UAT NSWCCD Keywords far,NEPSKey;Observation
neps1633,NEPS-1633,Fill in column should not be displayed for By Reference Clauses ,NEPSKey;CGI_Disagrees
neps1634,NEPS-1634,"HCA_UAT NSWCCD Keywords clause, identify, section i",NEPSKey;Enhancement;Observation
neps1635,NEPS-1635,"HCA_UAT NSWCCD Keywords far, fill-in, populate",NEPSKey;Enhancement
neps1636,NEPS-1636,Sort Non Overridden Errors above Overridden Errors ,NEPSKey;Enhancement;Observation;Stylesheet
neps1637,NEPS-1637,"HCA_UAT NSWCCD Keywords access, generate, message, pds, receive, service, source, validation",NEPSKey;Enhancement
neps1638,NEPS-1638,"HCA_UAT NSWCCD Keywords delivery, field, identify, pds, require, section f",NEPSKey;CGI_Disagrees;Duplicate;Enhancement;Observation
neps1639,NEPS-1639,Automatically populate The-hour-and-date-specified-for-receipt-of-Offers-is field as Extended when Offer Date has been updated ,NEPSKey;CGI_Disagrees
neps1640,NEPS-1640,"HCA_UAT NAVSUP Keywords amendment, format, information, populate, select, solicitation",NEPSKey;Enhancement;Training;Working_As_Designed
neps1641,NEPS-1641,"HCA_UAT NAVSUP Keywords amendment, format, information, select",NEPSKey;Enhancement;Working_As_Designed
neps1642,NEPS-1642,"HCA_UAT NAVSUP Keywords award, change, date, signed",NEPSKey;Observation;Stylesheet
neps1643,NEPS-1643,Link Domestic Foreign Entity field to Vendor Data ,NEPSKey;CGI_Disagrees;Enhancement;Stylesheet;Workaround
neps1644,NEPS-1644,Navy ERP inbound PR test scripts TC00377.x ,NEPSKey;Workaround;Working_As_Designed
neps1645,NEPS-1645,Need to load FY22 calendar dates into ePS environments ,NEPSKey
neps1646,NEPS-1646,Needed to know default setting for IDVs to be filed Mod ,NEPSKey
neps1648,NEPS-1648,Re label Justification box on Modifications to Reason-for-Modification ,NEPSKey;CGI_Disagrees;Workaround
neps1649,NEPS-1649,"HCA_UAT NSWCCD Keywords contract, data, field, including, line item, pds, pricing, ratio, require, review, validation, view",NEPSKey;Duplicate
neps1650,NEPS-1650,"HCA_UAT NSWCCD Keywords business, level, line item, pds, populate, prior, ratio, reference, validation",NEPSKey;Stylesheet;Training
neps1651,NEPS-1651,"HCA_UAT NSWCCD Keywords clause, fill-in, pds, populate, validation",NEPSKey;Observation
neps1652,NEPS-1652,"HCA_UAT NSWCCD Keywords approval, award, document, idv, process, signed",NEPSKey;Observation
neps1653,NEPS-1653,"HCA_UAT NSWCCD Keywords field, fill-in, identify",NEPSKey;Duplicate;Observation
neps1654,NEPS-1654,Review Form task creation not routing to approvers ,NEPSKey;CGI_Disagrees;Workaround
neps1655,NEPS-1655,"HCA_UAT NSWCCD Keywords notice, receive, result, status",NEPSKey;Observation;Training
neps1656,NEPS-1656,"HCA_UAT NSWCCD Keywords data, date, document, field, fund, populate, ratio",NEPSKey;Observation
neps1657,NEPS-1657,"HCA_UAT MARCOR Keywords ad hoc, document, ko, message, process, routing, status, validation",NEPSKey;Observation;Workaround
neps1658,NEPS-1658,HCA_UAT MARCOR Keywords function,NEPSKey;Enhancement;Observation
neps1659,NEPS-1659,Denote when fields are conditionally required ,NEPSKey;CGI_Disagrees;Duplicate
neps1660,NEPS-1660,"HCA_UAT MARCOR Keywords document, email, external, interface, ko, pds, receive, sam, validation",NEPSKey
neps1661,NEPS-1661,"HCA_UAT NAVSUP Keywords date, document, fund, funding, manually, number, validate, validation",NEPSKey;CGI_Disagrees
neps1662,NEPS-1662,Map Navy ERP Number into Title ,NEPSKey;CGI_Disagrees;Stylesheet;Workaround
neps1663,NEPS-1663,"HCA_UAT NAVSUP Keywords attachment, contract, date, document, import, interface, loa, log, number, receive, update",NEPSKey;Workaround
neps1664,NEPS-1664,"HCA_UAT NAVFAC Keywords assign, assigned, document, loa, sam, signed, SOW",NEPSKey;Observation;Training
neps1665,NEPS-1665,"HCA_UAT NAVFAC Keywords attachment, list",NEPSKey;Duplicate;Enhancement;Observation
neps1666,NEPS-1666,"HCA_UAT NAVFAC Keywords external, field, instructions, list, loa, number, pds, perform, require, requirement, validation",NEPSKey;Enhancement;Observation
neps1667,NEPS-1667,"HCA_UAT NAVFAC Keywords field, milestone, status",NEPSKey;Observation
neps1668,NEPS-1668,"HCA_UAT NAVFAC Keywords contract, date, display, document, element, field, idv, maximum, pdf, solicitation, update",NEPSKey;CGI_Disagrees;Enhancement
neps1669,NEPS-1669,"HCA_UAT NAVFAC Keywords award, date, document, reference",NEPSKey
neps1670,NEPS-1670,FPDS-NG add additional fields ,NEPSKey;CGI_Disagrees;Duplicate
neps1671,NEPS-1671,"HCA_UAT NAVFAC Keywords award, email, generate, ko, number",NEPSKey;Observation
neps1672,NEPS-1672,"HCA_UAT NAVFAC Keywords change, contract, contractor, field, perform",NEPSKey;Observation
neps1673,NEPS-1673,"HCA_UAT NAVFAC Keywords clause, copy, file, format",NEPSKey;Enhancement;Observation;Workaround;Working_As_Designed
neps1674,NEPS-1674,HCA_UAT NAVFAC Keywords award,NEPSKey;CGI_Disagrees
neps1675,NEPS-1675,"HCA_UAT NAVFAC Keywords code, current, data, date, format, multiple, ratio, reference, search, solicitation, update",NEPSKey;CGI_Disagrees
neps1676,NEPS-1676,Add additional amount fields in Section B ,NEPSKey;Duplicate
neps1678,NEPS-1678,"HCA_UAT NAVSUP Keywords attachment, clause, condition, date, display, fill-in, link, number, select, selected, update",NEPSKey
neps1679,NEPS-1679,"HCA_UAT HQMCIL Keywords address, attachment, document, exhibit, identify, include, list, par, pdf, print, require, requirement, review, section c, section j, select, selected, template, view",NEPSKey;Duplicate;Observation
neps1680,NEPS-1680,"HCA_UAT HQMCIL Keywords announcement, copy, display, document, field, notice, review, solicitation, transaction, view",NEPSKey;Duplicate;Observation
neps1681,NEPS-1681,"HCA_UAT HQMCIL Keywords accounting, associate, confirm, create, created, document, format, identify, information, line item, number, perform, view",NEPSKey;Enhancement;Observation;Training
neps1682,NEPS-1682,"HCA_UAT HQMCIL Keywords access, accounts, code, create, created, date, document, function, ko, perform, receive, sam, transmit, update",NEPSKey;Observation
neps1683,NEPS-1683,"HCA_UAT NAVSUP Keywords accounting, date, fund, funding, plan, process, require, update, values",NEPSKey;Duplicate;Enhancement;Observation;Training;Workaround
neps1684,NEPS-1684,"HCA_UAT NAVSUP Keywords change, clause, condition, confirm, select, selected, signed, view",NEPSKey;Duplicate;Enhancement;Observation;Training
neps1685,NEPS-1685,"HCA_UAT NAVSUP Keywords acquisition, order, process, receive",NEPSKey;Enhancement
neps1686,NEPS-1686,Clause Sorting Filtering Capability ,NEPSKey;CGI_Disagrees
neps1687,NEPS-1687,"HCA_UAT NAVSUP Keywords bypass, fpds, fund, pds, plan, report, result, search, select",NEPSKey;CGI_Disagrees
neps1688,NEPS-1688,W003 Document Approval Reviewed to send to KO and sent it back ,NEPSKey;CGI_Disagrees;Enhancement
neps1689,NEPS-1689,Pentaho Interactive Report: Export Feature Not Working ,NEPSKey;CGI_Disagrees
neps1690,NEPS-1690,Reduce severity of vendor PSC validation message ,NEPSKey;CGI_Disagrees;Enhancement;Workaround
neps1691,NEPS-1691,"HCA_UAT NAVSUP Keywords address, code, file, format, information, perform, require, sam, vendor",NEPSKey
neps1692,NEPS-1692,"HCA_UAT NAVAIR Keywords award, line item, notice, solicitation",NEPSKey;Enhancement;Working_As_Designed
neps1693,NEPS-1693,"HCA_UAT NAVAIR Keywords change, clause, document, fill in, number, reference",NEPSKey;Workaround
neps1694,NEPS-1694,"HCA_UAT NAVAIR Keywords address, clause, file, generate, gex, pds, validation, xml",NEPSKey
neps1695,NEPS-1695,"HCA_UAT NAVAIR Keywords change, CLIN, date, level, specific, update, validation",NEPSKey;Enhancement;Observation
neps1696,NEPS-1696,"HCA_UAT NAVAIR Keywords function, perform",NEPSKey
neps1697,NEPS-1697,"HCA_UAT NAVAIR Keywords based, clause, contract, far, log, pds, receive",NEPSKey;Workaround
neps1698,NEPS-1698,"HCA_UAT NAVAIR Keywords contract, external, ko, list, override, validation",NEPSKey;Observation
neps1699,NEPS-1699,Document Referencing Consistency Error Message confusing when Announcement referenced on Solicitation ,NEPSKey;CGI_Disagrees;Workaround
neps1700,NEPS-1700,No Referential Integrity for Business Intelligence Reporting Roles ,NEPSKey;CGI_Disagrees;Enhancement;Working_As_Designed
neps1701,NEPS-1701,Base Option Indicator required on Solicitations but not PRs ,NEPSKey;CGI_Disagrees;Stylesheet;Training
neps1702,NEPS-1702,"HCA_UAT SSPHCA Keywords award, calculate, document, quantity, select",NEPSKey
neps1703,NEPS-1703,"HCA_UAT SSPHCA Keywords dodaac, field, financial, format, information",NEPSKey;Observation
neps1704,NEPS-1704,HCA_UAT SSPHCA Keywords ,NEPSKey;Duplicate;Enhancement;Observation
neps1705,NEPS-1705,"HCA_UAT SSPHCA Keywords clause, condition, external, list, receive, validation",NEPSKey;Enhancement;Observation;Working_As_Designed
neps1706,NEPS-1706,"HCA_UAT SSPHCA Keywords clause, field, pds, specific, validation",NEPSKey;Workaround
neps1707,NEPS-1707,"HCA_UAT SSPHCA Keywords change, CLIN, data, element, field, fund, message, SLIN, validation",NEPSKey;Training
neps1708,NEPS-1708,Add edit to ensure that total contract value less than or equal to Agreement Ceiling ,NEPSKey;CGI_Disagrees;Workaround
neps1709,NEPS-1709,"HCA_UAT NSWCCD Keywords number, plan, populate, section b",NEPSKey;CGI_Disagrees;Enhancement;Observation
neps1710,NEPS-1710,Default Line Level Inspection Acceptance address information based on Header Address information ,NEPSKey;CGI_Disagrees
neps1711,NEPS-1711,"HCA_UAT NSWCCD Keywords attachment, document, link",NEPSKey
neps1712,NEPS-1712,"HCA_UAT NSWCCD Keywords associate, loa",NEPSKey
neps1713,NEPS-1713,Not all clauses returned based on characteristics selected ,NEPSKey;Observation;Working_As_Designed
neps1714,NEPS-1714,Not clear how Combined Synopsis Solicitation satisfies regulatory and Navy ePS audit and functional requirement ,NEPSKey;Duplicate;Observation
neps1715,NEPS-1715,Notify Requesting Office when PRs have been Accepted ,NEPSKey;CGI_Disagrees;Workaround
neps1716,NEPS-1716,Add additional detail to Section E stylesheets ,NEPSKey;CGI_Disagrees;Enhancement
neps1717,NEPS-1717,"HCA_UAT NAVWAR Keywords acceptance, CLIN, delivery, field, identification, identifier, reference, section f, SLIN",NEPSKey;CGI_Disagrees;Stylesheet;Workaround
neps1718,NEPS-1718,"HCA_UAT ONRNRL Keywords award, contract, number, prior, solicitation, standard",NEPSKey;Enhancement
neps1719,NEPS-1719,"HCA_UAT ONRNRL Keywords accounts, completion, data, element, sam, task",NEPSKey;Observation;Stylesheet;Workaround
neps1720,NEPS-1720,"HCA_UAT ONRNRL Keywords log, manage, multiple, receive",NEPSKey;Enhancement;Observation
neps1721,NEPS-1721,"HCA_UAT ONRNRL Keywords basic, business, CLIN, data, document, eda, format, information, prds, receive, service, validation",NEPSKey;Duplicate;Observation;Training
neps1722,NEPS-1722,"HCA_UAT ONRNRL Keywords associate, award, change, document, external, field, ko, line item, override, process, receive, result, sam, validation",NEPSKey;Duplicate;Observation;Training
neps1723,NEPS-1723,"HCA_UAT ONRNRL Keywords announcement, generate",NEPSKey;Duplicate
neps1724,NEPS-1724,"HCA_UAT ONRNRL Keywords file, sam, transmit",NEPSKey;Observation
neps1725,NEPS-1725,HCA_UAT ONRNRL Keywords criteria,NEPSKey;Observation;Workaround
neps1726,NEPS-1726,"HCA_UAT ONRNRL Keywords associate, award, bypass, contract, create, created, document, external, process, processing, require, select, validation",NEPSKey;Observation;Training
neps1727,NEPS-1727,"HCA_UAT ONRNRL Keywords contract, create, delivery, existing, file, idv, including, order, reference, task",NEPSKey;Observation;Stylesheet
neps1728,NEPS-1728,"HCA_UAT ONRNRL Keywords award, document, field, file, include, link, populate, require",NEPSKey;Training
neps1729,NEPS-1729,"HCA_UAT ONRNRL Keywords document, interface, ko, routing, sam, search, support",NEPSKey
neps1730,NEPS-1730,Font Size on Standard Forms too small ,NEPSKey;CGI_Disagrees
neps1731,NEPS-1731,"HCA_UAT ONRNRL Keywords acceptance, data, document, receive, select, selected, specified, validation",NEPSKey;Observation;Workaround
neps1732,NEPS-1732,"HCA_UAT ONRNRL Keywords award, contract, document, list, override, process, signed, support",NEPSKey;Duplicate;Observation;Workaround;Working_As_Designed
neps1733,NEPS-1733,"HCA_UAT HQMCIL Keywords approval, change, date, document, ko, package, perform, process, processing, review, routing, solicitation, update, view, workflow",NEPSKey;Duplicate
neps1734,NEPS-1734,"HCA_UAT HQMCIL Keywords approval, clause, document, include, list, require, review, service, solicitation, specific, standard, view",NEPSKey;CGI_Disagrees;Workaround
neps1735,NEPS-1735,"HCA_UAT HQMCIL Keywords ad hoc, amendment, award, capture, change, CLIN, code, condition, contract, date, document, existing, ko, message, option, perform, plan, require, requirement, solicitation, transaction, update",NEPSKey;Enhancement;Working_As_Designed
neps1736,NEPS-1736,"HCA_UAT HQMCIL Keywords ad hoc, CLIN, document, line item, multiple, pds, plan, prds, result, sam, transaction, validation",NEPSKey;Duplicate;Workaround
neps1737,NEPS-1737,Update Drop Down Selections for Product or Service field ,NEPSKey;CGI_Disagrees;Duplicate;Enhancement
neps1738,NEPS-1738,"HCA_UAT HQMCIL Keywords amendment, condition, document, field, order, require, select, selected, solicitation",NEPSKey
neps1739,NEPS-1739,"HCA_UAT HQMCIL Keywords line item, plan",NEPSKey;Observation
neps1740,NEPS-1740,"HCA_UAT HQMCIL Keywords amendment, attachment, document, generate, include, list, message, modification, number, order, solicitation, specific",NEPSKey;Duplicate
neps1741,NEPS-1741,"HCA_UAT HQMCIL Keywords function, line item, view",NEPSKey;Duplicate
neps1742,NEPS-1742,"HCA_UAT HQMCIL Keywords award, copy, create, created, data, document, execute, notice, select, selected, solicitation",NEPSKey;Observation
neps1743,NEPS-1743,"HCA_UAT HQMCIL Keywords CLIN, delivery, idv, level, order, task",NEPSKey;Observation
neps1744,NEPS-1744,"HCA_UAT HQMCIL Keywords option, select, service, standard",NEPSKey;Observation
neps1745,NEPS-1745,Milestone status not automatically updating ,NEPSKey;Duplicate
neps1746,NEPS-1746,Milestone task event associated with attachment type does not automatically update when attachment completed ,NEPSKey;Duplicate;Observation;Workaround
neps1747,NEPS-1747,Milestone Task Query Advanced Search Tab Not Equal Query Not Displaying Values Correctly ,NEPSKey;Observation;Workaround
neps1748,NEPS-1748,"HCA_UAT NAVSUP Keywords field, fpds, modification, order, pds, require",NEPSKey;Duplicate
neps1749,NEPS-1749,"HCA_UAT NAVSUP Keywords create, number, require",NEPSKey;CGI_Disagrees;Duplicate;Enhancement
neps1750,NEPS-1750,"HCA_UAT NAVSUP Keywords attachment, change, conform, display, document, idv, ko, modification, pdf, print, sam, signed",NEPSKey;Training
neps1751,NEPS-1751,Attachment PDF should contain Mod # in Attachment Title ,NEPSKey;CGI_Disagrees;Duplicate;Stylesheet
neps1752,NEPS-1752,"HCA_UAT NAVSUP Keywords change, CLIN, idv, modification, print, section b",NEPSKey
neps1753,NEPS-1753,"HCA_UAT NAVSUP Keywords change, idv, modification, print, summary",NEPSKey;Duplicate;Workaround
neps1754,NEPS-1754,"HCA_UAT NAVSUP Keywords pds, validation",NEPSKey;Duplicate;Observation
neps1755,NEPS-1755,"HCA_UAT NAVSUP Keywords access, generate, pds, service, source, validation",NEPSKey;Enhancement;Observation;Workaround
